candidate,target,valid_comparison,delta_brier_lo,delta_brier_hi,relative_gain_lo,relative_gain_hi,repeats,seed,relative_improvement_pct_lo,relative_improvement_pct_hi
GRID_MAX,any_gt0,True,-0.0002247168483392796,0.00028775613660833008,-0.0010332600198472062,0.0012660087042199945,1000,20260909,-0.10332600198472061,0.12660087042199944
GRID_MAX,any_gt5,True,-9.5472111184445057e-05,0.00023049192672364662,-0.00071423743768789585,0.0016507650351578109,1000,20260909,-0.071423743768789585,0.1650765035157811
GRID_MAX,any_gt100,True,-0.00013820976688301304,4.4199588007984807e-05,-0.0024996459995600697,0.00081173070700045686,1000,20260909,-0.24996459995600698,0.081173070700045688
GRID_MAX,any_gt1000,True,-5.7733257742536994e-05,-1.1456454347613057e-05,-0.0068781048468707735,-0.0014720292319469854,1000,20260909,-0.68781048468707739,-0.14720292319469855
GRID_MAX,wthr_gt0,True,-0.00017225487204212709,0.0001608335637924057,-0.00413145663369161,0.0035645705199404592,1000,20260909,-0.41314566336916098,0.35645705199404593
GRID_MAX,wthr_gt5,True,-0.00014461233079767044,0.0001040676544607818,-0.0046004304832059232,0.0029666238869644531,1000,20260909,-0.46004304832059234,0.29666238869644529
GRID_MAX,wthr_gt100,True,-0.00013693524589779803,3.3971740870259473e-05,-0.0075407550167561656,0.0017643397800964247,1000,20260909,-0.75407550167561654,0.17643397800964247
GRID_MAX,wthr_gt1000,True,-4.9096673798068852e-05,-1.0561342803506799e-05,-0.019241143659040689,-0.0047385528209162794,1000,20260909,-1.9241143659040689,-0.47385528209162797
