candidate,count,mean,std,min,1%,5%,50%,90%,95%,99%,max,n_zero,a01_max_abs_error
A01_daily_max,121656,11.62529838232393,4.3133093196702239,2.3999999999999999,4.2000000000000002,5.7999999999999998,11,17.5,19.699999999999999,24.699999999999999,35.899999999999999,0,0
A02_daily_mean,121656,8.2418465112009809,3.2210464576940048,1.7041666666666666,2.9125000000000001,3.9375,7.7375000000000007,12.612500000000002,14.367708333333333,17.58937499999999,25.258333333333336,0,
A03_daily_q90,121656,10.86251191885316,3.9736849184170895,2.2000000000000002,3.9100000000000001,5.3399999999999999,10.34,16.289999999999999,18.27,22.27,30.549999999999997,0,
A04_top3_mean,121656,11.288299522149888,4.1439110500914165,2.3333333333333335,4.1000000000000005,5.5666666666666673,10.700000000000001,16.966666666666669,19,23.433333333333334,32.899999999999999,0,
A05_max_rolling3h_mean,121656,11.229191600359483,4.1294937734734649,2.2000000000000002,4.0666666666666673,5.5333333333333341,10.666666666666666,16.899999999999999,18.933333333333334,23.333333333333332,32.899999999999999,0,
