margin,sample,SE_method,term,coef,se,p_normal,p_t_G1,source,se_lad
E0,all,two_way_LAD_date,incident_month[12],0.1052837481711833,0.058779860355195418,0.073268677937548696,0.076018752174980289,results/new/20260909183317/results/final_models/E0_final_twoway.csv,
E0,all,two_way_LAD_date,z_temperature_sq,0.056553411291127419,0.022065835703145541,0.010379000565752142,0.011730078897841879,results/new/20260909183317/results/final_models/E0_final_twoway.csv,
E0,all,two_way_LAD_date,gust_low,-0.026952197980057893,0.0044317263651549024,1.1895379481926928e-09,1.7593768088761116e-08,results/new/20260909183317/results/final_models/E0_final_twoway.csv,
E0,all,two_way_LAD_date,gust_ramp,0.12146172840850161,0.013842871680209508,1.7194599551993151e-18,2.4793463583605847e-14,results/new/20260909183317/results/final_models/E0_final_twoway.csv,
R0c,all,LAD_only,Intercept,0.66243464518700046,0.42759331850250287,0.12132967259316935,0.12420203687977603,results/new/20260909183317/results/final_models/R0c_final_lad.csv,
R0c,all,LAD_only,z_gust_0h,-0.00024523989440493864,0.0085273467535404764,0.97705662017457118,0.97710873296969936,results/new/20260909183317/results/final_models/R0c_final_lad.csv,
R0c,all,LAD_only,z_precipitation_24h_sum,0.046726713386895387,0.0068853688367229568,1.1498390478935024e-11,6.0641942509612158e-10,results/new/20260909183317/results/final_models/R0c_final_lad.csv,
R0c,all,LAD_only,z_temperature_0h,-0.072372198496781046,0.0092682681293686179,5.7826705349231465e-15,3.654442999097609e-12,results/new/20260909183317/results/final_models/R0c_final_lad.csv,
R0c,all,LAD_only,z_pressure_msl_0h,-0.041644120751923447,0.0069892005459185275,2.5479342218122937e-09,3.119491587793865e-08,results/new/20260909183317/results/final_models/R0c_final_lad.csv,
R0c,all,LAD_only,z_gust_sq,0.08096305923144638,0.0045515571269002016,8.7562786882650903e-71,3.7988376285110704e-34,results/new/20260909183317/results/final_models/R0c_final_lad.csv,
R0c,all,LAD_only,urban_binary,0.21786307598579113,0.051911394235096005,2.7068203108852137e-05,5.508548361329018e-05,results/new/20260909183317/results/final_models/R0c_final_lad.csv,
R0c,all,LAD_only,log_population,0.066425487668174368,0.038287056061625843,0.08275262402342802,0.085553498913078396,results/new/20260909183317/results/final_models/R0c_final_lad.csv,
R0c,all,LAD_only,income_deprivation_rate,0.90166643199248209,0.68467773100658735,0.18786513111039027,0.19060207268084531,results/new/20260909183317/results/final_models/R0c_final_lad.csv,
R0c,all,LAD_only,deprivation_gap_pct,-0.13230582549788436,0.50074457843699305,0.79161179640626866,0.79210618933842336,results/new/20260909183317/results/final_models/R0c_final_lad.csv,
R0c,all,LAD_only,morans_i,0.2784524837242407,0.15750316706553752,0.077074825877275807,0.07984741746524035,results/new/20260909183317/results/final_models/R0c_final_lad.csv,
R0c,all,LAD_only,incident_year[2022],0.1024216713707953,0.016301916199347087,3.3252975671031682e-10,6.8348101193493033e-09,results/new/20260909183317/results/final_models/R0c_final_lad.csv,
R0c,all,LAD_only,incident_year[2023],0.002903696775680619,0.017677977354591225,0.86953037831581925,0.86983181814152011,results/new/20260909183317/results/final_models/R0c_final_lad.csv,
R0c,all,LAD_only,incident_year[2024],-0.077738714706510059,0.03126806682353403,0.01291148351092879,0.01441476520643294,results/new/20260909183317/results/final_models/R0c_final_lad.csv,
R0c,all,LAD_only,incident_month[2],0.44455208392154877,0.04178579968731351,1.9657897838520399e-26,1.3306202090592624e-18,results/new/20260909183317/results/final_models/R0c_final_lad.csv,
R0c,all,LAD_only,incident_month[3],0.04321852045590447,0.024920363036338357,0.082871024355222631,0.085672426351212194,results/new/20260909183317/results/final_models/R0c_final_lad.csv,
R0c,all,LAD_only,incident_month[4],-0.0093482923875606427,0.031186898074852299,0.76436737507007479,0.76493305301250869,results/new/20260909183317/results/final_models/R0c_final_lad.csv,
