task,model,config,validation_group,train_n,validation_n,status,n,mse,rmse,mae,r2,mean_y,mean_pred,residual_mean,sd_ratio,pearson,spearman,calibration_intercept,calibration_slope,sse,sse_between_process_mean,sse_within_process
E_log,B01,"{""lambda"":0.1}",P2,777,2603,ok,2603,5.715676367052343,2.3907480768689,1.986870047516791,-0.08782525543386832,3.1054919247043675,2.3360079838232357,0.7694839408811318,0.11948422337154294,0.1637981366958011,0.1521258394956754,-0.09688696900898819,1.3708766904435707,14877.90558343725,1541.2507083181104,13336.65487511914
E_log,B01,"{""lambda"":0.1}",P3,2873,509,ok,509,12.817236974526935,3.580116893975242,3.216433016489163,-2.263592073927586,2.139311737452243,5.1051350870035,-2.9658233495512567,0.3098710662584952,0.11640191806469406,0.148026571586815,0.22158665494694985,0.3756462953130036,6523.9736200342095,4477.219043638408,2046.7545763957999
E_log,G02,"{""lambda"":0}",P1,49564,270,ok,270,3.7935170248248267,1.9476953110855986,1.6463746179264165,0.04406009977845682,2.2553727869836906,2.193685866610685,0.06168692037300541,0.17241477649725334,0.21676175200381878,0.2484584557061574,-0.5025531950745976,1.2572109908878486,1024.2495967027032,1.0274245591784876,1023.222172143525
E_log,G02,"{""lambda"":0}",P2,47038,2603,ok,2603,5.149021159697151,2.269145469047137,1.8998279724907703,0.020022321317925806,3.1054919247043675,2.7384016857857993,0.36709023891856823,0.33593743519847097,0.2359417275559944,0.2608288582539747,1.1822075366312361,0.7023383012274309,13402.902078691684,350.7678988546858,13052.134179836998
E_log,G02,"{""lambda"":0}",P3,49285,509,ok,509,3.8244308468735633,1.9556152093071795,1.6835179788879178,0.02620336785952293,2.139311737452243,2.353810527930618,-0.21449879047837558,0.1748473799949682,0.1958571329450992,0.21367582779630012,-0.4973338989293179,1.1201605248573685,1946.6353010586438,23.41895313839321,1923.2163479202507
E_log,G02,"{""lambda"":0.001}",P1,49564,270,ok,270,3.7938221592556705,1.9477736416882918,1.6472501218252067,0.04398320802458677,2.2553727869836906,2.196930030975615,0.05844275600807561,0.1718953191833602,0.2163872332835114,0.2487824705211133,-0.5101918216324273,1.258831446438002,1024.331982999031,0.9222000470512536,1023.4097829519799
E_log,G02,"{""lambda"":0.001}",P2,47038,2603,ok,2603,5.149906314065813,2.26934050201062,1.9001424012510446,0.01985385599285272,3.1054919247043675,2.7242491508883644,0.3812427738160028,0.32836857580480494,0.23653677694397587,0.2610907430304204,1.1431083069536114,0.720339260126348,13405.206135513312,378.33577488375244,13026.87036062956
E_log,G02,"{""lambda"":0.001}",P3,49285,509,ok,509,3.8244356667782395,1.9556164416311905,1.6835843382388296,0.02620214059012549,2.139311737452243,2.3532871869799608,-0.21397544952771724,0.1738209740609677,0.19581645495775904,0.21453759350694834,-0.511762777239539,1.1265410058574195,1946.637754390124,23.304815937299633,1923.3329384528242
E_log,G02,"{""lambda"":0.1}",P1,49564,270,ok,270,3.831473394557892,1.9574149776064074,1.6762995135656678,0.03449535865354414,2.2553727869836906,2.2848343355100127,-0.02946154852632245,0.14483592543213678,0.19225730570995456,0.22629899594247901,-0.7775494112079011,1.3274144873678964,1034.4978165306309,0.23435536722359018,1034.2634611634076
E_log,G02,"{""lambda"":0.1}",P2,47038,2603,ok,2603,5.572638309770822,2.3606436219325486,1.9555625341140277,-0.06060180868730569,3.1054919247043675,2.3433642633568614,0.7621276613475062,0.12850836167257826,0.2585807966489603,0.26310517386357446,-1.609757652606382,2.012170984700505,14505.577520333449,1511.9228034132227,12993.654716920228
E_log,G02,"{""lambda"":0.1}",P3,49285,509,ok,509,3.837181431612368,1.9588724898809438,1.6887871619175983,0.022956747127285015,2.139311737452243,2.3303282895767596,-0.19101655212451651,0.1379546334813543,0.18585392983788512,0.21173159349450904,-1.000130987309698,1.3472104933902402,1953.1253486906953,18.57204750143891,1934.5533011892562
E_log,P00,"{""lambda"":0}",P1,49564,270,ok,270,3.8398919367409547,1.9595642211320747,1.7156252087611128,0.03237394458796228,2.2553727869836906,2.4770876913945057,-0.22171490441081518,0.16227559402457528,0.2190553088673976,0.24853605849103713,-1.0884400185813714,1.3498968232661248,1036.7708229200578,13.272524686232167,1023.4982982338258
E_log,P00,"{""lambda"":0}",P2,47038,2603,ok,2603,5.196384884439754,2.279558045858836,1.9003062070555239,0.011007910309033697,3.1054919247043675,2.677365155415273,0.4281267692890944,0.33564023459173176,0.23618604686609826,0.26096524733838256,1.2214618624451161,0.703688123545116,13526.18985419668,477.1104571047311,13049.079397091951
E_log,P00,"{""lambda"":0}",P3,49285,509,ok,509,4.2205576599422745,2.054399586239803,1.8254121716774854,-0.07466051801311502,2.139311737452243,2.80346710517327,-0.6641553677210271,0.17211675693996456,0.19544713340639108,0.21123761956160603,-1.044164520448378,1.1355497098667988,2148.2638489106175,224.52109740858026,1923.7427515020372
E_log,P00,"{""lambda"":0.001}",P1,49564,270,ok,270,3.8436262412637228,1.96051683014039,1.7176485465576148,0.03143292582634061,2.2553727869836906,2.4837995824115287,-0.22842679542783836,0.1616223822654116,0.2187302715000544,0.24888728065686716,-1.1060561772326203,1.3533414644319608,1037.779085141205,14.088276234746509,1023.6908089064586
E_log,P00,"{""lambda"":0.001}",P2,47038,2603,ok,2603,5.199411707334371,2.280221854849736,1.9008540933615252,0.010431835986934201,3.1054919247043675,2.662782100032307,0.44270982467206066,0.32808199236213353,0.23678750522291914,0.2611864550700974,1.1836749853493376,0.7217327093087013,13534.068674191367,510.1671470056169,13023.90152718575
E_log,P00,"{""lambda"":0.001}",P3,49285,509,ok,509,4.225828279188971,2.055681949910776,1.8269510098581443,-0.07600255071738626,2.139311737452243,2.807287545427165,-0.6679758079749221,0.1710972600351597,0.1954542884865841,0.21123024889199907,-1.0676150693006004,1.1423577937274922,2150.9465941071862,227.11156514023273,1923.8350289669534
E_log,P00,"{""lambda"":0.1}",P1,49564,270,ok,270,3.9813279680241758,1.9953265316795084,1.769790960425811,-0.0032669513795091643,2.2553727869836906,2.6419136457728807,-0.38654085878919003,0.13087590040297067,0.19680016299089922,0.23323316032208893,-1.7173145794077342,1.503715828391216,1074.9585513665274,40.34173558864083,1034.6168157778868
E_log,P00,"{""lambda"":0.1}",P2,47038,2603,ok,2603,5.662410088597114,2.3795819146642367,1.9613694033238824,-0.0776874520934645,3.1054919247043675,2.286151120335779,0.8193408043685885,0.12856801965313,0.2590452334204264,0.26349414810381266,-1.5007589314534981,2.014849681276241,14739.253460618289,1747.4442776898607,12991.809182928426
E_log,P00,"{""lambda"":0.1}",P3,49285,509,ok,509,4.321771502429922,2.0788870826550254,1.8556870887886145,-0.10043211720964407,2.139311737452243,2.862963726113911,-0.7236519886616676,0.13391137332083808,0.1898281623575522,0.21057921943313174,-1.9191272849184124,1.4175656454716743,2199.78169473683,266.549150153239,1933.2325445835913
E_log,P02,"{""lambda"":0}",P1,49564,270,ok,270,3.915559051584035,1.9787771606686881,1.7253301861451464,0.013306358034429921,2.2553727869836906,2.456936541566835,-0.20156375458314496,0.24892329863898147,0.17175396429150214,0.20003246289456952,0.5601172872613618,0.6899874990834042,1057.2009439276894,10.969545733646658,1046.2313981940426
E_log,P02,"{""lambda"":0}",P2,47038,2603,ok,2603,5.276334674075651,2.2970273559702443,1.9139853698246336,-0.004208381647924364,3.1054919247043675,2.998169165135215,0.10732275956915255,0.46658571422952444,0.23113226063097614,0.255227607538924,1.620290822831585,0.4953693471148086,13734.29915661892,29.98180880016374,13704.317347818756
E_log,P02,"{""lambda"":0}",P3,49285,509,ok,509,3.955514121226155,1.98884743538215,1.716781493750178,-0.0071737426715385855,2.139311737452243,2.393601021750293,-0.2542892842980497,0.22729368316050957,0.13408537615226013,0.153418842215864,0.7272756047402886,0.5899212608454768,2013.3566877041128,32.913487415386506,1980.443200288726
E_log,P02,"{""lambda"":0.001}",P1,49564,270,ok,270,3.8903669125435067,1.9724013061604646,1.7216768508943328,0.019654601820651374,2.2553727869836906,2.461920730946447,-0.20654794396275677,0.22851070910225507,0.18078427687555707,0.20945950079802433,0.30764543180782744,0.7911413761998298,1050.3990663867469,11.518754351915371,1038.8803120348314
E_log,P02,"{""lambda"":0.001}",P2,47038,2603,ok,2603,5.254613520660101,2.292294379145074,1.9115980066534377,-7.4344353791167e-05,3.1054919247043675,2.981127989440095,0.12436393526427228,0.45713596762877673,0.23170629152069952,0.2554633211212336,1.594462034484369,0.5068651515709646,13677.758994278242,40.25900899066512,13637.499985287577
E_log,P02,"{""lambda"":0.001}",P3,49285,509,ok,509,3.9790913464841475,1.994765987900372,1.7480211719569798,-0.013177099372371437,2.139311737452243,2.5276016309024105,-0.3882898934501671,0.19322061438990315,0.16185309828358987,0.18651662548198333,0.022042022313671694,0.8376595778594502,2025.3574953604311,76.74144204997096,1948.61605331046
E_log,P02,"{""lambda"":0.1}",P1,49564,270,ok,270,3.9207807947997937,1.98009615796804,1.7432439085337414,0.011990515069711605,2.2553727869836906,2.5401625060412445,-0.2847897190575544,0.1686730232452198,0.1804646790577632,0.21281435266547333,-0.46236833478924755,1.069908368188791,1058.6108145959442,21.898399701837807,1036.7124148941064
E_log,P02,"{""lambda"":0.1}",P2,47038,2603,ok,2603,5.260519444395344,2.293582229699939,1.918384025283828,-0.0011983780784610154,3.1054919247043675,2.527496657752863,0.5779952669515045,0.20885690580444083,0.25377588174206167,0.26502172811963,0.03440509398244762,1.2150705803315878,13693.132113761081,869.6064099935414,12823.52570376754
E_log,P02,"{""lambda"":0.1}",P3,49285,509,ok,509,4.069586704166033,2.0173216660131406,1.7864221500986752,-0.036219501775073715,2.139311737452243,2.654342955564391,-0.5150312181121476,0.15015344168745975,0.1793755816391963,0.20661542165903835,-1.0316066655724798,1.1946151857948186,2071.419632420511,135.015892215712,1936.4037402047989
E_log,S01,"{""lambda"":0}",P1,3110,270,ok,270,5.986520356397245,2.4467366749197277,2.182648458290996,-0.5085614838997272,2.2553727869836906,3.6703193715634455,-1.414946584579755,0.3372406709859625,0.1626115635302007,0.2005481658634116,0.48560886758394983,0.4821825406016029,1616.3604962272561,540.5599360477568,1075.8005601794998
E_log,S01,"{""lambda"":0}",P2,777,2603,ok,2603,15.193127168901247,3.8978362162745177,3.31045121213812,-1.8916030898146698,3.1054919247043675,6.267527555319145,-3.162035630614777,0.1832403915716412,0.12255389642415274,0.11985781497229782,-1.086323625688617,0.6688148577560639,39547.710020649945,26026.01566410905,13521.694356540887
E_log,S01,"{""lambda"":0}",P3,2873,509,ok,509,29414.55599550654,171.5067228871992,171.49444111614906,-7488.688455930059,2.139311737452243,-169.35512937869683,171.49444111614906,0.3754659031088203,0.09098645132839296,0.13570503711181273,43.17904959072554,0.24232946473976524,14972009.001712829,14969864.756873822,2144.2448390086083
E_log,S01,"{""lambda"":0.001}",P1,3110,270,ok,270,4.175938479827299,2.0435113114018475,1.7690895252313936,-0.052307446523650825,2.2553727869836906,2.694834263364189,-0.43946147638049843,0.33771902867579806,0.16346902751868228,0.20323396423890966,0.9509691290569744,0.48403854576879213,1127.5033895533707,52.14412509008239,1075.359264463288
E_log,S01,"{""lambda"":0.001}",P2,777,2603,ok,2603,5.324933274536337,2.30758169401136,2.052165931662646,-0.013457818033899782,3.1054919247043675,3.5188787024822448,-0.41338677777787747,0.18032087877066855,0.14302796049107153,0.13955957087031157,0.3143673058431422,0.7931858000369106,13860.801313618085,444.823098792223,13415.978214825864
E_log,S01,"{""lambda"":0.001}",P3,2873,509,ok,509,5.536132105037797,2.3528986601717037,2.0639185629809256,-0.4096389802361635,2.139311737452243,3.331325919862675,-1.1920141824104318,0.3472510589013878,0.10473800675485659,0.12737511425847717,1.1345158476971864,0.3016204099887281,2817.891241464239,723.2369858334135,2094.6542556308254
E_log,S01,"{""lambda"":0.1}",P1,3110,270,ok,270,4.300968745424849,2.073877707441991,1.838040999790527,-0.08381420366691561,2.2553727869836906,2.8707319022375537,-0.6153591152538628,0.2677069261467267,0.1555324052733243,0.18699272163924466,0.587534587664351,0.580980131937561,1161.2615612647094,102.24004699602452,1059.0215142686848
E_log,S01,"{""lambda"":0.1}",P2,777,2603,ok,2603,5.7080892427667305,2.3891607821087995,1.9810168391377898,-0.08638125040559519,3.1054919247043675,2.3194005649526797,0.7860913597516878,0.12445186591227612,0.1876838187321618,0.17636748531970592,-0.3923580433041267,1.508083606110468,14858.1562989218,1608.496846155898,13249.659452765904
E_log,S01,"{""lambda"":0.1}",P3,2873,509,ok,509,9.642557901853067,3.105246834287585,2.764384922879331,-1.4552386449137158,2.139311737452243,4.522563542299257,-2.383251804847013,0.26257003211348034,0.11415532257897851,0.14757969576913624,0.17307554553232807,0.43476142977977633,4908.061972043211,2891.0635851410316,2016.9983869021792
E_log,S02,"{""lambda"":0}",P1,3110,270,ok,270,8.08173050014157,2.8428384583267423,2.512657080333961,-1.0365398645547086,2.2553727869836906,4.2820389791660105,-2.02666619218232,0.3304492759312652,0.1629402894271389,0.19848257141806766,0.1439544198612035,0.49308714315667357,2182.0672350382238,1108.9914807243917,1073.0757543138313
E_log,S02,"{""lambda"":0}",P2,777,2603,ok,2603,42.35538372436718,6.508101391678466,6.102031275338289,-7.0612080111038384,3.1054919247043675,9.207523200042656,-6.102031275338289,0.34961993139477215,0.21118074364714046,0.22767063261952705,-2.4561234808479395,0.6040294751064588,110251.06383452777,96922.14713859286,13328.916695934902
E_log,S02,"{""lambda"":0}",P3,2873,509,ok,509,22754.35486080084,150.8454668221781,150.83164881229712,-5792.833126330734,2.139311737452243,-148.69233707484486,150.83164881229712,0.3674478330381697,0.10014059229086028,0.14240859158470817,42.66244826181557,0.2725300934907348,11581966.624147628,11579844.81826899,2121.805878640782
E_log,S02,"{""lambda"":0.001}",P1,3110,270,ok,270,4.197652971940426,2.0488174569591178,1.7786099352190516,-0.057779347476815124,2.2553727869836906,2.7275058700143715,-0.4721330830306808,0.33326276683983325,0.1642193725174085,0.2030178513041251,0.9113603527156442,0.49276243510374723,1133.366302423915,60.18560498485505,1073.18069743906
E_log,S02,"{""lambda"":0.001}",P2,777,2603,ok,2603,7.318551096982115,2.705282073459645,2.31460882625283,-0.39288934593512437,3.1054919247043675,4.60828446104771,-1.5027925363433423,0.3340844878049752,0.2223180369054468,0.2409190618568583,0.038888139496401575,0.665454533271317,19050.188505444446,5878.577215173933,13171.611290270514
E_log,S02,"{""lambda"":0.001}",P3,2873,509,ok,509,6.3983557849329005,2.529497140724397,2.2228041737210154,-0.6291828938932795,2.139311737452243,3.6509796996035573,-1.5116679621513143,0.3534710277548029,0.10978722638612705,0.13283483346789154,1.0053264788652796,0.3105975250177637,3256.7630945308465,1163.136274147506,2093.6268203833406
E_log,S02,"{""lambda"":0.1}",P1,3110,270,ok,270,4.2676545633614404,2.065830235852269,1.831084635654504,-0.07541926154084777,2.2553727869836906,2.8524148871140063,-0.5970421001303156,0.2601516834954104,0.1577635245384655,0.18859795534082013,0.5255856874316953,0.6064289971863615,1152.266732107589,96.24400271856479,1056.022729389024
E_log,S02,"{""lambda"":0.1}",P2,777,2603,ok,2603,5.454974379738713,2.3355886580771696,1.9490871529116216,-0.0382076445459687,3.1054919247043675,2.430403164875157,0.6750887598292103,0.16069575634434533,0.23135101278147338,0.23329782704221827,-0.39351916589529656,1.4396833995150753,14199.298310459872,1186.3038019850705,13012.9945084748
E_log,S02,"{""lambda"":0.1}",P3,2873,509,ok,509,9.568100059644284,3.0932345626615976,2.753467163967897,-1.4362797987788367,2.139311737452243,4.508723299926949,-2.3694115624747054,0.259635934766138,0.11675085342527813,0.14972989161220812,0.11186783374511666,0.44967139672110185,4870.162930358941,2857.5825765659115,2012.5803537930278
E_log,S03,"{""control_lambda"":0.001,""difference_penalty"":0.01,""n_knots"":3}",P1,3110,270,ok,270,4.647750392785912,2.155864186999244,1.9174959777924885,-0.17120076637577908,2.2553727869836906,3.1183991644868336,-0.8630263775031437,0.3113277012536532,0.18214288428429712,0.21972749318304408,0.43094721906224653,0.5850519679130536,1254.8926060521962,201.09992263187365,1053.7926834203226
E_log,S03,"{""control_lambda"":0.001,""difference_penalty"":0.01,""n_knots"":3}",P2,777,2603,ok,2603,6.181016084862139,2.48616493516865,2.188001769325288,-0.17639015394841162,3.1054919247043675,4.154714980014237,-1.0492230553098696,0.18628487348651135,0.18206713584991593,0.1754673926449321,-0.9551547747642588,0.9773586681642146,16089.184868896147,2865.562058523203,13223.622810372945
E_log,S03,"{""control_lambda"":0.001,""difference_penalty"":0.01,""n_knots"":3}",P3,2873,509,ok,509,10.634739689268851,3.2610948605136976,2.900502276542494,-1.7078731732243675,2.139311737452243,4.684799150616877,-2.5454874131646337,0.40270349578762343,0.1293045179755284,0.15427203199017708,0.6350643139281456,0.3210911236879864,5413.0825018378455,3298.0686408250053,2115.0138610128397
E_log,S03,"{""control_lambda"":0.1,""difference_penalty"":0.01,""n_knots"":3}",P1,3110,270,ok,270,4.11608594777585,2.028813926355951,1.794744521575692,-0.03722502481765866,2.2553727869836906,2.7594900282478267,-0.5041172412641362,0.24978131476057178,0.17856765863103144,0.2043769821500661,0.28262444977430023,0.7148959833212414,1111.3432058994795,68.61623209373607,1042.7269738057435
E_log,S03,"{""control_lambda"":0.1,""difference_penalty"":0.01,""n_knots"":3}",P2,777,2603,ok,2603,5.410170435775883,2.3259773076657226,1.9547536846139288,-0.029680418955177146,3.1054919247043675,2.481293065621007,0.6241988590833605,0.14246064146274534,0.2273228031121024,0.21554865024368386,-0.8538788125605912,1.5956884707103411,14082.673644324623,1014.1918334175621,13068.481810907058
E_log,S03,"{""control_lambda"":0.1,""difference_penalty"":0.01,""n_knots"":3}",P3,2873,509,ok,509,10.0531265227845,3.1706665738901814,2.8278178926870687,-1.559779779616787,2.139311737452243,4.60725772710939,-2.467945989657146,0.308056941369399,0.1395519309514268,0.17088899801517257,0.05219203370235315,0.45300693544212817,5117.0414000973105,3100.1955206031776,2016.8458794941325
E_log,S03,"{""control_lambda"":0.001,""difference_penalty"":1,""n_knots"":3}",P1,3110,270,ok,270,4.511446497272792,2.124016595338368,1.8758449435714044,-0.1368531329200846,2.2553727869836906,3.006729991669361,-0.7513572046856699,0.3338638770603235,0.1750286925324791,0.2106909425995218,0.6790895907486183,0.524251662305037,1218.0905542636538,152.4251652389272,1065.6653890247267
E_log,S03,"{""control_lambda"":0.001,""difference_penalty"":1,""n_knots"":3}",P2,777,2603,ok,2603,9.385237784851913,3.0635335455731365,2.605393461735993,-0.7862275669536047,3.1054919247043675,5.163229875922767,-2.0577379512183995,0.1806881326482132,0.1447327489414395,0.1402455990942759,-1.0302996317548856,0.8010086042741046,24429.773953969532,11021.845093727343,13407.928860242188
E_log,S03,"{""control_lambda"":0.001,""difference_penalty"":1,""n_knots"":3}",P3,2873,509,ok,509,9.903135730182367,3.1469248052952215,2.7926516543467708,-1.5215883376647272,2.139311737452243,4.537473932092219,-2.3981621946399763,0.3995097290853077,0.12817682269572142,0.1534868470731809,0.6835299395675343,0.32083529727595617,5040.696086662825,2927.3515931064176,2113.3444935564085
E_log,S03,"{""control_lambda"":0.1,""difference_penalty"":1,""n_knots"":3}",P1,3110,270,ok,270,4.253073391556607,2.062298085039262,1.8239425784568088,-0.07174490768161612,2.2553727869836906,2.8424063114022324,-0.5870335244185423,0.2793401559968767,0.1666873204219637,0.1930346085799588,0.5592575617762794,0.5967180759497659,1148.329815720284,93.04425687363893,1055.285558846645
E_log,S03,"{""control_lambda"":0.1,""difference_penalty"":1,""n_knots"":3}",P2,777,2603,ok,2603,5.563393334979751,2.358684662047844,1.9737770502543732,-0.058842276408405336,3.1054919247043675,2.4160993909673474,0.68939253373702,0.12208999252052234,0.19050308474682046,0.17768365045340223,-0.664468065725031,1.5603497126498584,14481.512850952291,1237.1071566848227,13244.405694267469
E_log,S03,"{""control_lambda"":0.1,""difference_penalty"":1,""n_knots"":3}",P3,2873,509,ok,509,10.219648304264593,3.1968184659540166,2.854515226224678,-1.6021804286220918,2.139311737452243,4.644164235047651,-2.504852497595407,0.2943970399952217,0.13940492095691942,0.17082168850404503,-0.059825006953468485,0.4735269110014899,5201.800986870678,3193.6115916673643,2008.1893952033147
E_log,S03,"{""control_lambda"":0.001,""difference_penalty"":0.01,""n_knots"":5}",P1,3110,270,ok,270,4.412723648221747,2.100648387575071,1.8570291899503097,-0.1119756617359926,2.2553727869836906,2.955616298859759,-0.7002435118760687,0.30654995951538155,0.17217378030283115,0.21034744979473555,0.5953509357206086,0.5616499854543021,1191.4353850198718,132.39206349962308,1059.043321520249
E_log,S03,"{""control_lambda"":0.001,""difference_penalty"":0.01,""n_knots"":5}",P2,777,2603,ok,2603,7.373737578723413,2.715462682255717,2.351048493775894,-0.4033926083211443,3.1054919247043675,4.602062615218484,-1.4965706905141167,0.18255648372300626,0.1539398854895551,0.14763438028323425,-0.7751754586432251,0.843245237584269,19193.838917417044,5830.001133930458,13363.837783486586
E_log,S03,"{""control_lambda"":0.001,""difference_penalty"":0.01,""n_knots"":5}",P3,2873,509,ok,509,12.985149343316737,3.6034912714361798,3.2260770472628737,-2.306346801563963,2.139311737452243,5.100005279168946,-2.960693541716704,0.43690101251587365,0.13333200160388992,0.162425058772946,0.5829090453497723,0.3051766825535696,6609.441015748219,4461.744480213168,2147.696535535052
E_log,S03,"{""control_lambda"":0.1,""difference_penalty"":0.01,""n_knots"":5}",P1,3110,270,ok,270,4.10914721156387,2.0271031576029546,1.7933470548419592,-0.03547651156235032,2.2553727869836906,2.7457266872876818,-0.49035390030399156,0.23453022538253693,0.1708071379909133,0.197779508737524,0.2556743839487652,0.7282947761309384,1109.4697471222448,64.92067583670097,1044.549071285544
E_log,S03,"{""control_lambda"":0.1,""difference_penalty"":0.01,""n_knots"":5}",P2,777,2603,ok,2603,5.441840827803875,2.3327753487646157,1.9631477659902323,-0.03570802620322522,3.1054919247043675,2.488306249817589,0.6171856748867787,0.13910737951443805,0.20178786445181954,0.18793975204401817,-0.5040218624537953,1.4505906527473322,14165.111674773487,991.5299634140224,13173.581711359466
E_log,S03,"{""control_lambda"":0.1,""difference_penalty"":0.01,""n_knots"":5}",P3,2873,509,ok,509,10.143745372253951,3.184924704330379,2.840275072628437,-1.5828536261458552,2.139311737452243,4.622653374925988,-2.4833416374737443,0.32409721062953295,0.14263560391567714,0.1772439986215611,0.10487597497015644,0.4401013005900879,5163.166394477261,3138.995715401086,2024.1706790761762
E_log,S03,"{""control_lambda"":0.001,""difference_penalty"":1,""n_knots"":5}",P1,3110,270,ok,270,4.427902015940799,2.1042580678093645,1.8522620167743462,-0.11580050481114568,2.2553727869836906,2.94711691568883,-0.6917441287051392,0.32493836539192195,0.1698254564815493,0.20485589336033969,0.7150946025111311,0.5226389819395917,1195.5335443040158,129.1976836914687,1066.335860612547
E_log,S03,"{""control_lambda"":0.001,""difference_penalty"":1,""n_knots"":5}",P2,777,2603,ok,2603,5.552135888188189,2.3562970712938953,2.0966390887802184,-0.05669972421595526,3.1054919247043675,3.7504263980418155,-0.6449344733374479,0.17833268552116951,0.15214794675646645,0.14613388823896173,-0.09425619917825756,0.8531691557934019,14452.209716953856,1082.6930561622307,13369.516660791625
E_log,S03,"{""control_lambda"":0.001,""difference_penalty"":1,""n_knots"":5}",P3,2873,509,ok,509,11.733874372962505,3.425474328171575,3.0605592596470115,-1.987740608695101,2.139311737452243,4.888329898410763,-2.7490181609585194,0.41094284172235207,0.12819550162335827,0.15096936937290265,0.6143748367369284,0.31195458007265103,5972.5420558379155,3846.5643322833976,2125.9777235545166
E_log,S03,"{""control_lambda"":0.1,""difference_penalty"":1,""n_knots"":5}",P1,3110,270,ok,270,4.211959147418532,2.0523058123531523,1.8182996359982035,-0.06138440417475466,2.2553727869836906,2.826505995469017,-0.5711332084853262,0.24668195007692778,0.16552889831634207,0.19451091653932373,0.3587264236457284,0.6710215249422252,1137.2289698030036,88.07214829538064,1049.156821507623
E_log,S03,"{""control_lambda"":0.1,""difference_penalty"":1,""n_knots"":5}",P2,777,2603,ok,2603,5.59442603795799,2.3652539056004094,1.9752842904786556,-0.06474851669847914,3.1054919247043675,2.3936316497886088,0.7118602749157585,0.13032738445457942,0.1867681170986489,0.17441856103329437,-0.32474707019047955,1.4330688663804163,14562.290976804648,1319.057367761172,13243.233609043476
E_log,S03,"{""control_lambda"":0.1,""difference_penalty"":1,""n_knots"":5}",P3,2873,509,ok,509,11.55213094043168,3.3988425883573483,3.0442648405770782,-1.9414641430984356,2.139311737452243,4.896614248447198,-2.7573025109949545,0.2929834111622044,0.1368999547793139,0.16599269464476937,-0.1486890286151623,0.4672617955953893,5880.034648679724,3869.783022803792,2010.2516258759315
E_log,S04,"{""control_lambda"":0.001}",P1,3110,270,ok,270,4.205754453556973,2.0507936155442295,1.7863647870362318,-0.05982086448530333,2.2553727869836906,2.750303034778929,-0.4949302477952383,0.3233691238931962,0.16463217004495218,0.2042635151299432,0.8551514193851524,0.5091153047108095,1135.5537024603827,66.13810654931711,1069.4155959110656
E_log,S04,"{""control_lambda"":0.001}",P2,777,2603,ok,2603,6.751646390539594,2.5983930400421706,2.046356687946378,-0.2849942837431172,3.1054919247043675,1.7823354540741205,1.3231564706302466,0.2199554990304936,0.21957392580782503,0.21980232629321939,1.3262484209842287,0.9982652253553539,17574.535554574562,4557.1841481411075,13017.351406433452
E_log,S04,"{""control_lambda"":0.001}",P3,2873,509,ok,509,5.400808550527281,2.323963973586355,2.041703020036142,-0.37518218734125575,2.139311737452243,3.2867957893065323,-1.1474840518542888,0.3328146781057873,0.10644585018889298,0.1290415345794229,1.088078738411257,0.31983520316690606,2749.011552218386,670.2103014733076,2078.801250745078
E_log,S04,"{""control_lambda"":0.1}",P1,3110,270,ok,270,4.192929034892384,2.047664287643945,1.8142356518950056,-0.05658894820331639,2.2553727869836906,2.8096867666462892,-0.5543139796625988,0.2511275844721425,0.16705552901982096,0.1958561345353859,0.3863080636929932,0.6652217412553993,1132.090839420944,82.96127677333476,1049.1295626476092
E_log,S04,"{""control_lambda"":0.1}",P2,777,2603,ok,2603,5.360210352877136,2.3152128094145334,1.9316660665621657,-0.02017186100845536,3.1054919247043675,2.4621621333414097,0.643329791362958,0.19678848731861942,0.24727941190734273,0.24819668890857113,0.011601562269604848,1.2565745856208228,13952.627548539185,1077.3119928446436,12875.31555569454
E_log,S04,"{""control_lambda"":0.1}",P3,2873,509,ok,509,9.006384602234691,3.00106391172109,2.6669749242965604,-1.2932528641713321,2.139311737452243,4.392983292245966,-2.2536715547937227,0.24658476291344128,0.1232878723303765,0.1525888770042747,-0.057099577199895446,0.4999817136862354,4584.249762537458,2585.229057735155,1999.0207048023028
E_log,G05,"{""max_leaf_nodes"":7,""min_samples_leaf"":20}",P1,49564,270,ok,270,3.854774837269727,1.9633580512147362,1.6585297467037832,0.028623557189308535,2.2553727869836906,2.199825955344562,0.05554683163912824,0.1396412480311572,0.17509420781281143,0.23477009364241633,-0.5029582105391568,1.2538860134918293,1040.7892060628262,0.8330716363893278,1039.9561344264368
E_log,G05,"{""max_leaf_nodes"":7,""min_samples_leaf"":20}",P2,47038,2603,ok,2603,5.3104352691240155,2.3044381677806016,1.9276135001413761,-0.010698512672971283,3.1054919247043675,2.4878148925863846,0.6176770321179831,0.18999828740294414,0.2579334880747505,0.2468016055649656,-0.2718583751340393,1.3575569106458891,13823.063005529813,993.109356363826,12829.953649165986
E_log,G05,"{""max_leaf_nodes"":7,""min_samples_leaf"":20}",P3,49285,509,ok,509,3.7647666705510563,1.9403006649875314,1.6528584886510085,0.04139537322936504,2.139311737452243,2.2653479420405587,-0.12603620458831585,0.1943025548816113,0.21408264519825873,0.2396803068242174,-0.35664967706424644,1.101800464377318,1916.2662353104877,8.085528557317156,1908.1807067531704
