outer_group,inner_validation_group,task,model,config,train_n,validation_n,status,n,mse,rmse,mae,r2,mean_y,mean_pred,residual_mean,sd_ratio,pearson,spearman,calibration_intercept,calibration_slope,sse,sse_between_process_mean,sse_within_process
P1,P3,E_log,P00,"{""lambda"":0.1}",59235,509,ok,509,4.004958776327005,2.0012393101093644,1.766434623631986,-0.019763599971198254,2.139311737452243,2.5905476675537096,-0.4512359301014662,0.12930512488349247,0.1887065383733225,0.21213688761006566,-1.6413062641591827,1.4593894754237493,2038.5240171504456,103.63945708879845,1934.8845600616473
P1,P4,E_log,P00,"{""lambda"":0.1}",59129,576,ok,576,4.750779979306312,2.179628403950158,1.954671458835414,0.010543356087473699,2.2801567263537543,2.917383760219905,-0.6372270338661504,0.18558964375997108,0.3490432703313036,0.3390436517177171,-3.206642794612953,1.8807260106751011,2736.449268080436,233.88957658935476,2502.559691491081
P1,P5,E_log,P00,"{""lambda"":0.1}",59108,494,ok,494,4.4098108128158335,2.0999549549492325,1.825874924444668,0.07721948769232123,2.866812264339182,2.7388752765266213,0.1279369878125602,0.16729699434584938,0.32467066210599527,0.3314996623484715,-2.4484801767034146,1.940684370185461,2178.446541531022,8.08572918817228,2170.3608123428494
P1,P2,E_log,P02,"{""lambda"":0}",56997,2603,ok,2603,5.3356164190424735,2.309895326425523,1.917598699182296,-0.01549106723397986,3.1054919247043675,2.997302561899708,0.10818936280465956,0.48746926636233645,0.2301303426142871,0.2513945724646457,1.690489353083876,0.4720920035258818,13888.60953876756,30.467954197275695,13858.141584570285
P1,P3,E_log,P02,"{""lambda"":0}",59235,509,ok,509,3.972706692153024,1.9931649937105116,1.6465530737405638,-0.011551405214478061,2.139311737452243,2.065937685763013,0.07337405168923035,0.25893873848846877,0.1098111167709874,0.11593555689002638,1.2631858793546975,0.42408145421577215,2022.1077063058892,2.7403294937985683,2019.3673768120905
P1,P4,E_log,P02,"{""lambda"":0}",59129,576,ok,576,4.664471998605401,2.159738872781939,1.9174449410774612,0.02851893174013964,2.2801567263537543,2.8887978480005034,-0.6086411216467489,0.3384786858910521,0.32533812149113905,0.30144183814699677,-0.4964909752939617,0.9611775720373051,2686.735871196711,213.37575261662164,2473.360118580089
P1,P5,E_log,P02,"{""lambda"":0}",59108,494,ok,494,4.2323874313797125,2.057276702677526,1.7778154537038218,0.11434644069927835,2.866812264339182,2.7657948561907464,0.10101740814843593,0.2840689497561039,0.34705829004005734,0.3476409347622534,-0.5122688855552058,1.2217396175753628,2090.799391101578,5.041031274019679,2085.7583598275583
P1,P2,E_log,P02,"{""lambda"":0.001}",56997,2603,ok,2603,5.339562826383025,2.3107494079590336,1.9180036130011948,-0.016242159720256444,3.1054919247043675,2.9989384580350946,0.10655346666927253,0.48868361650390946,0.22993442991679136,0.2514607010127523,1.6944374481147593,0.47051798372485826,13898.882037075015,29.553528197801125,13869.328508877212
P1,P3,E_log,P02,"{""lambda"":0.001}",59235,509,ok,509,3.8828310142200526,1.9704900441819169,1.661202001804377,0.01133321108183094,2.139311737452243,2.1832867171344317,-0.043974979682189226,0.2168262925023245,0.13568291354646347,0.15126600405727264,0.7730811965462439,0.6257678069416277,1976.3609862380067,0.9843036085669182,1975.3766826294395
P1,P4,E_log,P02,"{""lambda"":0.001}",59129,576,ok,576,4.628577369973941,2.151412877616461,1.9155970720340194,0.03599479442687192,2.2801567263537543,2.891721466725572,-0.6115647403718174,0.3160154245375416,0.3382063155132316,0.3094315181043819,-0.8146240558912305,1.0702209109196628,2666.06056510499,215.4305846396439,2450.6299804653463
