fold,n_test,n_train,sse,rmse,k
0,1875,5402,4784.5510547509366,1.5974231006636384,9
1,1512,5765,3234.0071388721635,1.4624956787509451,9
2,1363,5914,2428.787866053699,1.3348942561195833,9
3,1247,6030,2176.551469552759,1.3211473075103122,9
4,1280,5997,1812.7362423857251,1.1900420956268092,9
