Incident Reference,Restoration Stage,Number of Customers Restored,source_order
FREP-385498-Z,1,1,113257
FREP-38550-M,1,0,70779
FREP-385504-Z,1,12,20705
FREP-385506-Z,1,1,20706
FREP-385507-Z,1,1,64641
FREP-385510-Z,1,1,22920
FREP-385514-Z,1,0,1926
FREP-385520-Z,1,13,98699
FREP-385522-Z,1,1,64642
FREP-385523-Z,1,142,98700
FREP-385532-Z,1,0,22930
FREP-385536-Z,1,2,14270
FREP-385544-Z,1,11,78850
FREP-385546-Z,1,1,64643
FREP-385548-Z,1,1,70782
FREP-385551-Z,1,4,85819
FREP-385556-Z,1,5,78859
FREP-385557-Z,1,1,1947
FREP-385562-Z,1,52,85801
FREP-385563-Z,1,0,22928
FREP-385570-Z,1,1,113227
FREP-385573-Z,1,16,78855
FREP-385575-Z,1,1,20712
FREP-385577-Z,1,1,98701
FREP-385578-Z,1,65,20713
FREP-385580-Z,1,3,22921
FREP-385581-Z,1,334,98676
FREP-385582-Z,1,18,14279
FREP-385584-Z,1,1,22926
FREP-385586-Z,1,3,85818
FREP-385587-Z,1,2,1942
FREP-385592-Z,1,1,70759
FREP-385598-Z,1,35,70781
FREP-385599-Z,1,114,1927
FREP-385600-Z,1,44,64635
FREP-385602-Z,1,1,22905
FREP-385617-Z,1,0,1935
FREP-385620-Z,1,137,22907
FREP-385623-Z,1,1,22923
FREP-385626-Z,1,9,70760
FREP-385629-Z,1,2,78853
FREP-385631-Z,1,11,1948
FREP-385632-Z,1,0,78867
FREP-385639-Z,1,2,113247
FREP-385640-Z,1,1,22935
FREP-385642-Z,1,1,70768
FREP-385645-Z,1,78,1928
FREP-385649-Z,1,2,70761
FREP-385652-Z,1,4,85820
FREP-385656-Z,1,6,1925
FREP-385658-Z,1,1,70784
FREP-385661-Z,2,216,47484
FREP-385663-Z,1,47,64644
FREP-385664-Z,1,60,14278
FREP-385666-Z,1,1,64649
FREP-385667-Z,1,2,70763
FREP-385672-Z,1,1,85798
FREP-385676-Z,1,2,70762
FREP-385677-Z,1,1,113241
FREP-385683-Z,1,18,98683
FREP-385684-Z,1,2,22922
FREP-385687-Z,3,82,70764
FREP-385692-Z,1,0,113259
FREP-385693-Z,1,2,78868
FREP-385699-Z,1,1,22917
FREP-385705-Z,1,16,70765
FREP-385712-Z,1,1,85797
FREP-385713-Z,1,29,70766
FREP-385714-Z,1,91,22934
FREP-385725-Z,1,142,1943
FREP-385728-Z,2,153,64652
FREP-385729-Z,1,38,98688
FREP-385732-Z,1,1,113260
FREP-385733-Z,1,0,98696
FREP-385734-Z,3,1196,64646
FREP-385736-Z,1,3,70785
FREP-385737-Z,1,8,113258
FREP-385745-Z,1,2,78857
FREP-385746-Z,1,6,85843
FREP-385748-Z,1,23,113278
FREP-385749-Z,1,4,78872
FREP-38575-M,1,0,70811
FREP-385750-Z,1,1,64655
FREP-385751-Z,1,37,14295
FREP-385753-Z,1,6,20734
FREP-385754-Z,1,13,22940
FREP-385759-Z,1,20,85823
FREP-385760-Z,1,2,85825
FREP-385762-Z,1,1,1974
FREP-385764-Z,1,0,64657
FREP-385767-Z,1,5,1951
FREP-385776-Z,1,1,1973
FREP-385777-Z,1,1,1953
FREP-385778-Z,1,1,47499
FREP-385782-Z,1,1,70787
FREP-385783-Z,1,0,113264
FREP-385784-Z,1,67,20735
FREP-385789-Z,1,1,70788
FREP-385794-Z,1,1,113266
FREP-385799-Z,1,1,47501
FREP-385813-Z,1,6,1955
FREP-385815-Z,1,1,98705
FREP-385817-Z,1,41,70790
FREP-385820-Z,1,1,14297
FREP-385823-Z,1,1661,20722
FREP-385832-Z,1,13,70810
FREP-385833-Z,1,1,78874
FREP-385834-Z,1,59,70791
FREP-385836-Z,1,8,85829
FREP-385856-Z,1,1,47506
FREP-385858-Z,1,0,98722
FREP-385865-Z,1,1,113280
FREP-385866-Z,1,9,22957
FREP-385868-Z,1,1,1956
FREP-385870-Z,1,0,113279
FREP-385874-Z,1,0,98723
FREP-385876-Z,1,7,20736
FREP-385895-Z,1,13,70813
FREP-385896-Z,2,12,22941
FREP-385910-Z,1,0,22960
FREP-385920-Z,1,1,47508
FREP-385923-Z,1,1,22945
FREP-385931-Z,3,114,70792
FREP-385933-Z,1,0,113283
FREP-385934-Z,1,0,70814
FREP-385935-Z,4,276,47509
FREP-385939-Z,4,1,64661
FREP-385941-Z,1,1,85846
FREP-385950-Z,1,1,22946
FREP-385960-Z,1,1,14291
FREP-385974-Z,1,0,64662
FREP-385975-Z,1,2,70817
FREP-385998-Z,1,1,70795
FREP-386005-Z,1,0,22962
FREP-386007-Z,1,196,70796
FREP-386010-Z,1,1,20740
FREP-386036-Z,1,32,20739
FREP-386064-Z,1,1,1957
FREP-386073-Z,1,0,64663
FREP-386076-Z,1,0,64664
FREP-386080-Z,1,22,98712
FREP-386108-Z,1,0,64675
FREP-386131-Z,1,1,85834
FREP-386132-Z,1,4,1977
FREP-386140-Z,1,115,70800
FREP-386145-Z,1,0,70801
FREP-386148-Z,1,1,20727
FREP-386158-Z,2,163,20728
FREP-386166-Z,1,1,98725
FREP-386167-Z,1,1,98726
FREP-386168-Z,2,58,70819
FREP-386179-Z,1,25,70794
FREP-386183-Z,1,1,47511
FREP-386189-Z,1,10,70820
FREP-386190-Z,1,0,20730
FREP-386197-Z,1,16,85836
FREP-386213-Z,2,12,113287
FREP-386227-Z,1,7,113288
FREP-386231-Z,1,12,98715
FREP-386239-Z,1,1,113289
FREP-386243-Z,3,149,47512
FREP-386248-Z,1,0,113265
FREP-386251-Z,1,0,70823
FREP-386277-Z,1,1,22965
FREP-386313-Z,1,1,22947
FREP-386318-Z,1,10,20718
FREP-386337-Z,1,1,70825
FREP-386341-Z,1,1,78870
FREP-386356-Z,1,0,22953
FREP-386357-Z,1,1,70826
FREP-386360-Z,1,44,113292
FREP-386382-Z,1,1,1979
FREP-386386-Z,1,1,22969
FREP-386388-Z,1,1,70824
FREP-386389-Z,2,0,113272
FREP-386399-Z,1,33,1968
FREP-386413-Z,1,1,22970
FREP-386424-Z,1,1,20742
FREP-386431-Z,1,0,113293
FREP-386434-Z,1,0,20726
FREP-386441-Z,1,1,98727
FREP-386446-Z,1,13,20737
FREP-386451-Z,1,1,70829
FREP-386463-Z,1,24,20717
FREP-386465-Z,1,1,98713
FREP-386479-Z,1,0,98717
FREP-386480-Z,1,1,85837
FREP-386481-Z,2,397,1970
FREP-386516-Z,1,11,70806
FREP-386561-Z,1,1,113294
FREP-386567-Z,1,1,85840
FREP-386570-Z,1,0,113295
FREP-386571-Z,1,1,14288
FREP-386572-Z,1,0,70808
FREP-386573-Z,1,0,1965
FREP-386575-Z,1,1,64671
FREP-386580-Z,1,0,70809
FREP-386585-Z,1,21,20716
FREP-386587-Z,1,12,64680
FREP-386592-Z,1,22,47517
FREP-386597-Z,1,1,113276
FREP-386602-Z,1,14,22966
FREP-386607-Z,2,1154,20743
FREP-386612-Z,1,1,113281
FREP-386619-Z,1,1,85852
FREP-386636-Z,1,1,113268
FREP-386639-Z,1,1,1971
FREP-386644-Z,1,1,22963
FREP-386645-Z,1,1,98719
FREP-386650-Z,1,76,78873
FREP-386657-Z,1,1,64666
FREP-386659-Z,1,17,113296
FREP-386660-Z,1,2,1978
FREP-386664-Z,2,166,85851
FREP-386674-Z,1,1,22971
FREP-386678-Z,1,1,70830
FREP-386681-Z,2,13,70807
FREP-386682-Z,1,1,64681
FREP-386687-Z,4,29,85827
FREP-386689-Z,1,1,70831
FREP-386694-Z,1,1,85822
FREP-386695-Z,1,11,98711
FREP-386701-Z,1,1,20723
FREP-386703-Z,1,20,47515
FREP-386705-Z,1,17,1972
FREP-386708-Z,1,1,22955
FREP-386709-Z,1,12,113284
FREP-386713-Z,1,2,64665
FREP-386715-Z,3,41,85828
FREP-386720-Z,2,58,98733
FREP-386721-Z,1,5,47500
FREP-386722-Z,1,1,22973
FREP-386726-Z,1,1,98704
FREP-386738-Z,1,13,113267
FREP-386741-Z,1,1,113271
FREP-386744-Z,1,1,70827
FREP-386750-Z,1,0,85841
FREP-386759-Z,1,0,113297
FREP-386764-Z,2,51,47518
FREP-386769-Z,1,1,64684
FREP-386771-Z,1,1,1983
FREP-386780-Z,1,35,98735
FREP-386786-Z,1,1,85855
FREP-386791-Z,4,2,64711
FREP-386797-Z,1,13,20767
FREP-38681-M,1,0,70853
FREP-386811-Z,1,35,113298
FREP-386816-Z,1,0,22976
FREP-386820-Z,3,3,89718
FREP-386821-Z,3,68,1986
FREP-386831-Z,1,0,113306
FREP-386832-Z,3,143,64712
FREP-386835-Z,1,10,47532
FREP-386840-Z,1,1,113308
FREP-386847-Z,1,22,113299
FREP-386849-Z,1,431,20769
FREP-386851-Z,1,13,113309
FREP-386860-Z,1,183,64690
FREP-386873-Z,1,3,1994
FREP-386874-Z,1,1,70855
FREP-386878-Z,1,1,20752
FREP-386881-Z,1,1,85869
FREP-386885-Z,1,4,98739
FREP-386908-Z,1,0,113307
FREP-386910-Z,1,1,98740
FREP-386980-Z,1,0,85857
FREP-386987-Z,1,1,22987
FREP-386995-Z,1,36,22981
FREP-386997-Z,1,4,64693
FREP-387008-Z,1,0,1996
FREP-387014-Z,1,1,47521
FREP-387015-Z,1,1,85872
FREP-387047-Z,1,1,85873
FREP-387078-Z,9,27,20755
FREP-387085-Z,1,70,20756
FREP-38709-M,1,0,1997
FREP-387090-Z,1,1,70840
FREP-387094-Z,3,724,22977
FREP-387117-Z,1,1,85874
FREP-387125-Z,2,1,1998
FREP-387130-Z,3,23,47533
FREP-387144-Z,2,1,70841
FREP-387179-Z,1,1,64695
FREP-387203-Z,1,0,85859
FREP-387240-Z,1,6,20772
FREP-387242-Z,1,0,64694
FREP-387243-Z,1,0,70842
FREP-387264-Z,1,2,47523
FREP-387275-Z,1,6,47524
FREP-387277-Z,1,1,22980
FREP-387316-Z,1,0,47534
FREP-387330-Z,1,1,113314
FREP-387348-Z,1,1,20748
FREP-387351-Z,1,0,47525
FREP-387355-Z,2,13,85875
FREP-387360-Z,1,0,20774
FREP-387362-Z,1,1,64716
FREP-387374-Z,1,0,70844
FREP-387379-Z,1,5,70858
FREP-387404-Z,1,17,22991
FREP-387405-Z,1,0,20761
FREP-387409-Z,1,0,47536
FREP-387418-Z,1,6,47537
FREP-387434-Z,1,1,70845
FREP-387440-Z,1,0,64689
FREP-387454-Z,1,0,47539
FREP-387460-Z,1,1,47540
FREP-387476-Z,1,1,20754
FREP-387514-Z,1,1,70839
FREP-387522-Z,1,1,98736
FREP-387525-Z,1,1,47535
FREP-387527-Z,1,0,113318
FREP-387528-Z,1,1,70860
FREP-387533-Z,1,33,85861
FREP-387542-Z,1,1,64718
FREP-387550-Z,1,16,20775
FREP-387559-Z,1,1,22983
FREP-387565-Z,1,6,98742
FREP-387569-Z,3,21,20776
FREP-387570-Z,1,1,113310
FREP-387578-Z,1,1,113302
FREP-387579-Z,1,1,85862
FREP-387581-Z,2,449,47528
FREP-387588-Z,4,83,47529
FREP-387591-Z,1,1,47531
FREP-387596-Z,4,62,64698
FREP-387599-Z,1,2,70861
FREP-387605-Z,1,15,1992
FREP-387606-Z,4,134,22985
FREP-387613-Z,1,4,85870
FREP-387614-Z,1,1,70862
FREP-387616-Z,1,1,64719
FREP-387619-Z,1,1,85860
FREP-387631-Z,1,1,2001
FREP-387632-Z,2,39,1995
FREP-387634-Z,1,3,113319
FREP-387635-Z,1,1,70848
FREP-387636-Z,1,1,1982
FREP-387637-Z,1,5,22993
FREP-387644-Z,1,15,70864
FREP-387648-Z,1,1,20764
FREP-387655-Z,1,1,22994
FREP-387659-Z,1,3,64721
FREP-387664-Z,1,0,64706
FREP-387667-Z,1,1,1999
FREP-387696-Z,1,2,70849
FREP-387708-Z,1,0,98752
FREP-387710-Z,1,440,98746
FREP-387716-Z,1,1,1989
FREP-387767-Z,2,99,64702
FREP-387783-Z,1,17,20777
FREP-3878-I,1,1,64739
FREP-387805-Z,1,1,70833
FREP-387814-Z,1,0,2003
FREP-387831-Z,1,1,113300
FREP-387850-Z,1,36,70857
FREP-387854-Z,1,65,113320
FREP-387870-Z,1,23,64707
FREP-387876-Z,1,1,98751
FREP-387878-Z,1,8,20750
FREP-387885-Z,5,121,22986
FREP-387887-Z,1,0,85863
FREP-387889-Z,4,407,64709
FREP-387891-Z,1,1,47543
FREP-387900-Z,2,197,98754
FREP-387902-Z,1,12,20778
FREP-387905-Z,1,2,23001
FREP-387911-Z,1,1,85880
FREP-387942-Z,1,0,47560
FREP-387995-Z,1,1,23002
FREP-38802-M,1,0,98764
FREP-388032-Z,1,19,72239
FREP-388046-Z,1,9,70881
FREP-388053-Z,1,11,2006
FREP-388075-Z,1,0,64723
FREP-388078-Z,1,25,113324
FREP-388086-Z,1,1,64742
FREP-388101-Z,1,1,39281
FREP-388105-Z,1,1,64727
FREP-388127-Z,3,166,23003
FREP-388137-Z,1,13,85881
FREP-388144-Z,1,0,113325
FREP-388150-Z,1,0,39267
FREP-388154-Z,2,164,20801
FREP-388169-Z,1,1,89721
FREP-388196-Z,1,1,22996
FREP-388205-Z,1,0,85882
FREP-388219-Z,1,2,64728
FREP-388222-Z,1,8,113327
FREP-388227-Z,1,63,113350
FREP-388228-Z,1,1,70869
FREP-388237-Z,1,1,72247
FREP-388239-Z,1,1,113347
FREP-388241-Z,1,1,70887
FREP-388250-Z,2,945,85887
FREP-388252-Z,1,50,70868
FREP-388261-Z,2,28,89731
FREP-388266-Z,1,17,22998
FREP-388268-Z,1,17,47548
FREP-388271-Z,1,7,70879
FREP-388278-Z,1,1,89726
FREP-388279-Z,1,0,2016
FREP-388283-Z,1,1,113330
FREP-388289-Z,1,0,20787
FREP-388295-Z,5,252,113355
FREP-388302-Z,1,4,70871
FREP-388303-Z,1,3,39274
FREP-388306-Z,1,1,39275
FREP-388318-Z,1,272,20803
FREP-388321-Z,1,1,78877
FREP-388328-Z,1,1,64731
FREP-388330-Z,1,1,64744
FREP-388350-Z,1,1,2010
FREP-388353-Z,1,1,70889
FREP-388354-Z,1,49,23005
FREP-388370-Z,1,1,20788
FREP-388375-Z,1,1,20804
FREP-388380-Z,1,1,23008
FREP-388381-Z,1,1,64732
FREP-388382-Z,1,1,47544
FREP-388384-Z,1,1,89727
FREP-388386-Z,1,43,47547
FREP-388397-Z,1,11,2011
FREP-388401-Z,1,1,47546
FREP-388403-Z,1,1,70890
FREP-388406-Z,1,0,113334
FREP-388417-Z,2,170,64746
FREP-388423-Z,1,9,89723
FREP-388427-Z,1,1,47567
FREP-388431-Z,1,12,2009
FREP-388434-Z,1,7,85890
FREP-388437-Z,6,2,20791
FREP-388444-Z,1,1,85891
FREP-388447-Z,1,0,70883
FREP-388451-Z,1,0,113351
FREP-388452-Z,1,1,89733
FREP-388453-Z,1,32,98763
FREP-388470-Z,1,1,85892
FREP-388491-Z,1,1,47554
FREP-388502-Z,1,1,64748
FREP-388517-Z,1,93,113337
FREP-388531-Z,1,4,20792
FREP-388550-Z,1,1,72245
FREP-388582-Z,3,90,39269
FREP-388589-Z,1,0,113341
FREP-388592-Z,1,11,85884
FREP-388595-Z,1,0,2013
FREP-388598-Z,1,1,64749
FREP-388629-Z,1,6,20789
FREP-388630-Z,1,1,64750
FREP-388631-Z,1,1,23009
FREP-388665-Z,1,1,113340
FREP-388668-Z,1,22,47557
FREP-388671-Z,1,67,113357
FREP-388672-Z,1,1,85893
FREP-388673-Z,1,0,2015
FREP-388674-Z,1,1,113348
FREP-388702-Z,1,1,47559
FREP-388713-Z,1,1,70870
FREP-388732-Z,1,28,20797
FREP-388737-Z,1,1,85902
FREP-388755-Z,1,1,113342
FREP-388770-Z,1,0,47568
FREP-388772-Z,1,2,39276
FREP-388777-Z,1,0,70885
FREP-388822-Z,1,0,2017
FREP-388827-Z,1,69,70877
FREP-388833-Z,1,0,98758
FREP-388834-Z,1,1,89736
FREP-388836-Z,1,0,64736
FREP-388838-Z,1,1,20798
FREP-388875-Z,1,0,64725
FREP-388879-Z,1,7,98759
FREP-388889-Z,1,3,113344
FREP-388893-Z,1,1,64737
FREP-388894-Z,3,223,64738
FREP-388895-Z,1,1,89724
FREP-388900-Z,1,1,70891
FREP-388904-Z,2,2,70892
FREP-388908-Z,1,0,89732
FREP-388916-Z,1,47,47569
FREP-388921-Z,1,9,70886
FREP-388927-Z,1,1,39282
FREP-388931-Z,1,1,39278
FREP-388940-Z,1,7,113360
FREP-388941-Z,1,1,72248
FREP-388949-Z,1,1,72249
FREP-388950-Z,1,1,72250
FREP-388952-Z,2,111,70898
FREP-388965-Z,1,1,78894
FREP-388969-Z,1,208,72252
FREP-388974-Z,2,32,96748
FREP-388987-Z,1,0,72255
FREP-389045-Z,1,1,89742
FREP-389046-Z,1,1,96750
FREP-389091-Z,1,1,70904
FREP-389113-Z,1,1,85907
FREP-389117-Z,1,2,85908
FREP-389121-Z,4,149,113374
FREP-389131-Z,1,1,85910
FREP-389139-Z,1,8,47575
FREP-389141-Z,1,1,20806
FREP-389144-Z,1,70,85912
FREP-389149-Z,1,1,23012
FREP-389155-Z,1,1,78897
FREP-389158-Z,3,1,96762
FREP-389160-Z,1,15,85913
FREP-389161-Z,1,1,96763
FREP-389164-Z,1,1,78898
FREP-389172-Z,1,0,70919
FREP-389175-Z,1,1,2025
FREP-389193-Z,2,22,2033
FREP-389194-Z,1,9,78896
FREP-389196-Z,1,1,20808
FREP-389199-Z,3,168,70900
FREP-389214-Z,1,84,47585
FREP-389215-Z,1,1,98773
FREP-389216-Z,1,3,70906
FREP-389222-Z,1,1,78881
FREP-389224-Z,1,63,96756
FREP-389225-Z,1,59,96757
FREP-389237-Z,1,1,85925
FREP-389240-Z,1,99,78900
FREP-389241-Z,1,1,2036
FREP-389256-Z,1,2,78882
FREP-389270-Z,1,1,2027
FREP-389294-Z,1,0,70923
FREP-389308-Z,1,5,96764
FREP-389343-Z,1,1,70924
FREP-389344-Z,1,1,96768
FREP-389350-Z,1,29,78883
FREP-389358-Z,1,0,89745
FREP-389362-Z,1,0,85924
FREP-389364-Z,1,1,113376
FREP-389368-Z,1,1,47588
FREP-389404-Z,1,0,47578
FREP-389415-Z,1,9,85928
FREP-389471-Z,1,1,98767
FREP-389476-Z,1,1,89755
FREP-389482-Z,1,1,72266
FREP-389493-Z,1,8,113367
FREP-389503-Z,1,185,70897
FREP-389506-Z,1,1,78902
FREP-389514-Z,3,0,70911
FREP-389515-Z,1,1,89756
FREP-389518-Z,1,1,2024
FREP-389522-Z,3,536,96769
FREP-389523-Z,4,3,70910
FREP-389524-Z,2,431,98768
FREP-389525-Z,1,1,47592
FREP-389528-Z,1,1,78904
FREP-389531-Z,1,0,78884
FREP-389540-Z,2,379,96752
FREP-389543-Z,1,1,70894
FREP-389548-Z,1,1,85914
FREP-389553-Z,1,1,96761
FREP-389559-Z,2,3,89757
FREP-389563-Z,1,0,64754
FREP-389570-Z,2,107,39285
FREP-389584-Z,2,282,98770
FREP-389586-Z,1,1,96767
FREP-389602-Z,1,1,47574
FREP-389672-Z,1,1,78905
FREP-389673-Z,1,1,72257
FREP-389687-Z,1,0,58136
FREP-389700-Z,1,1,7070
FREP-389707-Z,1,8,47582
FREP-389725-Z,1,1,85911
FREP-389730-Z,1,1,47584
FREP-389738-Z,1,2,2035
FREP-389751-Z,1,51,47594
FREP-389752-Z,1,239,72260
FREP-389758-Z,1,357,113363
FREP-389759-Z,3,685,47595
FREP-389765-Z,1,1,113381
FREP-389766-Z,1,607,72254
FREP-389774-Z,1,1,96771
FREP-389787-Z,2,91,64752
FREP-389804-Z,1,6,96772
FREP-389805-Z,1,9,78889
FREP-389807-Z,1,2,113382
FREP-389811-Z,1,0,85921
FREP-389818-Z,1,16,113369
FREP-389823-Z,1,9,72264
FREP-389825-Z,4,146,85922
FREP-389828-Z,1,1,78890
FREP-389830-Z,1,16,39288
FREP-389833-Z,1,2,78906
FREP-389834-Z,1,4,70914
FREP-389840-Z,1,19,39287
FREP-389847-Z,1,1,7071
FREP-389851-Z,2,99,85905
FREP-389856-Z,1,0,89753
FREP-389857-Z,1,4,2030
FREP-389862-Z,1,0,47596
FREP-389863-Z,1,89,85934
FREP-389875-Z,1,3,70918
FREP-389880-Z,5,49,23013
FREP-389881-Z,1,6,47579
FREP-389883-Z,1,23,70902
FREP-389887-Z,2,331,70915
FREP-389894-Z,3,382,78908
FREP-389895-Z,1,7,23010
FREP-389898-Z,1,1,89746
FREP-389899-Z,1,3,78892
FREP-389908-Z,1,1,47593
FREP-389910-Z,1,0,85923
FREP-389914-Z,1,1,39290
FREP-389915-Z,1,85,96751
FREP-389916-Z,1,1,47577
FREP-389917-Z,1,1,113373
FREP-389920-Z,1,2,113379
FREP-389922-Z,3,44,64753
FREP-389938-Z,1,480,72262
FREP-389942-Z,2,377,2041
FREP-389949-Z,1,52,70916
FREP-389950-Z,1,1,89760
FREP-389954-Z,3,262,96766
FREP-389956-Z,1,4,58138
FREP-389960-Z,2,476,70929
FREP-389977-Z,1,1,2043
FREP-389978-Z,1,1,58147
FREP-389980-Z,1,1,2044
FREP-389992-Z,1,34,113388
FREP-389993-Z,1,5,96795
FREP-389994-Z,2,1,47624
FREP-390001-Z,2,114,2047
FREP-390007-Z,1,242,47625
FREP-390011-Z,2,0,113386
FREP-390014-Z,1,0,7075
FREP-390023-Z,1,1,70935
FREP-390030-Z,1,1,70949
FREP-390032-Z,2,19,96779
FREP-390038-Z,1,31,39293
FREP-390044-Z,1,3,70946
FREP-390045-Z,2,65,96780
FREP-390048-Z,1,2,96798
FREP-390054-Z,1,1,70936
FREP-390060-Z,2,3,78918
FREP-390061-Z,1,1,47601
FREP-390063-Z,1,0,47602
FREP-390071-Z,1,1,96801
FREP-390082-Z,1,1,85938
FREP-390086-Z,1,1,47603
FREP-390089-Z,1,1,85958
FREP-390093-Z,1,1,23015
FREP-390105-Z,1,0,23020
FREP-390106-Z,1,0,47604
FREP-390107-Z,1,11,96782
FREP-390109-Z,1,1,85935
FREP-390114-Z,1,1,78919
FREP-390120-Z,1,0,70952
FREP-390159-Z,1,0,47605
FREP-390161-Z,1,19,96778
FREP-390183-Z,1,8,2064
FREP-390198-Z,1,1,78920
FREP-390204-Z,1,21,72268
FREP-39021-M,1,0,98783
FREP-390221-Z,1,1,113389
FREP-390267-Z,1,0,85959
FREP-390309-Z,1,1,7081
FREP-390311-Z,1,15,47606
FREP-390332-Z,1,1,70931
FREP-390341-Z,1,42,70938
FREP-390354-Z,1,24,113393
FREP-390403-Z,4,47,47613
FREP-390452-Z,1,6,47616
FREP-390466-Z,1,0,78910
FREP-390484-Z,1,13,2046
FREP-390529-Z,1,1,58150
FREP-390546-Z,1,1,47617
FREP-390547-Z,1,0,58139
FREP-390551-Z,1,3,96775
FREP-390556-Z,1,7,113391
FREP-390567-Z,1,1,58151
FREP-390575-Z,1,1,96785
FREP-390581-Z,1,1,70953
FREP-390585-Z,1,4,78921
FREP-390597-Z,1,0,2056
FREP-390607-Z,1,18,96786
FREP-390610-Z,1,12,2066
FREP-390614-Z,1,701,58143
FREP-390626-Z,1,17,47599
FREP-390629-Z,6,540,85953
FREP-390631-Z,1,1,78924
FREP-390633-Z,1,1,113397
FREP-390636-Z,1,105,98779
FREP-390644-Z,1,4,98785
FREP-390648-Z,1,7,96803
FREP-390654-Z,2,4,96790
FREP-390669-Z,2,70,96791
FREP-390687-Z,1,1,96796
FREP-390718-Z,1,2,47627
FREP-390728-Z,1,1,78925
FREP-390733-Z,1,0,113398
FREP-390736-Z,2,711,78926
FREP-390743-Z,1,1,72272
FREP-390751-Z,1,3,47631
FREP-390778-Z,1,1,85960
FREP-390800-Z,1,1,70930
FREP-390812-Z,1,38,96784
FREP-390813-Z,1,1,96802
FREP-390825-Z,1,0,7074
FREP-390834-Z,1,44,7077
FREP-390835-Z,1,42,98777
FREP-390846-Z,1,5,58144
FREP-390855-Z,3,1,47623
FREP-390867-Z,1,1,70940
FREP-390870-Z,1,7,78927
FREP-390887-Z,1,9,2067
FREP-390888-Z,1,0,47630
FREP-390890-Z,1,5,96777
FREP-390891-Z,1,1,47632
FREP-390892-Z,1,1,58153
FREP-390916-Z,1,0,70937
FREP-390947-Z,1,0,98778
FREP-390986-Z,1,1,47633
FREP-391028-Z,1,1,47607
FREP-391036-Z,1,0,78928
FREP-391041-Z,1,1,96805
FREP-391043-Z,1,1,47634
FREP-391070-Z,1,4,2069
FREP-391075-Z,1,1,2070
FREP-391085-Z,1,0,58154
FREP-391090-Z,1,0,113399
FREP-391096-Z,2,0,70955
FREP-391104-Z,1,10,113405
FREP-391107-Z,1,26,96807
FREP-391108-Z,1,214,70957
FREP-391128-Z,1,25,85962
FREP-391131-Z,1,1,72273
FREP-391135-Z,1,1,23022
FREP-391152-Z,1,1,96792
FREP-391165-Z,1,1,78929
FREP-391176-Z,1,4,23023
FREP-391194-Z,1,1,70945
FREP-391213-Z,1,1,70932
FREP-391238-Z,1,44,23014
FREP-391247-Z,1,24,47636
FREP-391249-Z,1,13,85964
FREP-391251-Z,1,2,113409
FREP-391265-Z,1,1,2072
FREP-391270-Z,3,259,85967
FREP-391282-Z,1,1,2076
FREP-391283-Z,1,1,47640
FREP-391284-Z,2,2,113412
FREP-391294-Z,1,48,85971
FREP-391295-Z,1,1,78950
FREP-391297-Z,1,1,85973
FREP-391298-Z,1,1,85984
FREP-391299-Z,1,5,70961
FREP-39130-M,1,0,72280
FREP-391305-Z,1,1,47642
FREP-391309-Z,1,1,113417
FREP-391311-Z,1,11,85985
FREP-391317-Z,1,2,85975
FREP-391328-Z,1,0,2089
FREP-391330-Z,1,291,23024
FREP-391335-Z,1,1,70962
FREP-391338-Z,1,1941,2092
FREP-391345-Z,1,0,96813
FREP-391359-Z,1,43,47657
FREP-391362-Z,1,355,85976
FREP-391365-Z,1,1,96812
FREP-391372-Z,1,1,78938
FREP-391374-Z,1,1,2080
FREP-391381-Z,1,480,2093
FREP-391382-Z,3,235,113418
FREP-391384-Z,1,0,2075
FREP-391386-Z,1,1,70975
FREP-391399-Z,2,178,64760
FREP-391429-Z,1,0,78941
FREP-391432-Z,1,67,85990
FREP-391433-Z,1,368,70976
FREP-391436-Z,1,0,58172
FREP-391458-Z,1,19,78956
FREP-391469-Z,1,21,78955
FREP-391472-Z,1,0,7087
FREP-391483-Z,1,1,96826
FREP-391486-Z,1,1,58159
FREP-391489-Z,1,5,58160
FREP-391491-Z,1,1,70978
FREP-391492-Z,1,723,2082
FREP-3915-I,1,1,58163
FREP-391504-Z,1,6,58173
FREP-391508-Z,1,1,64761
FREP-391510-Z,1,26,113431
FREP-391521-Z,1,19,70965
FREP-391523-Z,1,245,70966
FREP-391528-Z,1,1,70982
FREP-391533-Z,1,2,7093
FREP-391534-Z,1,1,113432
FREP-391535-Z,1,1,78958
FREP-391540-Z,1,1,47671
FREP-391542-Z,1,0,2084
FREP-391543-Z,1,1,96815
FREP-391548-Z,1,11,70974
FREP-391549-Z,2,9,78944
FREP-391550-Z,1,1,72282
FREP-391569-Z,1,0,96814
FREP-391574-Z,1,17,2102
FREP-391588-Z,1,7,78959
FREP-391590-Z,1,0,47672
FREP-391599-Z,1,1,85993
FREP-391626-Z,1,0,2103
FREP-391628-Z,1,0,72275
FREP-391629-Z,1,1,58155
FREP-391631-Z,1,17,47667
FREP-391652-Z,1,1,96818
FREP-391654-Z,1,1,47650
FREP-391655-Z,1,0,58176
FREP-391693-Z,1,1,96819
FREP-391694-Z,1,1,113421
FREP-3917-I,1,1,72279
FREP-391711-Z,1,2,78961
FREP-391722-Z,1,5,47643
FREP-391723-Z,1,1,58164
FREP-391728-Z,1,1,85989
FREP-391734-Z,1,1,64762
FREP-391738-Z,1,5,2096
FREP-391739-Z,2,19,96830
FREP-391740-Z,1,5,2104
