target,candidate,fold,n,valid,brier,brier_a01,absolute_gain,relative_gain,constant_brier
any_gt100,A03_daily_q90,2,24112,True,0.054052418237561316,0.05389174670431336,-0.00016067153324795386,-0.002981375499471315,0.054700936290447845
any_gt100,A03_daily_q90,3,24112,True,0.05326941425011919,0.05320292390603849,-6.649034408069687e-05,-0.001249749810708247,0.05361179967848385
any_gt100,A03_daily_q90,4,24112,True,0.05945177617862072,0.05940165382196446,-5.012235665625975e-05,-0.000843787225293152,0.06020903720143228
any_gt100,A04_top3_mean,0,25208,True,0.05606302471293846,0.05604182533494554,-2.119937799292121e-05,-0.0003782777928131132,0.05708089970757259
any_gt100,A04_top3_mean,1,24112,True,0.057546496452088876,0.057512604957874636,-3.389149421424015e-05,-0.0005892881089121963,0.058928445958570275
any_gt100,A04_top3_mean,2,24112,True,0.053933442820849616,0.05389174670431336,-4.169611653625366e-05,-0.0007737013380736536,0.054700936290447845
any_gt100,A04_top3_mean,3,24112,True,0.05321958006236758,0.05320292390603849,-1.6656156329085403e-05,-0.0003130684388418536,0.05361179967848385
any_gt100,A04_top3_mean,4,24112,True,0.05941229061181359,0.05940165382196446,-1.0636789849131911e-05,-0.00017906555061601386,0.06020903720143228
any_gt100,A05_max_rolling3h_mean,0,25208,True,0.05607097252840381,0.05604182533494554,-2.9147193458270437e-05,-0.0005200971468018078,0.05708089970757259
any_gt100,A05_max_rolling3h_mean,1,24112,True,0.05754222461066997,0.057512604957874636,-2.961965279533324e-05,-0.0005150114973409445,0.058928445958570275
any_gt100,A05_max_rolling3h_mean,2,24112,True,0.053930412937790585,0.05389174670431336,-3.8666233477223366e-05,-0.0007174796855142314,0.054700936290447845
any_gt100,A05_max_rolling3h_mean,3,24112,True,0.05321070047157347,0.05320292390603849,-7.776565534974023e-06,-0.000146168010403116,0.05361179967848385
any_gt100,A05_max_rolling3h_mean,4,24112,True,0.05941576921112998,0.05940165382196446,-1.4115389165521297e-05,-0.00023762619821709351,0.06020903720143228
any_gt1000,A01_daily_max,0,25208,True,0.009225336510813304,0.009225336510813304,0.0,0.0,0.009315030947516066
any_gt1000,A01_daily_max,1,24112,True,0.008367580730464785,0.008367580730464785,0.0,0.0,0.008511298436645155
any_gt1000,A01_daily_max,2,24112,True,0.007576280102252322,0.007576280102252322,0.0,0.0,0.007614448544035552
any_gt1000,A01_daily_max,3,24112,True,0.007287441626823876,0.007287441626823876,0.0,0.0,0.0073292811701277044
any_gt1000,A01_daily_max,4,24112,True,0.00866572758217597,0.00866572758217597,0.0,0.0,0.008756054376847566
any_gt1000,A02_daily_mean,0,25208,True,0.009251471118683702,0.009225336510813304,-2.6134607870398688e-05,-0.0028329164838340045,0.009315030947516066
any_gt1000,A02_daily_mean,1,24112,True,0.008429039624699047,0.008367580730464785,-6.145889423426164e-05,-0.007344882136661243,0.008511298436645155
any_gt1000,A02_daily_mean,2,24112,True,0.007594428323324492,0.007576280102252322,-1.81482210721692e-05,-0.0023953999624134787,0.007614448544035552
any_gt1000,A02_daily_mean,3,24112,True,0.007356029788909181,0.007287441626823876,-6.858816208530488e-05,-0.00941183004922374,0.0073292811701277044
any_gt1000,A02_daily_mean,4,24112,True,0.008707200704195983,0.00866572758217597,-4.1473122020012354e-05,-0.004785878811297507,0.008756054376847566
any_gt1000,A03_daily_q90,0,25208,True,0.009229481940743021,0.009225336510813304,-4.145429929717365e-06,-0.00044935270652277857,0.009315030947516066
any_gt1000,A03_daily_q90,1,24112,True,0.00838054017176528,0.008367580730464785,-1.2959441300494298e-05,-0.0015487680033144362,0.008511298436645155
any_gt1000,A03_daily_q90,2,24112,True,0.007568080596488701,0.007576280102252322,8.199505763621488e-06,0.0010822601135330107,0.007614448544035552
any_gt1000,A03_daily_q90,3,24112,True,0.007279451956404047,0.007287441626823876,7.98967041982894e-06,0.0010963614981724552,0.0073292811701277044
any_gt1000,A03_daily_q90,4,24112,True,0.008673022111054075,0.00866572758217597,-7.294528878104209e-06,-0.0008417676195023601,0.008756054376847566
any_gt1000,A04_top3_mean,0,25208,True,0.009221094091192686,0.009225336510813304,4.242419620617555e-06,0.0004598661106448402,0.009315030947516066
