fold,n_test,n_train,sse,rmse,k
0,2141,7113,3219.556237777766,1.2262800816928188,29
1,1926,7328,3283.3392822102169,1.3056589194824184,29
2,1244,8010,1827.6394920488483,1.2120905819357737,29
3,1894,7360,3062.9666588079372,1.2716896813381522,29
4,2049,7205,2990.9094874869552,1.2081772563719786,29
