Incident Reference,old_start_raw,selected_start_raw,old_time_utc,new_time_utc,new_time_london,new_date_utc,new_date_london,old_period,new_period,new_period_london,new_in_study_utc,new_in_study_london,max_stage_end_utc,recovery_crosses_study_end
FREP-260564-Z,2021-09-16T00:13:00+01:00,2021-09-16T00:13:00+01:00,2021-09-15 23:13:00+00:00,2021-09-15 23:13:00+00:00,2021-09-16 00:13:00+01:00,2021-09-15,2021-09-16,development,development,development,True,True,2021-09-16 03:13:00+00:00,False
FREP-260707-Z,2021-09-17T00:45:00+01:00,2021-09-17T00:45:00+01:00,2021-09-16 23:45:00+00:00,2021-09-16 23:45:00+00:00,2021-09-17 00:45:00+01:00,2021-09-16,2021-09-17,development,development,development,True,True,2021-09-17 03:36:00+00:00,False
FREP-260884-J,2021-04-03T00:34:00+01:00,2021-04-03T00:34:00+01:00,2021-04-02 23:34:00+00:00,2021-04-02 23:34:00+00:00,2021-04-03 00:34:00+01:00,2021-04-02,2021-04-03,development,development,development,True,True,2021-04-03 00:51:00+00:00,False
FREP-260885-J,2021-04-03T01:45:00+01:00,2021-04-03T00:42:00+01:00,2021-04-03 00:45:00+00:00,2021-04-02 23:42:00+00:00,2021-04-03 00:42:00+01:00,2021-04-02,2021-04-03,development,development,development,True,True,2021-04-03 00:50:00+00:00,False
FREP-260965-Z,2021-09-20T00:34:00+01:00,2021-09-20T00:34:00+01:00,2021-09-19 23:34:00+00:00,2021-09-19 23:34:00+00:00,2021-09-20 00:34:00+01:00,2021-09-19,2021-09-20,development,development,development,True,True,2021-09-20 01:15:00+00:00,False
FREP-260966-Z,2021-09-20T00:42:00+01:00,2021-09-20T00:42:00+01:00,2021-09-19 23:42:00+00:00,2021-09-19 23:42:00+00:00,2021-09-20 00:42:00+01:00,2021-09-19,2021-09-20,development,development,development,True,True,2021-09-20 14:00:00+00:00,False
FREP-261196-J,2021-04-09T00:30:00+01:00,2021-04-09T00:30:00+01:00,2021-04-08 23:30:00+00:00,2021-04-08 23:30:00+00:00,2021-04-09 00:30:00+01:00,2021-04-08,2021-04-09,development,development,development,True,True,2021-04-09 13:05:00+00:00,False
FREP-261247-J,2021-04-10T00:28:00+01:00,2021-04-10T00:28:00+01:00,2021-04-09 23:28:00+00:00,2021-04-09 23:28:00+00:00,2021-04-10 00:28:00+01:00,2021-04-09,2021-04-10,development,development,development,True,True,2021-04-10 02:10:00+00:00,False
FREP-261298-J,2021-04-11T00:19:00+01:00,2021-04-11T00:19:00+01:00,2021-04-10 23:19:00+00:00,2021-04-10 23:19:00+00:00,2021-04-11 00:19:00+01:00,2021-04-10,2021-04-11,development,development,development,True,True,2021-04-11 01:40:00+00:00,False
FREP-261299-J,2021-04-11T00:27:00+01:00,2021-04-11T00:27:00+01:00,2021-04-10 23:27:00+00:00,2021-04-10 23:27:00+00:00,2021-04-11 00:27:00+01:00,2021-04-10,2021-04-11,development,development,development,True,True,2021-04-11 01:20:00+00:00,False
FREP-261324-Z,2021-09-22T00:18:00+01:00,2021-09-22T00:18:00+01:00,2021-09-21 23:18:00+00:00,2021-09-21 23:18:00+00:00,2021-09-22 00:18:00+01:00,2021-09-21,2021-09-22,development,development,development,True,True,2021-09-21 23:53:00+00:00,False
FREP-261425-J,2021-04-13T23:15:00+01:00,2021-04-13T00:57:00+01:00,2021-04-13 22:15:00+00:00,2021-04-12 23:57:00+00:00,2021-04-13 00:57:00+01:00,2021-04-12,2021-04-13,development,development,development,True,True,2021-04-14 05:20:00+00:00,False
FREP-261533-Z,2021-09-23T00:51:00+01:00,2021-09-23T00:51:00+01:00,2021-09-22 23:51:00+00:00,2021-09-22 23:51:00+00:00,2021-09-23 00:51:00+01:00,2021-09-22,2021-09-23,development,development,development,True,True,2021-09-23 06:05:00+00:00,False
FREP-261812-J,2021-04-18T00:26:00+01:00,2021-04-18T00:26:00+01:00,2021-04-17 23:26:00+00:00,2021-04-17 23:26:00+00:00,2021-04-18 00:26:00+01:00,2021-04-17,2021-04-18,development,development,development,True,True,2021-04-17 23:39:00+00:00,False
FREP-261850-Z,2021-09-25T00:58:00+01:00,2021-09-25T00:58:00+01:00,2021-09-24 23:58:00+00:00,2021-09-24 23:58:00+00:00,2021-09-25 00:58:00+01:00,2021-09-24,2021-09-25,development,development,development,True,True,2021-09-25 04:30:00+00:00,False
FREP-261923-J,2021-04-20T00:38:00+01:00,2021-04-20T00:38:00+01:00,2021-04-19 23:38:00+00:00,2021-04-19 23:38:00+00:00,2021-04-20 00:38:00+01:00,2021-04-19,2021-04-20,development,development,development,True,True,2021-04-20 03:40:00+00:00,False
FREP-261968-J,2021-04-21T00:00:00+01:00,2021-04-21T00:00:00+01:00,2021-04-20 23:00:00+00:00,2021-04-20 23:00:00+00:00,2021-04-21 00:00:00+01:00,2021-04-20,2021-04-21,development,development,development,True,True,2021-04-21 04:40:00+00:00,False
FREP-261980-Z,2021-09-27T00:37:00+01:00,2021-09-27T00:37:00+01:00,2021-09-26 23:37:00+00:00,2021-09-26 23:37:00+00:00,2021-09-27 00:37:00+01:00,2021-09-26,2021-09-27,development,development,development,True,True,2021-09-27 00:45:00+00:00,False
FREP-262121-J,2021-04-23T00:39:00+01:00,2021-04-23T00:39:00+01:00,2021-04-22 23:39:00+00:00,2021-04-22 23:39:00+00:00,2021-04-23 00:39:00+01:00,2021-04-22,2021-04-23,development,development,development,True,True,2021-04-23 13:45:00+00:00,False
FREP-262122-J,2021-04-23T00:42:00+01:00,2021-04-23T00:42:00+01:00,2021-04-22 23:42:00+00:00,2021-04-22 23:42:00+00:00,2021-04-23 00:42:00+01:00,2021-04-22,2021-04-23,development,development,development,True,True,2021-04-23 01:26:00+00:00,False
FREP-262200-Z,2021-09-28T00:12:00+01:00,2021-09-28T00:12:00+01:00,2021-09-27 23:12:00+00:00,2021-09-27 23:12:00+00:00,2021-09-28 00:12:00+01:00,2021-09-27,2021-09-28,development,development,development,True,True,2021-09-28 01:15:00+00:00,False
FREP-262202-Z,2021-09-28T00:50:00+01:00,2021-09-28T00:50:00+01:00,2021-09-27 23:50:00+00:00,2021-09-27 23:50:00+00:00,2021-09-28 00:50:00+01:00,2021-09-27,2021-09-28,development,development,development,True,True,2021-09-28 03:34:00+00:00,False
FREP-262279-J,2021-04-25T10:35:00+01:00,2021-04-25T00:13:00+01:00,2021-04-25 09:35:00+00:00,2021-04-24 23:13:00+00:00,2021-04-25 00:13:00+01:00,2021-04-24,2021-04-25,development,development,development,True,True,2021-04-25 12:00:00+00:00,False
FREP-262280-J,2021-04-25T00:16:00+01:00,2021-04-25T00:16:00+01:00,2021-04-24 23:16:00+00:00,2021-04-24 23:16:00+00:00,2021-04-25 00:16:00+01:00,2021-04-24,2021-04-25,development,development,development,True,True,2021-04-25 01:20:00+00:00,False
FREP-262323-J,2021-04-26T00:50:00+01:00,2021-04-26T00:50:00+01:00,2021-04-25 23:50:00+00:00,2021-04-25 23:50:00+00:00,2021-04-26 00:50:00+01:00,2021-04-25,2021-04-26,development,development,development,True,True,2021-04-26 03:00:00+00:00,False
FREP-262394-Z,2021-09-29T00:16:00+01:00,2021-09-29T00:16:00+01:00,2021-09-28 23:16:00+00:00,2021-09-28 23:16:00+00:00,2021-09-29 00:16:00+01:00,2021-09-28,2021-09-29,development,development,development,True,True,2021-09-29 01:55:00+00:00,False
FREP-262396-Z,2021-09-29T00:00:00+01:00,2021-09-29T00:00:00+01:00,2021-09-28 23:00:00+00:00,2021-09-28 23:00:00+00:00,2021-09-29 00:00:00+01:00,2021-09-28,2021-09-29,development,development,development,True,True,2021-09-28 23:30:00+00:00,False
FREP-262398-Z,2021-09-29T00:13:00+01:00,2021-09-29T00:13:00+01:00,2021-09-28 23:13:00+00:00,2021-09-28 23:13:00+00:00,2021-09-29 00:13:00+01:00,2021-09-28,2021-09-29,development,development,development,True,True,2021-09-29 00:12:00+00:00,False
FREP-262399-Z,2021-09-29T00:28:00+01:00,2021-09-29T00:28:00+01:00,2021-09-28 23:28:00+00:00,2021-09-28 23:28:00+00:00,2021-09-29 00:28:00+01:00,2021-09-28,2021-09-29,development,development,development,True,True,2021-09-29 07:55:00+00:00,False
FREP-262401-Z,2021-09-29T00:36:00+01:00,2021-09-29T00:36:00+01:00,2021-09-28 23:36:00+00:00,2021-09-28 23:36:00+00:00,2021-09-29 00:36:00+01:00,2021-09-28,2021-09-29,development,development,development,True,True,2021-09-29 12:43:00+00:00,False
FREP-262402-Z,2021-09-29T00:48:00+01:00,2021-09-29T00:48:00+01:00,2021-09-28 23:48:00+00:00,2021-09-28 23:48:00+00:00,2021-09-29 00:48:00+01:00,2021-09-28,2021-09-29,development,development,development,True,True,2021-09-29 04:24:00+00:00,False
FREP-262403-Z,2021-09-29T00:46:00+01:00,2021-09-29T00:46:00+01:00,2021-09-28 23:46:00+00:00,2021-09-28 23:46:00+00:00,2021-09-29 00:46:00+01:00,2021-09-28,2021-09-29,development,development,development,True,True,2021-09-29 01:05:00+00:00,False
FREP-262532-J,2021-04-28T00:56:00+01:00,2021-04-28T00:56:00+01:00,2021-04-27 23:56:00+00:00,2021-04-27 23:56:00+00:00,2021-04-28 00:56:00+01:00,2021-04-27,2021-04-28,development,development,development,True,True,2021-04-28 13:34:00+00:00,False
FREP-262684-Z,2021-10-01T00:28:00+01:00,2021-10-01T00:28:00+01:00,2021-09-30 23:28:00+00:00,2021-09-30 23:28:00+00:00,2021-10-01 00:28:00+01:00,2021-09-30,2021-10-01,development,development,development,True,True,2021-10-01 05:50:00+00:00,False
FREP-262698-J,2021-04-30T00:47:00+01:00,2021-04-30T00:47:00+01:00,2021-04-29 23:47:00+00:00,2021-04-29 23:47:00+00:00,2021-04-30 00:47:00+01:00,2021-04-29,2021-04-30,development,development,development,True,True,2021-04-30 01:45:00+00:00,False
FREP-262760-J,2021-05-01T00:44:00+01:00,2021-05-01T00:44:00+01:00,2021-04-30 23:44:00+00:00,2021-04-30 23:44:00+00:00,2021-05-01 00:44:00+01:00,2021-04-30,2021-05-01,development,development,development,True,True,2021-05-01 00:36:00+00:00,False
FREP-262856-Z,2021-10-02T00:51:00+01:00,2021-10-02T00:51:00+01:00,2021-10-01 23:51:00+00:00,2021-10-01 23:51:00+00:00,2021-10-02 00:51:00+01:00,2021-10-01,2021-10-02,development,development,development,True,True,2021-10-02 11:50:00+00:00,False
FREP-262960-J,2021-05-05T00:39:00+01:00,2021-05-05T00:39:00+01:00,2021-05-04 23:39:00+00:00,2021-05-04 23:39:00+00:00,2021-05-05 00:39:00+01:00,2021-05-04,2021-05-05,development,development,development,True,True,2021-05-05 00:50:00+00:00,False
FREP-262993-Z,2021-10-03T00:11:00+01:00,2021-10-03T00:11:00+01:00,2021-10-02 23:11:00+00:00,2021-10-02 23:11:00+00:00,2021-10-03 00:11:00+01:00,2021-10-02,2021-10-03,development,development,development,True,True,2021-10-03 10:45:00+00:00,False
FREP-262995-Z,2021-10-03T00:20:00+01:00,2021-10-03T00:20:00+01:00,2021-10-02 23:20:00+00:00,2021-10-02 23:20:00+00:00,2021-10-03 00:20:00+01:00,2021-10-02,2021-10-03,development,development,development,True,True,2021-10-03 00:38:00+00:00,False
FREP-262996-Z,2021-10-03T01:30:00+01:00,2021-10-03T00:30:00+01:00,2021-10-03 00:30:00+00:00,2021-10-02 23:30:00+00:00,2021-10-03 00:30:00+01:00,2021-10-02,2021-10-03,development,development,development,True,True,2021-10-03 00:59:00+00:00,False
FREP-262999-Z,2021-10-03T00:40:00+01:00,2021-10-03T00:40:00+01:00,2021-10-02 23:40:00+00:00,2021-10-02 23:40:00+00:00,2021-10-03 00:40:00+01:00,2021-10-02,2021-10-03,development,development,development,True,True,2021-10-03 02:45:00+00:00,False
FREP-263000-Z,2021-10-03T00:42:00+01:00,2021-10-03T00:42:00+01:00,2021-10-02 23:42:00+00:00,2021-10-02 23:42:00+00:00,2021-10-03 00:42:00+01:00,2021-10-02,2021-10-03,development,development,development,True,True,2021-10-03 15:25:00+00:00,False
FREP-263114-Z,2021-10-04T00:48:00+01:00,2021-10-04T00:48:00+01:00,2021-10-03 23:48:00+00:00,2021-10-03 23:48:00+00:00,2021-10-04 00:48:00+01:00,2021-10-03,2021-10-04,development,development,development,True,True,2021-10-04 01:40:00+00:00,False
FREP-263120-J,2021-05-07T00:49:00+01:00,2021-05-07T00:49:00+01:00,2021-05-06 23:49:00+00:00,2021-05-06 23:49:00+00:00,2021-05-07 00:49:00+01:00,2021-05-06,2021-05-07,development,development,development,True,True,2021-05-07 00:50:00+00:00,False
FREP-263122-J,2021-05-07T00:24:00+01:00,2021-05-07T00:24:00+01:00,2021-05-06 23:24:00+00:00,2021-05-06 23:24:00+00:00,2021-05-07 00:24:00+01:00,2021-05-06,2021-05-07,development,development,development,True,True,2021-05-07 01:45:00+00:00,False
FREP-263285-Z,2021-10-05T00:35:00+01:00,2021-10-05T00:35:00+01:00,2021-10-04 23:35:00+00:00,2021-10-04 23:35:00+00:00,2021-10-05 00:35:00+01:00,2021-10-04,2021-10-05,development,development,development,True,True,2021-10-05 11:45:00+00:00,False
FREP-263290-J,2021-05-10T00:37:00+01:00,2021-05-10T00:37:00+01:00,2021-05-09 23:37:00+00:00,2021-05-09 23:37:00+00:00,2021-05-10 00:37:00+01:00,2021-05-09,2021-05-10,development,development,development,True,True,2021-05-10 01:20:00+00:00,False
FREP-263531-J,2021-05-13T00:41:00+01:00,2021-05-13T00:41:00+01:00,2021-05-12 23:41:00+00:00,2021-05-12 23:41:00+00:00,2021-05-13 00:41:00+01:00,2021-05-12,2021-05-13,development,development,development,True,True,2021-05-13 00:35:00+00:00,False
FREP-263533-Z,2021-10-06T00:50:00+01:00,2021-10-06T00:50:00+01:00,2021-10-05 23:50:00+00:00,2021-10-05 23:50:00+00:00,2021-10-06 00:50:00+01:00,2021-10-05,2021-10-06,development,development,development,True,True,2021-10-06 04:34:00+00:00,False
FREP-263632-J,2021-05-14T00:51:00+01:00,2021-05-14T00:51:00+01:00,2021-05-13 23:51:00+00:00,2021-05-13 23:51:00+00:00,2021-05-14 00:51:00+01:00,2021-05-13,2021-05-14,development,development,development,True,True,2021-05-14 01:10:00+00:00,False
FREP-263713-Z,2021-10-07T00:45:00+01:00,2021-10-07T00:45:00+01:00,2021-10-06 23:45:00+00:00,2021-10-06 23:45:00+00:00,2021-10-07 00:45:00+01:00,2021-10-06,2021-10-07,development,development,development,True,True,2021-10-07 01:00:00+00:00,False
FREP-263716-Z,2021-10-07T00:57:00+01:00,2021-10-07T00:57:00+01:00,2021-10-06 23:57:00+00:00,2021-10-06 23:57:00+00:00,2021-10-07 00:57:00+01:00,2021-10-06,2021-10-07,development,development,development,True,True,2021-10-07 01:11:00+00:00,False
FREP-263824-J,2021-05-17T00:14:00+01:00,2021-05-17T00:14:00+01:00,2021-05-16 23:14:00+00:00,2021-05-16 23:14:00+00:00,2021-05-17 00:14:00+01:00,2021-05-16,2021-05-17,development,development,development,True,True,2021-05-17 12:30:00+00:00,False
FREP-263896-Z,2021-10-08T00:00:00+01:00,2021-10-08T00:00:00+01:00,2021-10-07 23:00:00+00:00,2021-10-07 23:00:00+00:00,2021-10-08 00:00:00+01:00,2021-10-07,2021-10-08,development,development,development,True,True,2021-10-08 09:29:00+00:00,False
FREP-263899-Z,2021-10-08T00:34:00+01:00,2021-10-08T00:34:00+01:00,2021-10-07 23:34:00+00:00,2021-10-07 23:34:00+00:00,2021-10-08 00:34:00+01:00,2021-10-07,2021-10-08,development,development,development,True,True,2021-10-08 13:40:00+00:00,False
FREP-263901-Z,2021-10-08T00:55:00+01:00,2021-10-08T00:55:00+01:00,2021-10-07 23:55:00+00:00,2021-10-07 23:55:00+00:00,2021-10-08 00:55:00+01:00,2021-10-07,2021-10-08,development,development,development,True,True,2021-10-08 01:10:00+00:00,False
FREP-263920-J,2021-05-18T00:01:00+01:00,2021-05-18T00:01:00+01:00,2021-05-17 23:01:00+00:00,2021-05-17 23:01:00+00:00,2021-05-18 00:01:00+01:00,2021-05-17,2021-05-18,development,development,development,True,True,2021-05-18 01:08:00+00:00,False
FREP-264053-J,2021-05-20T00:50:00+01:00,2021-05-20T00:50:00+01:00,2021-05-19 23:50:00+00:00,2021-05-19 23:50:00+00:00,2021-05-20 00:50:00+01:00,2021-05-19,2021-05-20,development,development,development,True,True,2021-05-20 01:15:00+00:00,False
FREP-264069-Z,2021-10-09T00:19:00+01:00,2021-10-09T00:19:00+01:00,2021-10-08 23:19:00+00:00,2021-10-08 23:19:00+00:00,2021-10-09 00:19:00+01:00,2021-10-08,2021-10-09,development,development,development,True,True,2021-10-09 16:00:00+00:00,False
FREP-264153-J,2021-05-20T00:59:00+01:00,2021-05-20T00:59:00+01:00,2021-05-19 23:59:00+00:00,2021-05-19 23:59:00+00:00,2021-05-20 00:59:00+01:00,2021-05-19,2021-05-20,development,development,development,True,True,2021-05-21 01:15:00+00:00,False
FREP-264211-Z,2021-10-11T00:05:00+01:00,2021-10-11T00:05:00+01:00,2021-10-10 23:05:00+00:00,2021-10-10 23:05:00+00:00,2021-10-11 00:05:00+01:00,2021-10-10,2021-10-11,development,development,development,True,True,2021-10-11 16:00:00+00:00,False
FREP-264212-Z,2021-10-11T00:27:00+01:00,2021-10-11T00:27:00+01:00,2021-10-10 23:27:00+00:00,2021-10-10 23:27:00+00:00,2021-10-11 00:27:00+01:00,2021-10-10,2021-10-11,development,development,development,True,True,2021-10-11 13:54:00+00:00,False
FREP-264238-J,2021-05-22T00:37:00+01:00,2021-05-22T00:37:00+01:00,2021-05-21 23:37:00+00:00,2021-05-21 23:37:00+00:00,2021-05-22 00:37:00+01:00,2021-05-21,2021-05-22,development,development,development,True,True,2021-05-22 02:00:00+00:00,False
FREP-264423-Z,2021-10-12T00:24:00+01:00,2021-10-12T00:24:00+01:00,2021-10-11 23:24:00+00:00,2021-10-11 23:24:00+00:00,2021-10-12 00:24:00+01:00,2021-10-11,2021-10-12,development,development,development,True,True,2021-10-12 00:51:00+00:00,False
FREP-264424-Z,2021-10-12T00:27:00+01:00,2021-10-12T00:27:00+01:00,2021-10-11 23:27:00+00:00,2021-10-11 23:27:00+00:00,2021-10-12 00:27:00+01:00,2021-10-11,2021-10-12,development,development,development,True,True,2021-10-12 00:44:00+00:00,False
FREP-264464-J,2021-05-25T00:00:00+01:00,2021-05-25T00:00:00+01:00,2021-05-24 23:00:00+00:00,2021-05-24 23:00:00+00:00,2021-05-25 00:00:00+01:00,2021-05-24,2021-05-25,development,development,development,True,True,2021-05-25 04:15:00+00:00,False
FREP-264594-J,2021-05-27T00:18:00+01:00,2021-05-27T00:18:00+01:00,2021-05-26 23:18:00+00:00,2021-05-26 23:18:00+00:00,2021-05-27 00:18:00+01:00,2021-05-26,2021-05-27,development,development,development,True,True,2021-05-27 00:22:00+00:00,False
FREP-264643-Z,2021-10-13T00:19:00+01:00,2021-10-13T00:19:00+01:00,2021-10-12 23:19:00+00:00,2021-10-12 23:19:00+00:00,2021-10-13 00:19:00+01:00,2021-10-12,2021-10-13,development,development,development,True,True,2021-10-13 11:04:00+00:00,False
FREP-264772-Z,2021-10-14T00:11:00+01:00,2021-10-14T00:11:00+01:00,2021-10-13 23:11:00+00:00,2021-10-13 23:11:00+00:00,2021-10-14 00:11:00+01:00,2021-10-13,2021-10-14,development,development,development,True,True,2021-10-14 02:45:00+00:00,False
FREP-264868-J,2021-05-31T00:30:00+01:00,2021-05-31T00:30:00+01:00,2021-05-30 23:30:00+00:00,2021-05-30 23:30:00+00:00,2021-05-31 00:30:00+01:00,2021-05-30,2021-05-31,development,development,development,True,True,2021-05-31 01:20:00+00:00,False
FREP-264992-J,2021-06-02T00:42:00+01:00,2021-06-02T00:42:00+01:00,2021-06-01 23:42:00+00:00,2021-06-01 23:42:00+00:00,2021-06-02 00:42:00+01:00,2021-06-01,2021-06-02,development,development,development,True,True,2021-06-02 02:20:00+00:00,False
FREP-265117-J,2021-06-04T00:31:00+01:00,2021-06-04T00:31:00+01:00,2021-06-03 23:31:00+00:00,2021-06-03 23:31:00+00:00,2021-06-04 00:31:00+01:00,2021-06-03,2021-06-04,development,development,development,True,True,2021-06-04 01:07:00+00:00,False
FREP-265118-J,2021-06-05T01:40:00+01:00,2021-06-04T00:56:00+01:00,2021-06-05 00:40:00+00:00,2021-06-03 23:56:00+00:00,2021-06-04 00:56:00+01:00,2021-06-03,2021-06-04,development,development,development,True,True,2021-06-05 00:55:00+00:00,False
FREP-265119-Z,2021-10-17T00:35:00+01:00,2021-10-17T00:35:00+01:00,2021-10-16 23:35:00+00:00,2021-10-16 23:35:00+00:00,2021-10-17 00:35:00+01:00,2021-10-16,2021-10-17,development,development,development,True,True,2021-10-17 10:30:00+00:00,False
FREP-265121-Z,2021-10-17T01:13:00+01:00,2021-10-17T00:46:00+01:00,2021-10-17 00:13:00+00:00,2021-10-16 23:46:00+00:00,2021-10-17 00:46:00+01:00,2021-10-16,2021-10-17,development,development,development,True,True,2021-10-18 11:25:00+00:00,False
FREP-265196-J,2021-06-05T00:50:00+01:00,2021-06-05T00:50:00+01:00,2021-06-04 23:50:00+00:00,2021-06-04 23:50:00+00:00,2021-06-05 00:50:00+01:00,2021-06-04,2021-06-05,development,development,development,True,True,2021-06-05 01:43:00+00:00,False
FREP-265197-J,2021-06-05T00:59:00+01:00,2021-06-05T00:59:00+01:00,2021-06-04 23:59:00+00:00,2021-06-04 23:59:00+00:00,2021-06-05 00:59:00+01:00,2021-06-04,2021-06-05,development,development,development,True,True,2021-06-05 04:30:00+00:00,False
FREP-265268-J,2021-06-06T00:42:00+01:00,2021-06-06T00:42:00+01:00,2021-06-05 23:42:00+00:00,2021-06-05 23:42:00+00:00,2021-06-06 00:42:00+01:00,2021-06-05,2021-06-06,development,development,development,True,True,2021-06-06 02:22:00+00:00,False
FREP-265305-J,2021-06-07T00:28:00+01:00,2021-06-07T00:28:00+01:00,2021-06-06 23:28:00+00:00,2021-06-06 23:28:00+00:00,2021-06-07 00:28:00+01:00,2021-06-06,2021-06-07,development,development,development,True,True,2021-06-07 01:06:00+00:00,False
FREP-265353-Z,2021-10-19T00:02:00+01:00,2021-10-19T00:02:00+01:00,2021-10-18 23:02:00+00:00,2021-10-18 23:02:00+00:00,2021-10-19 00:02:00+01:00,2021-10-18,2021-10-19,development,development,development,True,True,2021-10-19 14:00:00+00:00,False
FREP-265355-Z,2021-10-19T00:50:00+01:00,2021-10-19T00:50:00+01:00,2021-10-18 23:50:00+00:00,2021-10-18 23:50:00+00:00,2021-10-19 00:50:00+01:00,2021-10-18,2021-10-19,development,development,development,True,True,2021-10-19 03:05:00+00:00,False
FREP-265382-J,2021-06-08T00:25:00+01:00,2021-06-08T00:25:00+01:00,2021-06-07 23:25:00+00:00,2021-06-07 23:25:00+00:00,2021-06-08 00:25:00+01:00,2021-06-07,2021-06-08,development,development,development,True,True,2021-06-08 10:25:00+00:00,False
FREP-265528-Z,2021-10-20T00:57:00+01:00,2021-10-20T00:57:00+01:00,2021-10-19 23:57:00+00:00,2021-10-19 23:57:00+00:00,2021-10-20 00:57:00+01:00,2021-10-19,2021-10-20,development,development,development,True,True,2021-10-20 01:43:00+00:00,False
