Incident Reference,Restoration Stage,Start Date and Time,End Date and Time,Number of Customers Restored,Re-interruption Stage,MEI code,Cause Code,Continued Cause Code,Damage to the Network,Exceptional Event?,incident_count,Whether or not this incident was excluded from the IIS,ee_coding_only_for_additional_incidents,licence_area,regulatory_year,unique_identifier,substation,SiteFunctionalLocation,Spatial Coordinates,source_row_number,cause_group_official,customers_v2_event_excl_reinterruptions,duration_A_customer_weighted_hours,duration_B_full_span_hours,Duration (hours),lat,lon,request_key,wx_time_used_utc,temperature_0h,pressure_msl_0h,gust_0h,precipitation_24h_sum,weather_status_v3,LAD21CD,LAD21NM,rural_urban_classification,deprivation_gap_pct,morans_i,income_deprivation_rate,raw_sha256,source_rows,selected_source_row,old_source_row,selected_source_row_key,selected_start_raw,selected_start_offset,selected_end_raw,selected_end_offset,old_start_raw,old_start_offset,new_time_utc,new_time_london,new_date_utc,new_date_london,new_year,new_month,new_year_london,new_month_london,new_weather_hour_utc,new_in_study_utc,new_in_study_london,new_period,new_period_london,new_storm_Arwen,new_storm_london_Arwen,new_storm_Dudley,new_storm_london_Dudley,new_storm_Eunice,new_storm_london_Eunice,new_storm_Franklin,new_storm_london_Franklin,new_storm_Babet,new_storm_london_Babet,new_storm_Ciaran,new_storm_london_Ciaran,new_storm_Henk,new_storm_london_Henk,old_time_utc,old_time_london,old_date_utc,old_date_london,old_year,old_month,old_year_london,old_month_london,old_weather_hour_utc,old_in_study_utc,old_in_study_london,old_period,old_period_london,old_storm_Arwen,old_storm_london_Arwen,old_storm_Dudley,old_storm_london_Dudley,old_storm_Eunice,old_storm_london_Eunice,old_storm_Franklin,old_storm_london_Franklin,old_storm_Babet,old_storm_london_Babet,old_storm_Ciaran,old_storm_london_Ciaran,old_storm_Henk,old_storm_london_Henk,event_time_proxy_utc,earliest_recorded_start_utc,business_onset_utc,business_calendar_timezone,analysis_calendar_timezone,event_time_basis,incident_date_utc,incident_year,incident_month,time_lag_removed_hours,max_stage_end_utc,max_stage_start_utc,n_stages,stage_row_count,min_stage_number,n_distinct_stage_numbers,min_stage_ge2,first_stage_observed,stage_number_missing,earliest_tie_count,earliest_candidate_source_rows,tie_conflict_Spatial Coordinates,tie_conflict_Cause Code,tie_conflict_licence_area,tie_conflict_regulatory_year,tie_conflict_substation,tie_conflict_SiteFunctionalLocation,source_id_conflict,cause_codes_all,cause_conflict,cause_missing_any,cause_code_event,cause_group_event,cause_basis,cause_source_rows,cause_final_diagnosis_verified,legacy_first_cause,old_cause_group,event_geography_conflict,event_identity_unresolved,event_identity_status,source_window_left_censoring_possible,clock_stopping_status,deemed_restoration_status,true_initial_customers_status,stage_completeness_business,C_id_formula,D_id_formula,A_id_formula,all_stages_are_reinterruption,customer_input_incomplete,time_input_incomplete,outcome_interpretation_status,old_customers_v2_event_excl_reinterruptions,old_duration_B_full_span_hours,old_duration_A_customer_weighted_hours,old_gust_0h,old_precipitation_24h_sum,old_temperature_0h,old_pressure_msl_0h,old_wx_time_used_utc,old_request_key,old_population,old_LAD21CD,old_LAD21NM,old_income_deprivation_rate,old_deprivation_gap_pct,old_morans_i,old_rural_urban_classification,old_lat,old_lon,v3_customers_v2_event_excl_reinterruptions,v3_duration_B_full_span_hours,v3_duration_A_customer_weighted_hours,earliest_v3_gust_0h,earliest_v3_precipitation_24h_sum,earliest_v3_temperature_0h,earliest_v3_pressure_msl_0h,earliest_v3_wx_time_used_utc,earliest_v3_request_key,earliest_v3_weather_status_v3,earliest_v3_population,coordinate_conflict,weather_query_eligible,lat_r,lon_r,coordinate_basis,coordinate_source_row,regional_source_row,regional_source_version,regional_proxy_flag,geography_compatibility,recovery_crosses_study_end,stages_cross_study_end,recovery_crosses_development_end,input_version,LAD_source_status,population,population_source,population_lookup_year,population_join_status,log_population,regional_basis,weather_hour_utc,cache_cache_file_path,cache_cache_status,cache_cache_sha256,cache_cache_bytes,cache_cache_error,cache_cache_attrs_json,cache_product_status,cache_units_basis,cache_units_response_metadata_available,cache_gust_0h,cache_precipitation_24h_sum,cache_temperature_0h,cache_pressure_msl_0h,cache_exact_hour_count,cache_rain_window_rows,cache_rain_valid_values,cache_rain_unique_hours,cache_rain_window_status,cache_cache_hour_valid,weather_source,weather_validation_tier,weather_numeric_available,weather_product_status,weather_units_basis,weather_cache_status,weather_source_row,rain_window_left_open_utc,rain_window_right_closed_utc,weather_source_warning,urban_binary,region_numeric_complete,cause_in_main,candidate_base,candidate_main_E0,candidate_main_R0c,candidate_weather_E0,candidate_weather_R0c,candidate_status,E0_exclusion_reasons,R0c_exclusion_reasons,weather_status_alias_note,strict_candidate_main_E0,strict_candidate_main_R0c,strict_candidate_weather_E0,strict_candidate_weather_R0c,H0_main_E0,membership_main_E0,H0_main_R0c,membership_main_R0c,H0_weather_E0,membership_weather_E0,H0_weather_R0c,membership_weather_R0c,R1_compat_candidate_main_E0,R1_compat_candidate_main_R0c,R1_compat_candidate_weather_E0,R1_compat_candidate_weather_R0c,new_storm_count,old_storm_count,UTC_London_date_diff,UTC_London_study_diff,UTC_London_period_diff,delta_gust_0h,delta_precipitation_24h_sum,delta_temperature_0h,delta_pressure_msl_0h,membership_reason_main_E0,oldnew_membership_scope_main_E0,membership_reason_main_R0c,oldnew_membership_scope_main_R0c,membership_reason_weather_E0,oldnew_membership_scope_weather_E0,membership_reason_weather_R0c,oldnew_membership_scope_weather_R0c
FREP-314454-J,1,2023-03-24T19:27:00+00:00,2023-04-05T11:50:00+01:00,1,N,51,71,,1,,1,,,LPN,2022-23,FREP-314454-J1,EPPING NEW RD,LPN-S000000000523,"51.6271376055075, 0.029948701308337",147106,unresolved,2,140.88333333333333,279.3833333333333,140.88333333333333,51.6271376055075,0.029948701308337,51.6_0.0_2023-03-24,2023-03-24 19:00:00+00:00,9.050000190734863,997.7999877929688,14.699999809265137,2.4000000953674316,matched,E07000072,Epping Forest,Urban with Significant Rural (rural including hub towns 26-49%),0.224,0.14,0.091,2c9c0b20c4650b7d765c5c05de37e4bd189206ddabea7019c9437337750daaba,"94432,147106",147106,94432,2c9c0b20c4650b7d765c5c05de37e4bd189206ddabea7019c9437337750daaba:147106,2023-03-24T19:27:00+00:00,+00:00,2023-04-05T11:50:00+01:00,+01:00,2023-04-05T09:23:00+01:00,+01:00,2023-03-24 19:27:00+00:00,2023-03-24 19:27:00+00:00,2023-03-24,2023-03-24,2023,3,2023,3,2023-03-24 19:00:00+00:00,True,True,development,development,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023-04-05 08:23:00+00:00,2023-04-05 09:23:00+01:00,2023-04-05,2023-04-05,2023,4,2023,4,2023-04-05 08:00:00+00:00,True,True,development,development,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023-03-24 19:27:00+00:00,2023-03-24 19:27:00+00:00,,unknown,UTC,earliest_available_stage_start,2023-03-24,2023,3,276.93333333333334,2023-04-05 10:50:00+00:00,2023-04-05 08:23:00+00:00,2,2,1,1,False,True,False,1,147106,False,False,False,False,False,False,True,"71,87",True,False,,unresolved,unresolved_or_missing,"94432,147106",False,87,external_or_customer,False,True,unresolved,True,unknown,unknown,unknown,unknown,2,279.3833333333333,140.88333333333333,False,False,False,id_formula_only_identity_unresolved,2.0,279.3833333333333,140.88333333333333,,,,,,51.6_0.0_2023-04-05,136176.0,E07000072,Epping Forest,0.091,0.224,0.14,Urban with Significant Rural (rural including hub towns 26-49%),51.6271376055075,0.029948701308337,2.0,279.3833333333333,140.88333333333333,14.699999809265137,2.400000095367432,9.050000190734863,997.7999877929688,2023-03-24 19:00:00+00:00,51.6_0.0_2023-03-24,matched,136176.0,False,True,51.6,0.0,reported_primary_substation_proxy,147106,147106,v3_frozen_static_lookup,False,LAD21_to_LAD23_same_code_not_full_boundary_certification,False,False,False,R02_20260905,selected_stage_frozen_v3,136176.0,population_lad_long.csv,2023,matched_same_code,11.821703445716743,frozen_static_LAD_lookup_with_explicit_Buck_proxy,2023-03-24 19:00:00+00:00,D:\Pyprogramme\STST2603\data\weather_request_cache\51.6_0.0_2023-03-24.pkl,readable,b6fbbe6697de740c91ef1a86cc7c30003a6cf644fda48f84e38df84655db09f7,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False,14.699999809265137,2.4000000953674316,9.050000190734863,997.7999877929688,1.0,24.0,24.0,24.0,valid_24_unique_values,True,historical_cache_exact_key,strict_cache_checked,True,historical_model_unresolved,historical_request_code_ms_mm_GMT,readable,147106,2023-03-23 19:00:00+00:00,2023-03-24 19:00:00+00:00,historical_model_unresolved,1.0,True,False,False,False,False,False,False,not_eligible,event_identity_unresolved;cause_not_main_or_unresolved,event_identity_unresolved;cause_not_main_or_unresolved,compatibility alias; see separate cache/value/product states,False,False,False,False,False,neither,False,neither,False,neither,False,neither,False,False,False,False,0,0,False,False,False,,,,,,H0 accepted historical membership vs R02 full-valid candidate; no fitted B1,,H0 accepted historical membership vs R02 full-valid candidate; no fitted B1,,H0 accepted historical membership vs R02 full-valid candidate; no fitted B1,,H0 accepted historical membership vs R02 full-valid candidate; no fitted B1
FREP-338321-Z,1,2022-11-04T16:44:00+00:00,2022-11-04T17:10:00+00:00,0,N,59,98,,1,,1,,,EPN,2022-23,FREP-338321-Z1,VALLEYBRIDGE RD PRIMARY,EPN-S0000000H3010,"51.803888482106, 1.16435758884433",163320,unresolved,1,2.566666666666667,4508.933333333333,2.566666666666667,51.803888482106,1.16435758884433,51.8_1.2_2022-11-04,,,,,,R02_numeric_unavailable,E07000076,Tendring,Largely Rural (rural including hub towns 50-79%) ,0.5249999999999999,0.49,0.173,2c9c0b20c4650b7d765c5c05de37e4bd189206ddabea7019c9437337750daaba,"89486,163320",163320,89486,2c9c0b20c4650b7d765c5c05de37e4bd189206ddabea7019c9437337750daaba:163320,2022-11-04T16:44:00+00:00,+00:00,2022-11-04T17:10:00+00:00,+00:00,2023-05-11T12:06:00+01:00,+01:00,2022-11-04 16:44:00+00:00,2022-11-04 16:44:00+00:00,2022-11-04,2022-11-04,2022,11,2022,11,2022-11-04 16:00:00+00:00,True,True,development,development,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023-05-11 11:06:00+00:00,2023-05-11 12:06:00+01:00,2023-05-11,2023-05-11,2023,5,2023,5,2023-05-11 11:00:00+00:00,True,True,development,development,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2022-11-04 16:44:00+00:00,2022-11-04 16:44:00+00:00,,unknown,UTC,earliest_available_stage_start,2022-11-04,2022,11,4506.366666666667,2023-05-11 13:40:00+00:00,2023-05-11 11:06:00+00:00,2,2,1,2,False,True,False,1,163320,False,False,False,False,False,False,False,"71,98",True,False,,unresolved,unresolved_or_missing,"89486,163320",False,71,technical_asset,False,True,unresolved,True,unknown,unknown,unknown,unknown,1,4508.933333333333,2.566666666666667,False,False,False,id_formula_only_identity_unresolved,1.0,4508.933333333333,2.566666666666667,5.400000095367432,1.7000000476837158,14.914999961853027,1015.5999755859376,2023-05-11 11:00:00+00:00,51.8_1.2_2023-05-11,154321.0,E07000076,Tendring,0.173,0.5249999999999999,0.49,Largely Rural (rural including hub towns 50-79%) ,51.803888482106,1.16435758884433,1.0,4508.933333333333,2.566666666666667,,,,,,51.8_1.2_2022-11-04,weather_request_unavailable,151530.0,False,True,51.8,1.2,reported_primary_substation_proxy,163320,163320,v3_frozen_static_lookup,False,LAD21_to_LAD23_same_code_not_full_boundary_certification,False,False,False,R02_20260905,selected_stage_frozen_v3,151530.0,population_lad_long.csv,2022,matched_same_code,11.928538904130209,frozen_static_LAD_lookup_with_explicit_Buck_proxy,2022-11-04 16:00:00+00:00,D:\Pyprogramme\STST2603\data\weather_request_cache\51.8_1.2_2022-11-04.pkl,missing_file,,,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False,,,,,,,,,,,none,unavailable,False,historical_model_unresolved,historical_request_code_ms_mm_GMT,missing_file,163320,2022-11-03 16:00:00+00:00,2022-11-04 16:00:00+00:00,historical_model_unresolved,0.0,True,False,False,False,False,False,False,not_eligible,event_identity_unresolved;cause_not_main_or_unresolved;weather_numeric_unavailable,event_identity_unresolved;cause_not_main_or_unresolved;weather_numeric_unavailable,compatibility alias; see separate cache/value/product states,False,False,False,False,True,exit,False,neither,False,neither,False,neither,False,False,False,False,0,0,False,False,False,,,,,event_identity_unresolved;cause_not_main_or_unresolved;weather_numeric_unavailable,H0 accepted historical membership vs R02 full-valid candidate; no fitted B1,,H0 accepted historical membership vs R02 full-valid candidate; no fitted B1,,H0 accepted historical membership vs R02 full-valid candidate; no fitted B1,,H0 accepted historical membership vs R02 full-valid candidate; no fitted B1
