fold,n_test,n_train,sse,rmse,k
0,2141,7113,3223.1723573073623,1.226968550938353,30
1,1926,7328,3281.6428668477097,1.3053215760291412,30
2,1244,8010,1826.3492784673435,1.2116626715534848,30
3,1894,7360,3071.1759055139446,1.2733927081555434,30
4,2049,7205,2995.9907587667817,1.2092031100805172,30
