Incident Reference,distinct_cause_code_count
FREP-326196-G,1
FREP-326196-J,1
FREP-326197-J,1
FREP-326197-Z,1
FREP-326199-J,1
FREP-326200-J,1
FREP-326201-G,1
FREP-326201-J,1
FREP-326201-Z,1
FREP-326202-Z,1
FREP-326203-G,1
FREP-326204-J,1
FREP-326206-G,1
FREP-326206-J,1
FREP-326208-J,1
FREP-326209-J,1
FREP-326209-Z,1
FREP-326210-G,1
FREP-326211-G,1
FREP-326211-Z,1
FREP-326212-G,1
FREP-326212-Z,1
FREP-326213-Z,1
FREP-326216-G,1
FREP-326218-Z,1
FREP-326219-G,1
FREP-326221-G,1
FREP-326222-J,1
FREP-326225-G,1
FREP-326227-J,1
FREP-326227-Z,1
FREP-326230-Z,1
FREP-326231-Z,1
FREP-326232-Z,1
FREP-326233-G,1
FREP-326234-Z,1
FREP-326235-J,1
FREP-326235-Z,1
FREP-326236-G,1
FREP-326236-Z,1
FREP-326237-G,1
FREP-326237-Z,1
FREP-326238-J,1
FREP-326241-G,1
FREP-326242-G,1
FREP-326244-G,1
FREP-326244-Z,1
FREP-326245-J,1
FREP-326246-Z,1
FREP-326248-Z,1
FREP-326249-G,1
FREP-326250-Z,1
FREP-326251-G,1
FREP-326252-J,1
FREP-326253-G,1
FREP-326255-J,1
FREP-326256-G,1
FREP-326256-Z,1
FREP-326257-G,1
FREP-326257-Z,1
FREP-326259-G,1
FREP-326260-G,1
FREP-326261-G,1
FREP-326261-J,1
FREP-326262-J,1
FREP-326263-Z,1
FREP-326264-G,1
FREP-326264-J,1
FREP-326267-J,1
FREP-326269-G,1
FREP-326270-G,1
FREP-326271-J,1
FREP-326271-Z,1
FREP-326272-G,1
FREP-326273-G,1
FREP-326273-Z,1
FREP-326275-G,1
FREP-326276-G,1
FREP-326276-J,1
FREP-326276-Z,1
FREP-326279-G,1
FREP-326280-G,1
FREP-326280-J,1
FREP-326280-Z,1
FREP-326281-J,1
FREP-326286-G,1
FREP-326287-G,1
FREP-326287-Z,1
FREP-326288-G,1
FREP-326288-J,1
FREP-326289-G,1
FREP-326289-Z,1
FREP-326290-G,1
FREP-326291-G,1
FREP-326291-J,1
FREP-326292-G,1
FREP-326292-J,1
FREP-326293-G,1
FREP-326293-Z,1
FREP-326295-G,1
FREP-326297-G,1
FREP-326298-G,1
FREP-326300-G,1
FREP-326301-G,1
FREP-326302-G,1
FREP-326302-J,1
FREP-326303-J,1
FREP-326304-G,1
FREP-326304-J,1
FREP-326304-Z,1
FREP-326305-G,1
FREP-326306-Z,1
FREP-326307-G,1
FREP-326309-G,1
FREP-326310-G,1
FREP-326310-Z,1
FREP-326311-G,1
FREP-326312-G,1
FREP-326315-G,1
FREP-326315-Z,1
FREP-326318-G,1
FREP-326318-Z,1
FREP-326319-G,1
FREP-326321-G,1
FREP-326322-G,1
FREP-326323-G,1
FREP-326323-Z,1
FREP-326324-G,1
FREP-326327-G,1
FREP-326329-G,1
FREP-326329-J,1
FREP-326329-Z,1
FREP-326330-G,1
FREP-326331-G,1
FREP-326332-G,1
FREP-326333-G,1
FREP-326333-Z,1
FREP-326334-G,1
FREP-326340-G,1
FREP-326342-Z,1
FREP-326343-G,1
FREP-326343-J,1
FREP-326344-J,1
FREP-326345-G,1
FREP-326346-G,1
FREP-326346-Z,1
FREP-326350-G,1
FREP-326351-J,1
FREP-326353-Z,1
FREP-326354-J,1
FREP-326355-G,1
FREP-326355-Z,1
FREP-326356-G,1
FREP-326356-J,1
FREP-326358-G,1
FREP-326358-Z,1
FREP-326359-G,1
FREP-326359-J,1
FREP-326360-G,1
FREP-326360-J,1
FREP-326361-Z,1
FREP-326362-Z,1
FREP-326364-G,1
FREP-326365-J,1
FREP-326365-Z,1
FREP-326367-G,1
FREP-326368-G,1
FREP-326368-J,1
FREP-326369-G,1
FREP-326369-J,1
FREP-326370-Z,1
FREP-326372-J,1
FREP-326373-Z,1
FREP-326374-Z,1
FREP-326375-G,1
FREP-326378-J,1
FREP-326379-G,1
FREP-326381-G,1
FREP-326382-G,1
FREP-326382-J,1
FREP-326384-Z,1
FREP-326388-G,1
FREP-326389-G,1
FREP-326393-G,1
FREP-326394-G,1
FREP-326394-Z,1
FREP-326396-G,1
FREP-326397-G,1
FREP-326398-Z,1
FREP-326404-Z,1
FREP-326407-Z,1
FREP-326408-G,1
FREP-326409-Z,1
FREP-326410-G,1
FREP-326413-G,1
FREP-326418-G,1
FREP-326422-J,1
FREP-326423-G,1
FREP-326424-Z,1
FREP-326426-J,1
FREP-326428-G,1
FREP-326428-J,1
FREP-326429-Z,1
FREP-326431-J,1
FREP-326432-G,1
FREP-326434-G,1
FREP-326434-Z,1
FREP-326435-Z,1
FREP-326437-J,1
FREP-326438-Z,1
FREP-326440-G,1
FREP-326440-J,1
FREP-326442-J,1
FREP-326443-Z,1
FREP-326445-Z,1
FREP-326449-G,1
FREP-326451-Z,1
FREP-326452-G,1
FREP-326454-G,1
FREP-326455-Z,1
FREP-326458-Z,1
FREP-326464-J,1
FREP-326466-J,1
FREP-326471-G,1
FREP-326471-J,1
FREP-326472-J,1
FREP-326472-Z,1
FREP-326473-Z,1
FREP-326474-Z,1
FREP-326475-G,1
FREP-326475-J,1
FREP-326478-G,1
FREP-326478-J,1
FREP-326482-J,1
FREP-326482-Z,1
FREP-326483-Z,1
FREP-326485-J,1
FREP-326486-G,1
FREP-326487-Z,1
FREP-326488-Z,1
FREP-326492-Z,1
FREP-326495-Z,1
FREP-326497-Z,1
FREP-326498-Z,1
FREP-326502-J,1
FREP-326504-J,1
FREP-326504-Z,1
FREP-326506-Z,1
FREP-326507-J,1
FREP-326510-J,1
FREP-326510-Z,1
FREP-326511-G,1
FREP-326511-J,1
FREP-326512-G,1
FREP-326512-J,1
FREP-326517-J,1
FREP-326520-J,1
FREP-326522-Z,1
FREP-326527-G,1
FREP-326528-Z,1
FREP-326529-G,1
FREP-326530-Z,1
FREP-326532-G,1
FREP-326533-Z,1
FREP-326534-Z,1
FREP-326538-J,1
FREP-326541-J,1
FREP-326541-Z,1
FREP-326542-G,1
FREP-326542-J,1
FREP-326542-Z,1
FREP-326543-Z,1
FREP-326545-G,1
FREP-326545-J,1
FREP-326546-J,1
FREP-326547-J,1
FREP-326549-J,1
FREP-326549-Z,1
FREP-326550-G,1
FREP-326551-G,1
FREP-326551-Z,1
FREP-326552-G,1
FREP-326556-G,1
FREP-326557-G,1
FREP-326557-J,1
FREP-326558-J,1
FREP-326559-G,1
FREP-326561-G,1
FREP-326563-G,1
FREP-326565-Z,1
FREP-326566-Z,1
FREP-326567-Z,1
FREP-326568-J,1
FREP-326569-J,1
FREP-326570-G,1
FREP-326570-J,1
FREP-326571-J,1
FREP-326572-G,1
FREP-326574-J,1
FREP-326575-J,1
FREP-326578-J,1
FREP-326580-Z,1
FREP-326581-Z,1
FREP-326582-G,1
FREP-326582-Z,1
FREP-326583-J,1
FREP-326588-J,1
FREP-326588-Z,1
FREP-326589-G,1
FREP-326589-Z,1
FREP-326590-G,1
FREP-326590-Z,1
FREP-326591-J,1
FREP-326591-Z,1
FREP-326592-G,1
FREP-326593-G,1
FREP-326595-J,1
FREP-326597-G,1
FREP-326598-Z,1
FREP-326599-J,1
FREP-326599-Z,1
FREP-326600-Z,1
FREP-326601-Z,1
FREP-326602-Z,1
FREP-326603-Z,1
FREP-326604-G,1
FREP-326606-Z,1
FREP-326608-J,1
FREP-326610-Z,1
FREP-326612-J,1
FREP-326612-Z,1
FREP-326613-G,1
FREP-326613-Z,1
FREP-326615-J,1
FREP-326616-G,1
FREP-326617-J,1
FREP-326618-G,1
FREP-326618-J,1
FREP-326621-Z,1
FREP-326622-Z,1
FREP-326623-Z,1
FREP-326624-Z,1
FREP-326625-J,1
FREP-326625-Z,1
FREP-326634-Z,1
FREP-326635-Z,1
FREP-326638-G,1
FREP-326639-Z,1
FREP-326640-G,1
FREP-326640-J,1
FREP-326642-G,1
FREP-326642-Z,1
FREP-326643-Z,1
FREP-326644-J,1
FREP-326645-J,1
FREP-326646-Z,1
FREP-326648-G,1
FREP-326649-J,1
FREP-326649-Z,1
FREP-326651-Z,1
FREP-326652-J,1
FREP-326657-G,1
FREP-326662-G,1
FREP-326662-Z,1
FREP-326664-G,1
FREP-326666-G,1
FREP-326667-Z,1
FREP-326668-G,1
FREP-326668-Z,1
FREP-326670-J,1
FREP-326671-G,1
FREP-326672-G,1
FREP-326674-J,1
FREP-326675-G,1
FREP-326677-G,1
FREP-326677-Z,1
FREP-326678-J,1
FREP-326679-G,1
FREP-326679-Z,1
FREP-326680-G,1
FREP-326680-J,1
FREP-326682-G,1
FREP-326684-G,1
FREP-326688-G,1
FREP-326691-G,1
FREP-326692-Z,1
FREP-326693-G,1
FREP-326693-J,1
FREP-326697-G,1
FREP-326698-J,1
FREP-326700-G,1
FREP-326702-Z,1
FREP-326703-G,1
FREP-326703-Z,1
FREP-326704-G,1
FREP-326704-J,1
FREP-326704-Z,1
FREP-326706-J,1
FREP-326708-G,1
FREP-326709-Z,1
FREP-326712-G,1
FREP-326712-J,1
FREP-326713-G,1
FREP-326714-J,1
FREP-326717-G,1
FREP-326720-G,1
FREP-326721-J,1
FREP-326721-Z,1
FREP-326726-Z,1
FREP-326728-J,1
FREP-326735-J,1
FREP-326736-G,1
FREP-326736-Z,1
FREP-326739-Z,1
FREP-326740-G,1
FREP-326741-J,1
FREP-326743-Z,1
FREP-326746-Z,1
FREP-326748-G,1
FREP-326749-Z,1
FREP-326750-J,1
FREP-326751-J,1
FREP-326752-Z,1
FREP-326754-G,1
FREP-326754-Z,1
FREP-326755-J,1
FREP-326756-Z,1
FREP-326757-J,1
FREP-326758-J,1
FREP-326759-Z,1
FREP-326760-Z,1
FREP-326762-G,1
FREP-326764-J,1
FREP-326764-Z,1
FREP-326765-G,1
FREP-326768-G,1
FREP-326770-J,1
FREP-326771-Z,1
FREP-326774-Z,1
FREP-326776-J,1
FREP-326776-Z,1
FREP-326779-Z,1
FREP-326782-Z,1
FREP-326785-Z,1
FREP-326786-J,1
FREP-326786-Z,1
FREP-326787-G,1
FREP-326789-G,1
FREP-326790-Z,1
FREP-326791-J,1
FREP-326791-Z,1
FREP-326792-J,1
FREP-326793-G,1
FREP-326793-J,1
FREP-326793-Z,1
FREP-326795-G,1
FREP-326797-G,1
FREP-326798-Z,1
FREP-326799-Z,1
FREP-326800-G,1
FREP-326800-J,1
FREP-326800-Z,1
FREP-326801-Z,1
FREP-326802-Z,1
FREP-326803-Z,1
FREP-326804-G,1
FREP-326806-Z,1
FREP-326810-J,1
FREP-326811-J,1
FREP-326818-J,1
FREP-326821-J,1
FREP-326823-G,1
FREP-326823-Z,1
FREP-326824-J,1
FREP-326829-G,1
FREP-326829-Z,1
FREP-326830-J,1
FREP-326831-J,1
FREP-326832-J,1
FREP-326833-Z,1
FREP-326834-G,1
FREP-326839-G,1
FREP-326840-G,1
FREP-326840-J,1
FREP-326841-G,1
FREP-326841-J,1
FREP-326841-Z,1
FREP-326843-G,1
FREP-326843-J,1
FREP-326844-G,1
FREP-326844-J,1
FREP-326844-Z,1
FREP-326845-G,1
FREP-326845-J,1
FREP-326845-Z,1
FREP-326846-G,1
FREP-326847-G,1
FREP-326847-Z,1
FREP-326848-G,1
FREP-326849-Z,1
FREP-326850-J,1
FREP-326850-Z,1
FREP-326851-G,1
FREP-326851-Z,1
FREP-326853-G,1
FREP-326853-J,1
FREP-326854-G,1
FREP-326855-G,1
FREP-326855-J,1
FREP-326856-G,1
FREP-326856-Z,1
FREP-326857-Z,1
FREP-326858-G,1
FREP-326859-Z,1
FREP-326860-J,1
FREP-326862-G,1
FREP-326862-Z,1
FREP-326863-G,1
FREP-326865-G,1
FREP-326866-J,1
FREP-326868-G,1
FREP-326868-Z,1
FREP-326869-G,1
FREP-326870-Z,1
FREP-326871-G,1
FREP-326872-G,1
FREP-326873-Z,1
FREP-326874-G,1
FREP-326875-G,1
FREP-326876-G,1
FREP-326877-Z,1
FREP-326878-Z,1
FREP-326879-Z,1
FREP-326880-G,1
FREP-326880-Z,1
FREP-326881-G,1
FREP-326881-Z,1
FREP-326882-G,1
FREP-326883-G,1
FREP-326883-J,1
FREP-326884-J,1
FREP-326885-Z,1
FREP-326887-G,1
FREP-326888-G,1
FREP-326891-G,1
FREP-326892-G,1
FREP-326893-Z,1
FREP-326894-Z,1
FREP-326895-G,1
FREP-326896-G,1
FREP-326897-G,1
FREP-326898-J,1
FREP-326898-Z,1
FREP-326901-G,1
FREP-326901-J,1
FREP-326902-G,1
FREP-326903-G,1
FREP-326903-Z,1
FREP-326904-G,1
FREP-326907-G,1
FREP-326907-Z,1
FREP-326908-J,1
FREP-326910-Z,1
FREP-326912-G,1
FREP-326915-G,1
FREP-326915-J,1
FREP-326917-J,1
FREP-326918-G,1
FREP-326918-J,1
FREP-326920-G,1
FREP-326923-J,1
FREP-326926-J,1
FREP-326927-J,1
FREP-326927-Z,1
FREP-326930-Z,1
FREP-326931-J,1
FREP-326931-Z,1
FREP-326932-Z,1
FREP-326933-J,1
FREP-326933-Z,1
FREP-326934-Z,1
FREP-326935-J,1
FREP-326936-G,1
FREP-326936-J,1
FREP-326937-Z,1
FREP-326938-J,1
FREP-326940-G,1
FREP-326941-J,1
FREP-326943-J,1
FREP-326944-Z,1
FREP-326945-G,1
FREP-326945-J,1
FREP-326949-G,1
FREP-326950-G,1
FREP-326952-G,1
FREP-326954-J,1
FREP-326955-J,1
FREP-326958-G,1
FREP-326961-G,1
FREP-326965-Z,1
FREP-326968-G,1
FREP-326969-G,1
FREP-326974-G,1
FREP-326975-Z,1
FREP-326978-J,1
FREP-326980-G,1
FREP-326983-J,1
FREP-326984-G,1
FREP-326986-J,1
FREP-326986-Z,1
FREP-326988-G,1
FREP-326988-Z,1
FREP-326989-J,1
FREP-326990-G,1
FREP-326990-J,1
FREP-326991-J,1
FREP-326994-Z,1
FREP-326995-J,1
FREP-326998-G,1
FREP-326999-G,1
FREP-326999-Z,1
FREP-327001-Z,1
FREP-327002-Z,1
FREP-327006-G,1
FREP-327009-G,1
FREP-327011-J,1
FREP-327012-G,1
FREP-327012-Z,1
FREP-327013-J,1
FREP-327014-J,1
FREP-327014-Z,1
FREP-327018-G,1
FREP-327019-Z,1
FREP-327021-G,1
FREP-327022-G,1
FREP-327023-G,1
FREP-327023-J,1
FREP-327024-G,1
FREP-327024-J,1
FREP-327025-Z,1
FREP-327026-G,1
FREP-327027-G,1
FREP-327027-J,1
FREP-327027-Z,1
FREP-327028-Z,1
FREP-327029-G,1
FREP-327032-G,1
FREP-327033-G,1
FREP-327035-G,1
FREP-327035-Z,1
FREP-327036-J,1
FREP-327038-G,1
FREP-327038-J,1
FREP-327039-G,1
FREP-327040-G,1
FREP-327040-J,1
FREP-327041-Z,1
FREP-327042-Z,1
FREP-327043-G,1
FREP-327047-Z,1
FREP-327048-G,1
FREP-327052-J,1
FREP-327057-G,1
FREP-327059-G,1
FREP-327059-Z,1
FREP-327061-J,1
FREP-327062-G,1
FREP-327063-G,1
FREP-327063-J,1
FREP-327064-J,1
FREP-327065-G,1
FREP-327065-J,1
FREP-327067-G,1
FREP-327067-Z,1
FREP-327069-J,1
FREP-327071-J,1
FREP-327073-J,1
FREP-327075-J,1
FREP-327075-Z,1
FREP-327076-J,1
FREP-327076-Z,1
FREP-327078-G,1
FREP-327079-G,1
FREP-327079-J,1
FREP-327080-G,1
FREP-327080-J,1
FREP-327081-G,1
FREP-327081-J,1
FREP-327083-Z,1
FREP-327084-G,1
FREP-327085-G,1
FREP-327085-Z,1
FREP-327086-J,1
FREP-327086-Z,1
FREP-327087-G,1
FREP-327088-G,1
FREP-327090-J,1
FREP-327091-J,1
FREP-327092-G,1
FREP-327093-G,1
FREP-327093-J,1
FREP-327096-Z,1
FREP-327099-G,1
FREP-327099-Z,1
FREP-327101-J,1
FREP-327101-Z,1
FREP-327102-Z,1
FREP-327103-G,1
FREP-327104-J,1
FREP-327104-Z,1
FREP-327105-J,1
FREP-327106-J,1
FREP-327107-Z,1
FREP-327108-J,1
FREP-327110-Z,1
FREP-327111-J,1
FREP-327112-J,1
FREP-327113-Z,1
FREP-327116-G,1
FREP-327117-G,1
FREP-327117-Z,1
FREP-327119-J,1
FREP-327119-Z,1
FREP-327121-Z,1
FREP-327123-J,1
FREP-327123-Z,1
FREP-327124-G,1
FREP-327124-J,1
FREP-327124-Z,1
FREP-327125-G,1
FREP-327126-Z,1
FREP-327127-J,1
FREP-327128-G,1
FREP-327128-Z,1
FREP-327129-G,1
FREP-327130-G,1
FREP-327131-Z,1
FREP-327132-Z,1
FREP-327133-G,1
FREP-327134-Z,1
FREP-327135-J,1
FREP-327136-J,1
FREP-327136-Z,1
FREP-327137-J,1
FREP-327137-Z,1
FREP-327138-G,1
FREP-327138-J,1
FREP-327138-Z,1
FREP-327139-Z,1
FREP-327142-Z,1
FREP-327146-J,1
FREP-327148-Z,1
FREP-327149-G,1
FREP-327150-Z,1
FREP-327151-J,1
FREP-327153-G,1
FREP-327153-J,1
FREP-327154-G,1
FREP-327155-Z,1
FREP-327156-G,1
FREP-327157-G,1
FREP-327157-Z,1
FREP-327158-G,1
FREP-327158-J,1
FREP-327158-Z,1
FREP-327159-G,1
FREP-327159-J,1
FREP-327159-Z,1
FREP-327160-G,1
FREP-327160-J,1
FREP-327160-Z,1
FREP-327162-J,1
FREP-327163-Z,1
FREP-327167-J,1
FREP-327171-G,1
FREP-327172-Z,1
FREP-327173-G,1
FREP-327180-J,1
FREP-327181-J,1
FREP-327182-G,1
FREP-327183-G,1
FREP-327183-J,1
FREP-327184-J,1
FREP-327186-G,1
FREP-327186-J,1
FREP-327189-G,1
FREP-327189-J,1
FREP-327190-Z,1
FREP-327191-G,1
FREP-327191-Z,1
FREP-327198-Z,1
FREP-327200-G,1
FREP-327201-G,1
FREP-327201-Z,1
FREP-327203-G,1
FREP-327203-Z,1
FREP-327204-Z,1
FREP-327205-Z,1
FREP-327206-Z,1
FREP-327208-J,1
FREP-327211-Z,1
FREP-327218-G,1
FREP-327218-J,1
FREP-327218-Z,1
FREP-327220-Z,1
FREP-327221-Z,1
FREP-327222-G,1
FREP-327222-J,1
FREP-327222-Z,1
FREP-327223-G,1
FREP-327223-J,1
FREP-327224-G,1
FREP-327225-G,1
FREP-327226-G,1
FREP-327229-J,1
FREP-327231-Z,1
FREP-327232-J,1
FREP-327233-G,1
FREP-327233-J,1
FREP-327234-J,1
FREP-327236-J,1
FREP-327238-Z,1
FREP-327241-G,1
FREP-327242-G,1
FREP-327243-G,1
FREP-327245-Z,1
FREP-327246-G,1
FREP-327255-J,1
FREP-327257-J,1
FREP-327260-G,1
FREP-327260-J,1
FREP-327262-G,1
FREP-327264-J,1
FREP-327266-Z,1
FREP-327272-Z,1
FREP-327273-Z,1
FREP-327276-G,1
FREP-327277-G,1
FREP-327277-J,1
FREP-327279-G,1
FREP-327280-G,1
FREP-327281-G,1
FREP-327281-J,1
FREP-327282-Z,1
FREP-327283-G,1
FREP-327285-Z,1
FREP-327286-G,1
FREP-327287-G,1
FREP-327289-G,1
FREP-327290-G,1
FREP-327292-G,1
FREP-327294-G,1
FREP-327295-G,1
FREP-327296-Z,1
FREP-327297-G,1
FREP-327297-J,1
FREP-327301-G,1
FREP-327302-G,1
FREP-327304-Z,1
FREP-327305-G,1
FREP-327307-Z,1
FREP-327308-G,1
FREP-327309-G,1
FREP-327312-J,1
FREP-327314-J,1
FREP-327317-Z,1
FREP-327319-Z,1
FREP-327320-J,1
FREP-327323-Z,1
FREP-327324-G,1
FREP-327325-J,1
FREP-327325-Z,1
FREP-327329-J,1
FREP-327329-Z,1
FREP-327330-Z,1
FREP-327331-Z,1
FREP-327332-G,1
FREP-327334-J,1
FREP-327334-Z,1
FREP-327335-G,1
FREP-327335-J,1
FREP-327335-Z,1
FREP-327336-G,1
FREP-327337-G,1
FREP-327337-J,1
FREP-327338-Z,1
FREP-327340-Z,1
FREP-327341-Z,1
FREP-327343-Z,1
FREP-327344-Z,1
FREP-327346-J,1
FREP-327347-G,1
FREP-327347-J,1
FREP-327347-Z,1
FREP-327348-Z,1
FREP-327349-G,1
FREP-327349-J,1
FREP-327349-Z,1
FREP-327350-G,1
FREP-327350-J,1
FREP-327351-J,1
FREP-327352-Z,1
FREP-327353-Z,1
FREP-327355-Z,1
FREP-327356-J,1
FREP-327356-Z,1
FREP-327357-G,1
FREP-327357-Z,1
FREP-327359-Z,1
FREP-327361-G,1
FREP-327361-J,1
FREP-327361-Z,1
FREP-327362-J,1
FREP-327363-J,1
FREP-327365-J,1
FREP-327365-Z,1
FREP-327366-G,1
FREP-327366-Z,1
FREP-327367-G,1
FREP-327367-Z,1
FREP-327368-Z,1
FREP-327369-J,1
FREP-327370-J,1
FREP-327372-J,1
FREP-327373-Z,1
FREP-327377-J,1
FREP-327381-G,1
FREP-327381-Z,1
FREP-327382-J,1
FREP-327382-Z,1
FREP-327385-G,1
FREP-327392-G,1
FREP-327392-Z,1
FREP-327398-G,1
FREP-327398-J,1
FREP-327399-G,1
FREP-327400-J,1
FREP-327411-J,1
FREP-327413-G,1
FREP-327413-Z,1
FREP-327415-J,1
FREP-327416-G,1
FREP-327416-J,1
FREP-327418-J,1
FREP-327419-G,1
FREP-327420-J,1
FREP-327423-G,1
FREP-327423-J,1
FREP-327424-J,1
FREP-327426-G,1
FREP-327427-Z,1
FREP-327428-J,1
FREP-327429-G,1
FREP-327429-J,1
FREP-327432-G,1
FREP-327435-G,1
FREP-327436-J,1
FREP-327436-Z,1
FREP-327437-G,1
FREP-327440-J,1
FREP-327442-J,1
FREP-327443-J,1
FREP-327445-J,1
FREP-327447-J,1
FREP-327447-Z,1
FREP-327448-J,1
FREP-327448-Z,1
FREP-327449-J,1
FREP-327450-G,1
FREP-327453-J,1
FREP-327453-Z,1
FREP-327454-G,1
FREP-327455-Z,1
FREP-327456-G,1
FREP-327456-J,1
FREP-327456-Z,1
FREP-327457-J,1
FREP-327459-J,1
FREP-327460-J,1
FREP-327460-Z,1
FREP-327462-G,1
FREP-327462-J,1
FREP-327463-Z,1
FREP-327464-G,1
FREP-327466-J,1
FREP-327468-G,1
FREP-327468-J,1
FREP-327469-Z,1
FREP-327470-G,1
FREP-327471-J,1
FREP-327471-Z,1
FREP-327472-G,1
FREP-327474-J,1
FREP-327475-J,1
FREP-327477-J,1
FREP-327479-J,1
FREP-327480-G,1
FREP-327482-G,1
FREP-327482-J,1
FREP-327483-J,1
FREP-327483-Z,1
FREP-327484-J,1
FREP-327485-G,1
FREP-327487-Z,1
FREP-327488-J,1
FREP-327488-Z,1
FREP-327489-G,1
FREP-327489-J,1
FREP-327490-J,1
FREP-327491-Z,1
FREP-327492-J,1
FREP-327492-Z,1
FREP-327493-G,1
FREP-327493-J,1
FREP-327494-G,1
FREP-327494-J,1
FREP-327497-J,1
FREP-327498-J,1
FREP-327499-J,1
FREP-327501-J,1
FREP-327501-Z,1
FREP-327503-G,1
FREP-327503-Z,1
FREP-327505-G,1
FREP-327505-J,1
FREP-327508-G,1
FREP-327509-G,1
FREP-327509-Z,1
FREP-327510-J,1
FREP-327511-G,1
FREP-327511-J,1
FREP-327513-J,1
FREP-327513-Z,1
FREP-327514-J,1
FREP-327516-J,1
FREP-327517-J,1
FREP-327519-J,1
FREP-327520-J,1
FREP-327520-Z,1
FREP-327522-Z,1
FREP-327523-J,1
FREP-327524-J,1
FREP-327524-Z,1
FREP-327526-G,1
FREP-327526-J,1
FREP-327526-Z,1
FREP-327527-G,1
FREP-327527-Z,1
FREP-327529-G,1
FREP-327529-J,1
FREP-327531-Z,1
FREP-327532-G,1
FREP-327533-Z,1
FREP-327535-Z,1
FREP-327538-J,1
FREP-327540-G,1
FREP-327540-Z,1
FREP-327544-G,1
FREP-327547-J,1
FREP-327551-Z,1
FREP-327554-G,1
FREP-327554-J,1
FREP-327555-G,1
FREP-327555-J,1
FREP-327556-G,1
FREP-327556-J,1
FREP-327557-J,1
FREP-327559-J,1
FREP-327560-J,1
FREP-327561-G,1
FREP-327561-Z,1
FREP-327562-J,1
FREP-327563-J,1
FREP-327563-Z,1
FREP-327564-J,1
FREP-327566-J,1
FREP-327567-G,1
FREP-327568-J,1
FREP-327569-G,1
FREP-327569-J,1
FREP-327569-Z,1
FREP-327571-Z,1
FREP-327572-G,1
FREP-327573-J,1
FREP-327574-Z,1
FREP-327575-Z,1
FREP-327576-G,1
FREP-327577-J,1
FREP-327578-G,1
FREP-327579-J,1
FREP-327579-Z,1
FREP-327580-G,1
FREP-327580-J,1
FREP-327582-G,1
FREP-327582-Z,1
FREP-327583-G,1
FREP-327583-Z,1
FREP-327585-G,1
FREP-327585-J,1
FREP-327586-G,1
FREP-327586-Z,1
FREP-327587-J,1
FREP-327590-J,1
FREP-327590-Z,1
FREP-327591-Z,1
FREP-327592-G,1
FREP-327593-Z,1
FREP-327595-J,1
FREP-327596-Z,1
FREP-327597-Z,1
FREP-327599-G,1
FREP-327601-J,1
FREP-327602-Z,1
FREP-327603-G,1
FREP-327605-J,1
FREP-327606-J,1
FREP-327608-J,1
FREP-327609-G,1
FREP-327609-J,1
FREP-327610-J,1
FREP-327611-G,1
FREP-327611-J,1
FREP-327613-J,1
FREP-327614-Z,1
FREP-327615-Z,1
FREP-327617-G,1
FREP-327617-Z,1
FREP-327619-G,1
FREP-327620-Z,1
FREP-327621-J,1
FREP-327624-G,1
FREP-327625-J,1
FREP-327627-Z,1
FREP-327628-Z,1
FREP-327629-Z,1
FREP-327630-J,1
FREP-327631-G,1
FREP-327631-Z,1
FREP-327632-J,1
FREP-327633-Z,1
FREP-327634-Z,1
FREP-327636-Z,1
FREP-327638-G,1
FREP-327639-Z,1
FREP-327641-Z,1
FREP-327642-Z,1
FREP-327643-J,1
FREP-327647-G,1
FREP-327649-G,1
FREP-327649-J,1
FREP-327652-G,1
FREP-327653-J,1
FREP-327654-J,1
FREP-327654-Z,1
FREP-327655-J,1
FREP-327656-J,1
FREP-327657-G,1
FREP-327660-J,1
FREP-327661-J,1
FREP-327662-J,1
FREP-327668-Z,1
FREP-327669-G,1
FREP-327669-Z,1
FREP-327670-G,1
FREP-327671-G,1
FREP-327671-Z,1
FREP-327672-Z,1
FREP-327674-Z,1
FREP-327677-J,1
FREP-327677-Z,1
FREP-327678-G,1
FREP-327678-Z,1
FREP-327680-Z,1
FREP-327682-G,1
FREP-327683-G,1
FREP-327684-Z,1
FREP-327685-J,1
FREP-327686-G,1
FREP-327686-J,1
FREP-327687-J,1
FREP-327687-Z,1
FREP-327688-Z,1
FREP-327690-G,1
FREP-327690-Z,1
FREP-327691-G,1
FREP-327693-Z,1
FREP-327694-G,1
FREP-327698-G,1
FREP-327699-G,1
FREP-327699-J,1
FREP-327700-G,1
FREP-327701-G,1
FREP-327701-J,1
FREP-327704-Z,1
FREP-327705-G,1
FREP-327706-G,1
FREP-327707-G,1
FREP-327707-Z,1
FREP-327708-J,1
FREP-327710-G,1
FREP-327710-J,1
FREP-327710-Z,1
FREP-327711-Z,1
FREP-327713-J,1
FREP-327714-G,1
FREP-327714-J,1
FREP-327714-Z,1
FREP-327715-J,1
FREP-327715-Z,1
FREP-327716-J,1
FREP-327716-Z,1
FREP-327718-J,1
FREP-327719-Z,1
FREP-327720-J,1
FREP-327721-G,1
FREP-327721-J,1
FREP-327722-J,1
FREP-327723-G,1
FREP-327723-Z,1
FREP-327724-G,1
FREP-327724-J,1
FREP-327726-G,1
FREP-327726-J,1
FREP-327729-G,1
FREP-327730-J,1
FREP-327730-Z,1
FREP-327731-G,1
FREP-327732-J,1
FREP-327735-J,1
FREP-327736-G,1
FREP-327736-J,1
FREP-327738-J,1
FREP-327741-G,1
FREP-327741-Z,1
