Incident Reference,distinct_cause_code_count
FREP-252904-G,1
FREP-252905-G,1
FREP-252909-Z,1
FREP-252912-G,1
FREP-252916-Z,1
FREP-252919-G,1
FREP-252921-G,1
FREP-252923-Z,1
FREP-252927-Z,1
FREP-252928-G,1
FREP-252928-Z,1
FREP-252929-Z,1
FREP-252936-G,1
FREP-252937-G,1
FREP-252940-G,1
FREP-252941-Z,1
FREP-252942-G,1
FREP-252944-G,1
FREP-252944-Z,1
FREP-252945-G,1
FREP-252945-Z,1
FREP-252946-Z,1
FREP-252947-Z,1
FREP-252951-G,1
FREP-252953-G,1
FREP-252954-G,1
FREP-252955-G,1
FREP-252958-G,1
FREP-252962-Z,1
FREP-252963-G,1
FREP-252963-Z,1
FREP-252966-G,1
FREP-252967-Z,1
FREP-252969-Z,1
FREP-252970-Z,1
FREP-252971-G,1
FREP-252972-G,1
FREP-252972-Z,1
FREP-252973-G,1
FREP-252974-G,1
FREP-252975-G,1
FREP-252976-G,1
FREP-252978-G,1
FREP-252978-Z,1
FREP-252979-G,1
FREP-252979-Z,1
FREP-252982-Z,1
FREP-252984-G,1
FREP-252988-G,1
FREP-252992-G,1
FREP-252992-Z,1
FREP-252993-Z,1
FREP-252995-Z,1
FREP-252996-G,1
FREP-252996-Z,1
FREP-252997-G,1
FREP-252998-G,1
FREP-253002-Z,1
FREP-253003-Z,1
FREP-253004-G,1
FREP-253004-Z,1
FREP-253005-G,1
FREP-253005-Z,1
FREP-253007-G,1
FREP-253007-Z,1
FREP-253008-G,1
FREP-253008-Z,1
FREP-253010-G,1
FREP-253010-Z,1
FREP-253011-G,1
FREP-253011-Z,1
FREP-253012-G,1
FREP-253014-Z,1
FREP-253015-G,1
FREP-253016-G,1
FREP-253017-G,1
FREP-253019-G,1
FREP-253020-G,1
FREP-253020-Z,1
FREP-253023-G,1
FREP-253026-G,1
FREP-253026-Z,1
FREP-253027-Z,1
FREP-253029-G,1
FREP-253031-G,1
FREP-253033-G,1
FREP-253035-Z,1
FREP-253036-G,1
FREP-253037-G,1
FREP-253038-G,1
FREP-253040-G,1
FREP-253040-Z,1
FREP-253043-G,1
FREP-253045-G,1
FREP-253045-Z,1
FREP-253047-G,1
FREP-253047-Z,1
FREP-253048-G,1
FREP-253051-G,1
FREP-253051-Z,1
FREP-253052-G,1
FREP-253054-G,1
FREP-253057-G,1
FREP-253058-G,1
FREP-253061-Z,1
FREP-253062-G,1
FREP-253064-Z,1
FREP-253065-G,1
FREP-253065-Z,1
FREP-253066-G,1
FREP-253067-G,1
FREP-253073-G,1
FREP-253075-Z,1
FREP-253078-G,1
FREP-253084-Z,1
FREP-253085-G,1
FREP-253085-Z,1
FREP-253087-G,1
FREP-253087-Z,1
FREP-253089-G,1
FREP-253090-G,1
FREP-253090-Z,1
FREP-253092-G,1
FREP-253092-Z,1
FREP-253094-G,1
FREP-253101-G,1
FREP-253104-Z,1
FREP-253105-G,1
FREP-253105-Z,1
FREP-253106-G,1
FREP-253108-G,1
FREP-253110-G,1
FREP-253111-Z,1
FREP-253112-G,1
FREP-253113-G,1
FREP-253113-Z,1
FREP-253114-Z,1
FREP-253115-G,1
FREP-253117-G,1
FREP-253118-Z,1
FREP-253119-G,1
FREP-253120-G,1
FREP-253121-G,1
FREP-253124-Z,1
FREP-253125-Z,1
FREP-253126-G,1
FREP-253133-G,1
FREP-253136-G,1
FREP-253137-Z,1
FREP-253138-G,1
FREP-253140-G,1
FREP-253140-Z,1
FREP-253142-Z,1
FREP-253144-G,1
FREP-253146-G,1
FREP-253147-G,1
FREP-253148-Z,1
FREP-253149-G,1
FREP-253154-G,1
FREP-253155-G,1
FREP-253157-G,1
FREP-253161-G,1
FREP-253162-G,1
FREP-253166-G,1
FREP-253168-G,1
FREP-253170-G,1
FREP-253172-G,1
FREP-253175-Z,1
FREP-253176-G,1
FREP-253177-Z,1
FREP-253178-G,1
FREP-253181-G,1
FREP-253182-G,1
FREP-253182-Z,1
FREP-253183-G,1
FREP-253184-G,1
FREP-253186-G,1
FREP-253189-G,1
FREP-253191-Z,1
FREP-253192-Z,1
FREP-253193-G,1
FREP-253194-G,1
FREP-253194-Z,1
FREP-253195-G,1
FREP-253196-Z,1
FREP-253198-G,1
FREP-253200-Z,1
FREP-253201-G,1
FREP-253202-G,1
FREP-253202-Z,1
FREP-253204-G,1
FREP-253205-G,1
FREP-253209-G,1
FREP-253210-G,1
FREP-253211-Z,1
FREP-253212-G,1
FREP-253215-G,1
FREP-253215-Z,1
FREP-253217-G,1
FREP-253218-Z,1
FREP-253219-G,1
FREP-253223-Z,1
FREP-253224-Z,1
FREP-253225-G,1
FREP-253226-G,1
FREP-253227-Z,1
FREP-253228-G,1
FREP-253229-G,1
FREP-253229-Z,1
FREP-253230-Z,1
FREP-253232-G,1
FREP-253232-Z,1
FREP-253234-Z,1
FREP-253235-Z,1
FREP-253236-G,1
FREP-253238-Z,1
FREP-253239-G,1
FREP-253242-G,1
FREP-253242-Z,1
FREP-253243-G,1
FREP-253244-Z,1
FREP-253245-G,1
FREP-253245-Z,1
FREP-253246-Z,1
FREP-253248-G,1
FREP-253248-Z,1
FREP-253249-G,1
FREP-253249-Z,1
FREP-253250-Z,1
FREP-253251-G,1
FREP-253252-Z,1
FREP-253253-G,1
FREP-253253-Z,1
FREP-253254-G,1
FREP-253256-G,1
FREP-253257-G,1
FREP-253257-Z,1
FREP-253258-Z,1
FREP-253260-G,1
FREP-253263-Z,1
FREP-253264-Z,1
FREP-253267-Z,1
FREP-253271-G,1
FREP-253272-G,1
FREP-253274-Z,1
FREP-253275-G,1
FREP-253275-Z,1
FREP-253278-G,1
FREP-253278-Z,1
FREP-253280-G,1
FREP-253282-Z,1
FREP-253286-Z,1
FREP-253293-G,1
FREP-253296-G,1
FREP-253298-Z,1
FREP-253299-G,1
FREP-253304-G,1
FREP-253305-G,1
FREP-253306-J,1
FREP-253308-G,1
FREP-253309-G,1
FREP-253311-G,1
FREP-253311-Z,1
FREP-253312-Z,1
FREP-253313-G,1
FREP-253314-G,1
FREP-253316-Z,1
FREP-253317-Z,1
FREP-253318-Z,1
FREP-253319-G,1
FREP-253320-Z,1
FREP-253322-G,1
FREP-253323-Z,1
FREP-253326-Z,1
FREP-253328-G,1
FREP-253331-G,1
FREP-253333-G,1
FREP-253337-G,1
FREP-253339-G,1
FREP-253340-Z,1
FREP-253342-G,1
FREP-253342-Z,1
FREP-253345-G,1
FREP-253348-G,1
FREP-253351-Z,1
FREP-253352-G,1
FREP-253353-G,1
FREP-253354-G,1
FREP-253361-G,1
FREP-253363-G,1
FREP-253365-G,1
FREP-253367-G,1
FREP-253368-G,1
FREP-253370-Z,1
FREP-253372-G,1
FREP-253379-Z,1
FREP-253382-G,1
FREP-253386-G,1
FREP-253391-Z,1
FREP-253395-G,1
FREP-253397-Z,1
FREP-253401-Z,1
FREP-253407-Z,1
FREP-253410-Z,1
FREP-253416-Z,1
FREP-253417-G,1
FREP-253418-Z,1
FREP-253420-G,1
FREP-253421-J,1
FREP-253423-Z,1
FREP-253425-Z,1
FREP-253427-Z,1
FREP-253430-Z,1
FREP-253431-G,1
FREP-253434-Z,1
FREP-253436-Z,1
FREP-253438-G,1
FREP-253441-Z,1
FREP-253444-G,1
FREP-253445-G,1
FREP-253445-Z,1
FREP-253448-Z,1
FREP-253450-G,1
FREP-253451-G,1
FREP-253451-Z,1
FREP-253453-G,1
FREP-253455-Z,1
FREP-253457-G,1
FREP-253461-Z,1
FREP-253463-Z,1
FREP-253467-G,1
FREP-253469-Z,1
FREP-253470-G,1
FREP-253471-Z,1
FREP-253473-Z,1
FREP-253476-Z,1
FREP-253478-G,1
FREP-253478-Z,1
FREP-253480-G,1
FREP-253481-G,1
FREP-253483-Z,1
FREP-253484-G,1
FREP-253484-Z,1
FREP-253485-G,1
FREP-253487-G,1
FREP-253489-G,1
FREP-253491-G,1
FREP-253491-Z,1
FREP-253492-G,1
FREP-253492-Z,1
FREP-253494-G,1
FREP-253495-G,1
FREP-253496-G,1
FREP-253497-G,1
FREP-253499-Z,1
FREP-253501-G,1
FREP-253501-Z,1
FREP-253502-G,1
FREP-253502-Z,1
FREP-253504-G,1
FREP-253504-Z,1
FREP-253505-Z,1
FREP-253506-G,1
FREP-253508-G,1
FREP-253508-Z,1
FREP-253509-G,1
FREP-253510-G,1
FREP-253511-G,1
FREP-253511-Z,1
FREP-253512-G,1
FREP-253514-G,1
FREP-253515-G,1
FREP-253520-G,1
FREP-253521-G,1
FREP-253523-G,1
FREP-253524-G,1
FREP-253526-G,1
FREP-253526-Z,1
FREP-253528-G,1
FREP-253529-G,1
FREP-253530-G,1
FREP-253533-G,1
FREP-253534-Z,1
FREP-253535-G,1
FREP-253536-Z,1
FREP-253539-Z,1
FREP-253540-Z,1
FREP-253542-G,1
FREP-253543-G,1
FREP-253544-Z,1
FREP-253547-G,1
FREP-253548-G,1
FREP-253550-G,1
FREP-253556-G,1
FREP-253560-G,1
FREP-253562-G,1
FREP-253568-Z,1
FREP-253569-Z,1
FREP-253570-G,1
FREP-253572-G,1
FREP-253572-Z,1
FREP-253573-G,1
FREP-253574-G,1
FREP-253578-G,1
FREP-253580-G,1
FREP-253581-G,1
FREP-253582-G,1
FREP-253587-G,1
FREP-253589-G,1
FREP-253589-Z,1
FREP-253590-G,1
FREP-253595-G,1
FREP-253596-G,1
FREP-253597-Z,1
FREP-253602-Z,1
FREP-253614-Z,1
FREP-253619-G,1
FREP-253620-Z,1
FREP-253621-G,1
FREP-253624-G,1
FREP-253625-G,1
FREP-253629-G,1
FREP-253629-Z,1
FREP-253632-G,1
FREP-253635-Z,1
FREP-253638-Z,1
FREP-253639-Z,1
FREP-253640-Z,1
FREP-253643-Z,1
FREP-253647-G,1
FREP-253648-G,1
FREP-253649-G,1
FREP-253649-Z,1
FREP-253652-G,1
FREP-253653-G,1
FREP-253654-G,1
FREP-253660-G,1
FREP-253662-J,1
FREP-253663-G,1
FREP-253664-G,1
FREP-253664-Z,1
FREP-253665-G,1
FREP-253666-G,1
FREP-253666-Z,1
FREP-253668-G,1
FREP-253674-G,1
FREP-253675-G,1
FREP-253677-G,1
FREP-253680-G,1
FREP-253681-G,1
FREP-253683-Z,1
FREP-253687-Z,1
FREP-253688-G,1
FREP-253692-Z,1
FREP-253694-Z,1
FREP-253695-Z,1
FREP-253697-G,1
FREP-253698-G,1
FREP-253700-G,1
FREP-253701-G,1
FREP-253702-G,1
FREP-253703-Z,1
FREP-253709-G,1
FREP-253711-G,1
FREP-253712-Z,1
FREP-253714-G,1
FREP-253714-Z,1
FREP-253715-G,1
FREP-253716-G,1
FREP-253717-G,1
FREP-253718-G,1
FREP-253719-G,1
FREP-253720-Z,1
FREP-253721-G,1
FREP-253723-J,1
FREP-253724-G,1
FREP-253724-Z,1
FREP-253725-G,1
FREP-253726-G,1
FREP-253726-Z,1
FREP-253728-G,1
FREP-253728-Z,1
FREP-253729-Z,1
FREP-253730-Z,1
FREP-253732-Z,1
FREP-253733-G,1
FREP-253734-G,1
FREP-253740-G,1
FREP-253741-Z,1
FREP-253744-Z,1
FREP-253745-G,1
FREP-253745-Z,1
FREP-253746-G,1
FREP-253747-G,1
FREP-253748-G,1
FREP-253748-Z,1
FREP-253749-G,1
FREP-253752-G,1
FREP-253756-Z,1
FREP-253759-G,1
FREP-253760-Z,1
FREP-253762-G,1
FREP-253762-Z,1
FREP-253767-Z,1
FREP-253769-Z,1
FREP-253771-Z,1
FREP-253772-Z,1
FREP-253773-Z,1
FREP-253777-Z,1
FREP-253781-G,1
FREP-253781-Z,1
FREP-253786-Z,1
FREP-253787-G,1
FREP-253788-Z,1
FREP-253791-Z,1
FREP-253794-G,1
FREP-253797-Z,1
FREP-253798-Z,1
FREP-253799-G,1
FREP-253809-Z,1
FREP-253812-G,1
FREP-253814-Z,1
FREP-253817-G,1
FREP-253819-G,1
FREP-253821-G,1
FREP-253822-G,1
FREP-253823-G,1
FREP-253824-G,1
FREP-253825-G,1
FREP-253825-Z,1
FREP-253826-Z,1
FREP-253827-G,1
FREP-253830-Z,1
FREP-253842-G,1
FREP-253843-G,1
FREP-253844-G,1
FREP-253845-Z,1
FREP-253846-Z,1
FREP-253851-Z,1
FREP-253855-G,1
FREP-253857-G,1
FREP-253858-Z,1
FREP-253860-G,1
FREP-253860-Z,1
FREP-253861-G,1
FREP-253864-G,1
FREP-253866-G,1
FREP-253866-Z,1
FREP-253867-Z,1
FREP-253869-G,1
FREP-253871-G,1
FREP-253873-Z,1
FREP-253875-Z,1
FREP-253881-Z,1
FREP-253885-G,1
FREP-253886-G,1
FREP-253888-Z,1
FREP-253896-G,1
FREP-253897-G,1
FREP-253899-G,1
FREP-253905-Z,1
FREP-253907-G,1
FREP-253907-Z,1
FREP-253908-Z,1
FREP-253913-G,1
FREP-253913-Z,1
FREP-253917-G,1
FREP-253920-G,1
FREP-253923-Z,1
FREP-253925-Z,1
FREP-253927-J,1
FREP-253928-G,1
FREP-253929-G,1
FREP-253937-Z,1
FREP-253941-G,1
FREP-253942-G,1
FREP-253944-Z,1
FREP-253947-G,1
FREP-253948-G,1
FREP-253951-G,1
FREP-253953-Z,1
FREP-253954-G,1
FREP-253954-Z,1
FREP-253955-Z,1
FREP-253959-G,1
FREP-253960-G,1
FREP-253963-G,1
FREP-253963-Z,1
FREP-253967-Z,1
FREP-253968-G,1
FREP-253970-Z,1
FREP-253971-G,1
FREP-253971-Z,1
FREP-253973-G,1
FREP-253973-Z,1
FREP-253976-G,1
FREP-253977-G,1
FREP-253978-G,1
FREP-253979-G,1
FREP-253979-Z,1
FREP-253982-Z,1
FREP-253984-G,1
FREP-253985-Z,1
FREP-253987-Z,1
FREP-253990-Z,1
FREP-253991-G,1
FREP-253991-Z,1
FREP-253993-Z,1
FREP-253995-G,1
FREP-253996-Z,1
FREP-253997-G,1
FREP-253997-Z,1
FREP-253998-G,1
FREP-253998-Z,1
FREP-253999-Z,1
FREP-254000-Z,1
FREP-254002-Z,1
FREP-254004-Z,1
FREP-254006-G,1
FREP-254007-G,1
FREP-254008-Z,1
FREP-254009-G,1
FREP-254011-Z,1
FREP-254014-G,1
FREP-254016-Z,1
FREP-254018-Z,1
FREP-254019-Z,1
FREP-254022-Z,1
FREP-254025-G,1
FREP-254025-Z,1
FREP-254026-G,1
FREP-254028-G,1
FREP-254029-G,1
FREP-254030-G,1
FREP-254031-G,1
FREP-254032-Z,1
FREP-254034-G,1
FREP-254035-Z,1
FREP-254036-Z,1
FREP-254037-G,1
FREP-254038-G,1
FREP-254039-G,1
FREP-254041-Z,1
FREP-254045-Z,1
FREP-254046-Z,1
FREP-254047-Z,1
FREP-254048-G,1
FREP-254048-Z,1
FREP-254050-G,1
FREP-254050-Z,1
FREP-254051-G,1
FREP-254053-G,1
FREP-254054-G,1
FREP-254056-G,1
FREP-254057-G,1
FREP-254057-Z,1
FREP-254058-G,1
FREP-254058-Z,1
FREP-254060-G,1
FREP-254061-Z,1
FREP-254063-Z,1
FREP-254064-Z,1
FREP-254066-G,1
FREP-254066-Z,1
FREP-254068-G,1
FREP-254069-G,1
FREP-254070-G,1
FREP-254070-Z,1
FREP-254071-G,1
FREP-254072-G,1
FREP-254074-G,1
FREP-254075-Z,1
FREP-254076-G,1
FREP-254077-Z,1
FREP-254080-Z,1
FREP-254082-G,1
FREP-254082-Z,1
FREP-254083-G,1
FREP-254083-Z,1
FREP-254087-G,1
FREP-254087-Z,1
FREP-254088-G,1
FREP-254089-G,1
FREP-254090-G,1
FREP-254097-G,1
FREP-254099-Z,1
FREP-254101-G,1
FREP-254106-Z,1
FREP-254108-Z,1
FREP-254113-G,1
FREP-254114-Z,1
FREP-254115-Z,1
FREP-254117-Z,1
FREP-254120-G,1
FREP-254121-Z,1
FREP-254123-Z,1
FREP-254124-Z,1
FREP-254126-G,1
FREP-254128-Z,1
FREP-254130-G,1
FREP-254130-Z,1
FREP-254131-G,1
FREP-254131-Z,1
FREP-254132-G,1
FREP-254134-Z,1
FREP-254135-G,1
FREP-254136-Z,1
FREP-254137-Z,1
FREP-254143-Z,1
FREP-254145-G,1
FREP-254147-G,1
FREP-254150-Z,1
FREP-254151-Z,1
FREP-254152-G,1
FREP-254152-Z,1
FREP-254154-Z,1
FREP-254155-Z,1
FREP-254156-G,1
FREP-254156-Z,1
FREP-254159-G,1
FREP-254161-Z,1
FREP-254163-Z,1
FREP-254165-G,1
FREP-254165-Z,1
FREP-254167-Z,1
FREP-254169-Z,1
FREP-254176-G,1
FREP-254177-G,1
FREP-254178-Z,1
FREP-254180-G,1
FREP-254181-Z,1
FREP-254182-Z,1
FREP-254183-G,1
FREP-254184-Z,1
FREP-254187-G,1
FREP-254188-G,1
FREP-254189-Z,1
FREP-254190-G,1
FREP-254190-Z,1
FREP-254192-Z,1
FREP-254197-J,1
FREP-254197-Z,1
FREP-254198-Z,1
FREP-254204-Z,1
FREP-254209-Z,1
FREP-254211-Z,1
FREP-254212-G,1
FREP-254215-Z,1
FREP-254219-Z,1
FREP-254221-Z,1
FREP-254222-Z,1
FREP-254224-G,1
FREP-254224-Z,1
FREP-254225-Z,1
FREP-254228-Z,1
FREP-254231-Z,1
FREP-254234-G,1
FREP-254236-Z,1
FREP-254238-Z,1
FREP-254239-G,1
FREP-254240-Z,1
FREP-254243-G,1
FREP-254243-Z,1
FREP-254245-Z,1
FREP-254248-G,1
FREP-254250-Z,1
FREP-254251-G,1
FREP-254251-Z,1
FREP-254252-G,1
FREP-254252-Z,1
FREP-254253-G,1
FREP-254254-Z,1
FREP-254256-Z,1
FREP-254257-G,1
FREP-254257-Z,1
FREP-254259-Z,1
FREP-254263-Z,1
FREP-254264-Z,1
FREP-254266-Z,1
FREP-254268-Z,1
FREP-254270-G,1
FREP-254270-Z,1
FREP-254271-G,1
FREP-254271-Z,1
FREP-254275-G,1
FREP-254275-Z,1
FREP-254278-Z,1
FREP-254280-G,1
FREP-254280-Z,1
FREP-254281-G,1
FREP-254281-Z,1
FREP-254282-G,1
FREP-254283-G,1
FREP-254283-Z,1
FREP-254284-G,1
FREP-254285-G,1
FREP-254286-G,1
FREP-254287-G,1
FREP-254287-Z,1
FREP-254288-G,1
FREP-254288-Z,1
FREP-254289-Z,1
FREP-254290-G,1
FREP-254292-G,1
FREP-254293-G,1
FREP-254294-Z,1
FREP-254296-G,1
FREP-254297-G,1
FREP-254297-Z,1
FREP-254298-G,1
FREP-254299-G,1
FREP-254300-G,1
FREP-254301-Z,1
FREP-254302-G,1
FREP-254303-Z,1
FREP-254305-G,1
FREP-254305-Z,1
FREP-254309-G,1
FREP-254312-G,1
FREP-254313-G,1
FREP-254315-G,1
FREP-254319-G,1
FREP-254319-J,1
FREP-254321-G,1
FREP-254321-J,1
FREP-254323-G,1
FREP-254326-G,1
FREP-254327-G,1
FREP-254327-Z,1
FREP-254329-G,1
FREP-254330-J,1
FREP-254330-Z,1
FREP-254332-G,1
FREP-254340-G,1
FREP-254340-Z,1
FREP-254342-G,1
FREP-254343-G,1
FREP-254344-Z,1
FREP-254345-G,1
FREP-254346-Z,1
FREP-254347-G,1
FREP-254348-Z,1
FREP-254349-G,1
FREP-254354-Z,1
FREP-254355-Z,1
FREP-254357-G,1
FREP-254358-G,1
FREP-254359-G,1
FREP-254361-G,1
FREP-254363-G,1
FREP-254365-G,1
FREP-254374-G,1
FREP-254378-G,1
FREP-254380-Z,1
FREP-254382-G,1
FREP-254383-G,1
FREP-254384-G,1
FREP-254385-G,1
FREP-254385-Z,1
FREP-254386-G,1
FREP-254388-G,1
FREP-254389-J,1
FREP-254390-G,1
FREP-254391-Z,1
FREP-254394-G,1
FREP-254394-Z,1
FREP-254395-G,1
FREP-254396-Z,1
FREP-254400-G,1
FREP-254403-G,1
FREP-254404-G,1
FREP-254405-G,1
FREP-254409-G,1
FREP-254411-Z,1
FREP-254413-G,1
FREP-254416-G,1
FREP-254416-Z,1
FREP-254419-Z,1
FREP-254424-G,1
FREP-254430-G,1
FREP-254430-Z,1
FREP-254432-G,1
FREP-254433-G,1
FREP-254434-G,1
FREP-254438-G,1
FREP-254440-G,1
FREP-254441-G,1
FREP-254444-Z,1
FREP-254446-G,1
FREP-254448-G,1
FREP-254449-G,1
FREP-254451-G,1
FREP-254455-G,1
FREP-254456-G,1
FREP-254457-G,1
FREP-254457-Z,1
FREP-254459-G,1
FREP-254463-G,1
FREP-254463-Z,1
FREP-254464-G,1
FREP-254464-Z,1
FREP-254465-G,1
FREP-254466-G,1
FREP-254470-Z,1
FREP-254472-Z,1
FREP-254475-Z,1
FREP-254476-G,1
FREP-254480-Z,1
FREP-254482-Z,1
FREP-254483-G,1
FREP-254485-Z,1
FREP-254488-Z,1
FREP-254489-Z,1
FREP-254490-Z,1
FREP-254492-G,1
FREP-254494-G,1
FREP-254499-Z,1
FREP-254502-G,1
FREP-254503-Z,1
FREP-254506-Z,1
FREP-254508-G,1
FREP-254509-Z,1
FREP-254510-G,1
FREP-254512-G,1
FREP-254514-Z,1
FREP-254515-G,1
FREP-254515-Z,1
FREP-254516-Z,1
FREP-254518-Z,1
FREP-254519-G,1
FREP-254519-Z,1
FREP-254521-G,1
FREP-254522-G,1
FREP-254522-Z,1
FREP-254526-G,1
FREP-254526-Z,1
FREP-254527-Z,1
FREP-254528-Z,1
FREP-254533-J,1
FREP-254534-G,1
FREP-254534-Z,1
FREP-254535-Z,1
FREP-254536-Z,1
FREP-254537-G,1
FREP-254537-Z,1
FREP-254538-Z,1
FREP-254542-Z,1
FREP-254545-G,1
FREP-254546-G,1
FREP-254547-G,1
FREP-254547-Z,1
FREP-254548-Z,1
FREP-254549-G,1
FREP-254551-G,1
FREP-254551-Z,1
FREP-254552-G,1
FREP-254553-Z,1
FREP-254557-G,1
FREP-254558-G,1
FREP-254559-G,1
FREP-254560-G,1
FREP-254564-G,1
FREP-254565-Z,1
FREP-254567-G,1
FREP-254568-G,1
FREP-254570-Z,1
FREP-254573-Z,1
FREP-254574-Z,1
FREP-254577-G,1
FREP-254580-G,1
FREP-254581-G,1
FREP-254582-G,1
FREP-254585-Z,1
FREP-254588-Z,1
FREP-254591-G,1
FREP-254592-G,1
FREP-254596-Z,1
FREP-254597-Z,1
FREP-254598-J,1
FREP-254598-Z,1
FREP-254600-G,1
FREP-254600-Z,1
FREP-254601-Z,1
FREP-254604-G,1
FREP-254605-Z,1
FREP-254612-G,1
FREP-254612-Z,1
FREP-254613-G,1
FREP-254615-G,1
FREP-254616-G,1
FREP-254620-G,1
FREP-254620-J,1
FREP-254621-G,1
FREP-254624-G,1
FREP-254625-Z,1
FREP-254632-Z,1
FREP-254633-G,1
FREP-254634-G,1
FREP-254636-G,1
FREP-254637-J,1
FREP-254643-G,1
FREP-254648-Z,1
FREP-254650-G,1
FREP-254652-G,1
FREP-254652-Z,1
FREP-254657-G,1
FREP-254658-G,1
FREP-254660-G,1
FREP-254661-G,1
FREP-254666-G,1
FREP-254666-J,1
FREP-254667-G,1
FREP-254668-G,1
FREP-254669-G,1
FREP-254676-Z,1
FREP-254682-G,1
FREP-254687-Z,1
FREP-254690-Z,1
FREP-254692-Z,1
FREP-254697-Z,1
FREP-254698-Z,1
FREP-254701-G,1
FREP-254705-G,1
FREP-254705-Z,1
FREP-254706-G,1
FREP-254706-Z,1
FREP-254707-Z,1
FREP-254708-G,1
FREP-254708-Z,1
FREP-254713-G,1
FREP-254715-G,1
FREP-254717-Z,1
FREP-254718-Z,1
FREP-254720-Z,1
FREP-254721-Z,1
FREP-254722-Z,1
FREP-254723-Z,1
FREP-254727-G,1
FREP-254727-Z,1
FREP-254728-Z,1
FREP-254729-Z,1
FREP-254733-Z,1
FREP-254736-Z,1
FREP-254740-G,1
FREP-254741-Z,1
FREP-254742-G,1
FREP-254742-Z,1
FREP-254744-G,1
FREP-254744-Z,1
FREP-254745-G,1
FREP-254746-Z,1
FREP-254747-Z,1
FREP-254749-G,1
FREP-254752-G,1
FREP-254753-G,1
FREP-254753-Z,1
FREP-254754-G,1
FREP-254755-Z,1
FREP-254758-G,1
FREP-254759-G,1
FREP-254762-G,1
FREP-254763-G,1
FREP-254768-G,1
FREP-254771-G,1
FREP-254771-Z,1
FREP-254773-G,1
FREP-254775-G,1
FREP-254776-G,1
FREP-254777-G,1
FREP-254777-Z,1
FREP-254778-G,1
FREP-254779-G,1
FREP-254780-Z,1
FREP-254781-G,1
FREP-254782-G,1
FREP-254784-Z,1
FREP-254785-G,1
FREP-254787-G,1
FREP-254788-G,1
FREP-254792-G,1
FREP-254793-G,1
FREP-254793-Z,1
FREP-254795-G,1
FREP-254797-G,1
FREP-254800-G,1
FREP-254802-G,1
FREP-254806-G,1
FREP-254807-Z,1
FREP-254808-G,1
FREP-254809-Z,1
FREP-254810-Z,1
FREP-254813-G,1
FREP-254817-J,1
FREP-254818-G,1
FREP-254819-Z,1
FREP-254820-Z,1
FREP-254821-G,1
FREP-254822-G,1
FREP-254824-G,1
FREP-254825-Z,1
FREP-254826-G,1
FREP-254829-Z,1
FREP-254831-G,1
FREP-254832-Z,1
FREP-254833-Z,1
FREP-254834-G,1
FREP-254836-G,1
FREP-254837-G,1
FREP-254838-G,1
FREP-254839-G,1
FREP-254843-G,1
FREP-254844-G,1
FREP-254845-G,1
FREP-254847-Z,1
FREP-254849-G,1
FREP-254852-G,1
FREP-254855-G,1
FREP-254856-G,1
FREP-254860-G,1
FREP-254861-G,1
FREP-254863-G,1
FREP-254863-Z,1
FREP-254864-Z,1
FREP-254865-G,1
FREP-254869-G,1
FREP-254870-G,1
FREP-254871-Z,1
FREP-254875-G,1
FREP-254875-Z,1
FREP-254876-G,1
FREP-254877-G,1
FREP-254878-Z,1
FREP-254879-G,1
FREP-254880-Z,1
FREP-254883-G,1
FREP-254884-G,1
FREP-254885-Z,1
FREP-254886-G,1
FREP-254886-Z,1
FREP-254887-G,1
FREP-254890-Z,1
FREP-254892-G,1
FREP-254893-G,1
FREP-254893-Z,1
FREP-254894-G,1
FREP-254896-G,1
FREP-254896-Z,1
FREP-254898-G,1
FREP-254899-Z,1
FREP-254900-G,1
FREP-254901-G,1
FREP-254901-Z,1
FREP-254902-Z,1
FREP-254903-G,1
FREP-254903-J,1
FREP-254904-G,1
FREP-254906-Z,1
FREP-254907-G,1
FREP-254909-G,1
FREP-254917-Z,1
FREP-254922-Z,1
FREP-254926-Z,1
FREP-254927-G,1
FREP-254928-G,1
FREP-254930-G,1
FREP-254933-Z,1
FREP-254934-Z,1
FREP-254936-G,1
FREP-254937-Z,1
FREP-254941-G,1
FREP-254942-G,1
FREP-254945-G,1
FREP-254946-G,1
FREP-254947-Z,1
FREP-254948-G,1
FREP-254948-Z,1
FREP-254950-Z,1
FREP-254952-G,1
FREP-254953-Z,1
FREP-254954-G,1
FREP-254956-G,1
FREP-254956-Z,1
FREP-254957-G,1
FREP-254957-Z,1
FREP-254959-Z,1
FREP-254961-Z,1
FREP-254963-Z,1
FREP-254964-Z,1
FREP-254966-G,1
FREP-254966-Z,1
FREP-254967-G,1
FREP-254968-G,1
FREP-254968-Z,1
FREP-254971-Z,1
FREP-254972-Z,1
FREP-254978-G,1
FREP-254981-G,1
FREP-254982-Z,1
FREP-254991-G,1
FREP-254992-G,1
FREP-254993-G,1
FREP-254994-G,1
FREP-254996-G,1
FREP-254997-G,1
FREP-254998-G,1
FREP-255002-Z,1
FREP-255004-Z,1
FREP-255006-G,1
FREP-255007-G,1
FREP-255008-G,1
FREP-255008-Z,1
FREP-255011-G,1
FREP-255018-G,1
FREP-255019-J,1
FREP-255020-G,1
FREP-255022-Z,1
FREP-255023-G,1
FREP-255030-Z,1
FREP-255032-G,1
FREP-255035-G,1
FREP-255037-G,1
FREP-255039-G,1
FREP-255043-G,1
FREP-255045-G,1
