Incident Reference,sample,exclusive_reason,duration_B_full_span_hours,selected_source_row,old_source_row
FREP-268285-G,weather_R0c,旧H0截尾→完整有效尾部,150.68333333333334,219102,219102
FREP-268375-G,weather_R0c,旧H0截尾→完整有效尾部,146.08333333333334,72519,72519
FREP-268437-G,weather_R0c,旧H0截尾→完整有效尾部,149.31666666666666,34305,34305
FREP-268474-G,weather_R0c,旧H0截尾→完整有效尾部,143.05,132189,132189
FREP-268561-G,weather_R0c,旧H0截尾→完整有效尾部,408.1333333333333,8531,8531
FREP-268582-G,weather_R0c,旧H0截尾→完整有效尾部,156.3,63757,63757
FREP-268719-G,weather_R0c,旧H0截尾→完整有效尾部,143.13333333333333,187907,187907
FREP-268865-G,weather_R0c,旧H0截尾→完整有效尾部,148.43333333333334,134389,134389
FREP-268906-G,weather_R0c,旧H0截尾→完整有效尾部,146.5,63825,63824
FREP-268970-G,weather_R0c,旧H0截尾→完整有效尾部,188.85,150611,63805
FREP-269028-G,weather_R0c,旧H0截尾→完整有效尾部,146.28333333333333,63831,8633
FREP-269321-G,weather_R0c,旧H0截尾→完整有效尾部,167.76666666666668,134420,134420
FREP-269413-G,weather_R0c,旧H0截尾→完整有效尾部,168.6,150676,150676
FREP-269558-G,weather_R0c,旧H0截尾→完整有效尾部,172.13333333333333,188020,188020
FREP-269763-G,weather_R0c,旧H0截尾→完整有效尾部,185.03333333333333,123681,123681
FREP-269825-G,weather_R0c,旧H0截尾→完整有效尾部,165.33333333333334,8713,8713
FREP-269983-G,weather_R0c,旧H0截尾→完整有效尾部,165.71666666666667,150794,150794
FREP-270026-G,weather_R0c,旧H0截尾→完整有效尾部,169.48333333333332,188128,188128
FREP-270254-G,weather_R0c,旧H0截尾→完整有效尾部,164.2,106770,106770
FREP-271039-G,weather_R0c,旧H0截尾→完整有效尾部,432.53333333333336,188284,188284
FREP-271138-G,weather_R0c,旧H0截尾→完整有效尾部,651.3166666666667,150985,150985
FREP-271218-G,weather_R0c,旧H0截尾→完整有效尾部,197.01666666666668,64099,64099
FREP-271472-G,weather_R0c,旧H0截尾→完整有效尾部,284.93333333333334,50242,50242
FREP-271625-G,weather_R0c,旧H0截尾→完整有效尾部,249.58333333333334,134741,134741
FREP-271704-G,weather_R0c,旧H0截尾→完整有效尾部,265.18333333333334,134778,134778
FREP-272987-G,weather_R0c,旧H0截尾→完整有效尾部,527.5333333333333,200007,200007
FREP-275588-G,weather_R0c,旧H0截尾→完整有效尾部,211.91666666666666,179033,98529
FREP-282265-G,weather_R0c,旧H0截尾→完整有效尾部,252.15,6095,6095
FREP-284208-G,weather_R0c,旧H0截尾→完整有效尾部,1684.4333333333334,10864,10864
FREP-285328-Z,weather_R0c,旧H0截尾→完整有效尾部,1111.5333333333333,149637,149637
FREP-286169-Z,weather_R0c,旧H0截尾→完整有效尾部,143.38333333333333,22367,22367
FREP-286212-Z,weather_R0c,旧H0截尾→完整有效尾部,152.25,227442,227442
FREP-286286-Z,weather_R0c,旧H0截尾→完整有效尾部,292.51666666666665,184863,184863
FREP-286316-Z,weather_R0c,旧H0截尾→完整有效尾部,262.8833333333333,109322,109322
FREP-286631-Z,weather_R0c,旧H0截尾→完整有效尾部,193.0,137025,137025
FREP-286676-Z,weather_R0c,旧H0截尾→完整有效尾部,148.25,15757,15757
FREP-287035-Z,weather_R0c,旧H0截尾→完整有效尾部,526.1666666666666,31605,31605
FREP-287085-Z,weather_R0c,旧H0截尾→完整有效尾部,236.66666666666666,31586,31586
FREP-287138-Z,weather_R0c,旧H0截尾→完整有效尾部,255.3,31587,11046
FREP-287384-Z,weather_R0c,旧H0截尾→完整有效尾部,313.68333333333334,95653,95653
FREP-288263-Z,weather_R0c,旧H0截尾→完整有效尾部,577.3833333333333,167306,167306
FREP-288942-Z,weather_R0c,旧H0截尾→完整有效尾部,256.43333333333334,185645,185645
FREP-289702-Z,weather_R0c,旧H0截尾→完整有效尾部,145.05,23891,23891
FREP-289740-Z,weather_R0c,旧H0截尾→完整有效尾部,242.16666666666666,119718,119718
FREP-290045-Z,weather_R0c,旧H0截尾→完整有效尾部,1728.3,47751,47751
FREP-290644-Z,weather_R0c,旧H0截尾→完整有效尾部,165.96666666666667,217554,217554
FREP-290646-Z,weather_R0c,旧H0截尾→完整有效尾部,165.96666666666667,188861,188861
FREP-290649-Z,weather_R0c,旧H0截尾→完整有效尾部,624.05,65120,65120
FREP-291011-Z,weather_R0c,旧H0截尾→完整有效尾部,293.51666666666665,188901,188901
FREP-294352-Z,weather_R0c,旧H0截尾→完整有效尾部,459.1666666666667,47715,47715
FREP-299416-G,weather_R0c,旧H0截尾→完整有效尾部,811.6833333333333,58811,58811
FREP-299609-G,weather_R0c,旧H0截尾→完整有效尾部,2323.6666666666665,63478,63478
FREP-316452-Z,weather_R0c,旧H0截尾→完整有效尾部,4558.75,20640,20640
FREP-326293-Z,weather_R0c,旧H0截尾→完整有效尾部,463.55,221637,221637
FREP-332151-G,weather_R0c,旧H0截尾→完整有效尾部,243.45,54439,4939
FREP-340900-Z,weather_R0c,旧H0截尾→完整有效尾部,325.5833333333333,24539,24539
FREP-373393-Z,weather_R0c,旧H0截尾→完整有效尾部,283.0833333333333,133011,133011
FREP-40689-M,weather_R0c,旧H0截尾→完整有效尾部,1254.2,2931,2931
FREP-410524-Z,weather_R0c,旧H0截尾→完整有效尾部,313.5,25187,25187
FREP-414135-Z,weather_R0c,旧H0截尾→完整有效尾部,156.48333333333332,85136,85136
FREP-416581-Z,weather_R0c,旧H0截尾→完整有效尾部,193.58333333333334,70278,3245
FREP-416653-Z,weather_R0c,旧H0截尾→完整有效尾部,235.78333333333333,25295,25295
FREP-416691-Z,weather_R0c,旧H0截尾→完整有效尾部,244.25,153606,153606
FREP-417388-Z,weather_R0c,旧H0截尾→完整有效尾部,172.48333333333332,160760,25316
FREP-421033-Z,weather_R0c,旧H0截尾→完整有效尾部,170.51666666666668,141394,36855
FREP-61675-C,weather_R0c,旧H0截尾→完整有效尾部,526.1666666666666,139835,139835
FREP-76780-V,weather_R0c,旧H0截尾→完整有效尾部,173.03333333333333,162480,37796
FREP-76893-V,weather_R0c,旧H0截尾→完整有效尾部,167.58333333333334,68833,68833
FREP-76966-V,weather_R0c,旧H0截尾→完整有效尾部,159.23333333333332,37797,6854
FREP-77057-V,weather_R0c,旧H0截尾→完整有效尾部,148.28333333333333,37839,37839
FREP-77479-V,weather_R0c,旧H0截尾→完整有效尾部,219.35,143115,143113
FREP-79040-V,weather_R0c,旧H0截尾→完整有效尾部,496.51666666666665,162631,162631
FREP-90053-C,weather_R0c,旧H0截尾→完整有效尾部,398.3666666666667,6645,6645
FREP-9124-I,weather_R0c,旧H0截尾→完整有效尾部,180.56666666666666,6651,6650
