fold,n_test,n_train,sse,rmse,k
0,2030,5720,10412.573215258948,2.2648060427898922,27
1,1579,6171,7139.5193144985533,2.1263924491230433,27
2,1450,6300,6876.1506008342594,2.1776530550483835,27
3,1336,6414,6048.1979256290124,2.1276969369979217,27
4,1355,6395,6269.1875397770509,2.1509780732081341,27
