fold,n_test,n_train,sse,rmse,k
0,1957,7900,9861.4413573407364,2.2447851743470206,28
1,2264,7593,10695.767408472037,2.1735406346944286,28
2,1674,8183,7724.8587217827953,2.1481645525685558,28
3,1433,8424,7071.0879076158235,2.2213655022929628,28
4,2529,7328,11235.556351975803,2.1077683381551449,28
