fold,n_test,n_train,sse,rmse,k
0,8504,32673,13455.963953299446,1.2578990286530904,9
1,8274,32903,11282.020254263247,1.167711827897721,9
2,8153,33024,11397.132395516561,1.1823309967951665,9
3,8108,33069,10833.533114873779,1.1559210899604331,9
4,8138,33039,10152.723110548231,1.1169466458174622,9
