fold,n_test,n_train,sse,rmse,k
0,9834,41339,12750.192083631451,1.1386578951910928,9
1,10581,40592,14781.963785812617,1.1819598106654143,9
2,10833,40340,14940.015138584617,1.1743597212819852,9
3,9995,41178,13278.923252484112,1.1526302978623226,9
4,9930,41243,13780.631196273616,1.178039711794691,9
