fold,n_test,n_train,sse,rmse,k
0,9834,41339,12214.18519468406,1.1144668332528285,28
1,10581,40592,14565.509655117354,1.1732741048222841,28
2,10833,40340,14702.892111768939,1.1650029193374962,28
3,9995,41178,13017.009743092556,1.1412064451204469,28
4,9930,41243,13485.188638333526,1.1653433138380733,28
