fold,n_test,n_train,sse,rmse,k
0,8504,32673,12875.789990353489,1.2304821458230357,27
1,8274,32903,10722.854521470388,1.1384067146206789,27
2,8153,33024,11180.302944775456,1.171030117029551,27
3,8108,33069,10822.229328837659,1.1553178844004355,27
4,8138,33039,9971.5642681999761,1.1069367434805548,27
