spec,term,coefficient,LAD_CR1_SE,same_population_sha256,n
without_stage_control,zG,-0.0073789490698270175,0.009268817841948924,079106d9eb0dee5b59d28aa29ea3a47c44092f6a8038f19266cccbfec46d76d7,60436
without_stage_control,zG2,0.08784213217240638,0.006415513273182891,079106d9eb0dee5b59d28aa29ea3a47c44092f6a8038f19266cccbfec46d76d7,60436
without_stage_control,zK,0.28606759377511487,0.020464468705215722,079106d9eb0dee5b59d28aa29ea3a47c44092f6a8038f19266cccbfec46d76d7,60436
without_stage_control,zK2,-0.3652604887580347,0.020559657245765483,079106d9eb0dee5b59d28aa29ea3a47c44092f6a8038f19266cccbfec46d76d7,60436
raw_log_stage_control,zG,0.024254966692132018,0.009314272193658442,079106d9eb0dee5b59d28aa29ea3a47c44092f6a8038f19266cccbfec46d76d7,60436
raw_log_stage_control,zG2,0.08999207920400276,0.005642256673326768,079106d9eb0dee5b59d28aa29ea3a47c44092f6a8038f19266cccbfec46d76d7,60436
raw_log_stage_control,zK,-0.2795278839062837,0.02791587391397029,079106d9eb0dee5b59d28aa29ea3a47c44092f6a8038f19266cccbfec46d76d7,60436
raw_log_stage_control,zK2,-0.28239448587043897,0.015445094870529873,079106d9eb0dee5b59d28aa29ea3a47c44092f6a8038f19266cccbfec46d76d7,60436
raw_log_stage_control,log_n_stages,1.0070786104754657,0.0332710196504237,079106d9eb0dee5b59d28aa29ea3a47c44092f6a8038f19266cccbfec46d76d7,60436
