fold,n_test,n_train,sse,rmse,k
0,1957,7900,9923.6339470719504,2.2518525782725742,25
1,2264,7593,10779.47893323413,2.1820297765554879,25
2,1674,8183,7768.9324246076048,2.1542839464074524,25
3,1433,8424,7100.2962491696344,2.2259486399378257,25
4,2529,7328,11268.199702089811,2.1108280316213852,25
