term,coef
Intercept,3.6529758911851111
log_gust,0.14417274081448925
z_precipitation_24h_sum,-0.14941001357759953
z_temperature_0h,0.13787220952833087
z_pressure_msl_0h,-0.28660016599916749
z_gust_pressure,-0.20050826662488366
urban_binary,-0.0011432499565384581
log_population,-0.071471759937265608
income_deprivation_rate,-2.3036285498038844
deprivation_gap_pct,-1.3569398231260708
morans_i,0.65483917654631829
incident_year[2022],0.28442965613972543
incident_year[2023],0.32732850928755147
incident_year[2024],0.31397575191081928
incident_month[2],-0.15073919591768664
incident_month[3],0.12439234191775377
incident_month[4],-0.014119347762105614
incident_month[5],0.15497665427572721
incident_month[6],0.74850055006679272
incident_month[7],0.63803726436414154
incident_month[8],0.50638900387528285
incident_month[9],0.22902451626195006
incident_month[10],0.2879949724244974
incident_month[11],0.075333501976337036
incident_month[12],0.50343662729570338
