Incident Reference,source_row_used,earliest_source_row,time_used,earliest_recorded_start,lag_hours,hour_diff,date_diff,gust_0h_used,gust_0h_earliest,gust_0h_delta,precipitation_24h_sum_used,precipitation_24h_sum_earliest,precipitation_24h_sum_delta,temperature_0h_used,temperature_0h_earliest,temperature_0h_delta,pressure_msl_0h_used,pressure_msl_0h_earliest,pressure_msl_0h_delta,earliest_weather_status,coordinate_diff,lad_diff,current_date,temporal_partition_change
FREP-336501-Z,236758,236758,2022-10-26 17:41:00+00:00,2022-10-26 17:41:00+00:00,0.0,False,False,10.199999809265137,10.199999809265137,0.0,0.4000000059604645,0.4000000059604645,0.0,15.5,15.5,0.0,1014.2000122070312,1014.2000122070312,0.0,matched,False,False,2022-10-26,False
FREP-336773-Z,236802,236802,2022-10-27 08:06:00+00:00,2022-10-27 08:06:00+00:00,0.0,False,False,9.699999809265137,9.699999809265137,0.0,0.3000000119209289,0.3000000119209289,0.0,14.600000381469728,14.600000381469728,0.0,1012.5999755859376,1012.5999755859376,0.0,matched,False,False,2022-10-27,False
FREP-336804-Z,236808,236808,2022-10-28 09:56:00+00:00,2022-10-28 09:56:00+00:00,0.0,False,False,12.5,12.5,0.0,1.100000023841858,1.100000023841858,0.0,17.399999618530273,17.399999618530273,0.0,1012.5999755859376,1012.5999755859376,0.0,matched,False,False,2022-10-28,False
FREP-337355-Z,236840,236840,2022-10-31 18:54:00+00:00,2022-10-31 18:54:00+00:00,0.0,False,False,9.699999809265137,9.699999809265137,0.0,0.1000000014901161,0.1000000014901161,0.0,14.449999809265137,14.449999809265137,0.0,1006.5999755859376,1006.5999755859376,0.0,matched,False,False,2022-10-31,False
FREP-337135-Z,236882,236882,2022-10-30 08:31:00+00:00,2022-10-30 08:31:00+00:00,0.0,False,False,8.800000190734863,8.800000190734863,0.0,0.5,0.5,0.0,14.449999809265137,14.449999809265137,0.0,1014.2999877929688,1014.2999877929688,0.0,matched,False,False,2022-10-30,False
FREP-337153-Z,236884,236884,2022-10-30 11:06:00+00:00,2022-10-30 11:06:00+00:00,0.0,False,False,10.800000190734863,10.800000190734863,0.0,2.200000047683716,2.200000047683716,0.0,14.600000381469728,14.600000381469728,0.0,1014.0999755859376,1014.0999755859376,0.0,matched,False,False,2022-10-30,False
FREP-232987-J,236889,236889,2021-06-14 09:00:00+00:00,2021-06-14 09:00:00+00:00,0.0,False,False,7.0,7.0,0.0,0.0,0.0,0.0,22.450000762939453,22.450000762939453,0.0,1020.5999755859376,1020.5999755859376,0.0,matched,False,False,2021-06-14,False
FREP-234035-Z,236896,236896,2021-05-10 15:34:00+00:00,2021-05-10 15:34:00+00:00,0.0,False,False,18.299999237060547,18.299999237060547,0.0,3.200000286102295,3.200000286102295,0.0,14.699999809265137,14.699999809265137,0.0,1002.0,1002.0,0.0,matched,False,False,2021-05-10,False
FREP-234444-Z,236897,236897,2021-05-03 08:40:00+00:00,2021-05-03 08:40:00+00:00,0.0,False,False,9.399999618530272,9.399999618530272,0.0,0.8999999761581421,0.8999999761581421,0.0,8.25,8.25,0.0,1018.4000244140624,1018.4000244140624,0.0,matched,False,False,2021-05-03,False
FREP-234109-Z,236903,236903,2021-04-30 11:09:00+00:00,2021-04-30 11:09:00+00:00,0.0,False,False,7.199999809265137,7.199999809265137,0.0,0.800000011920929,0.800000011920929,0.0,9.050000190734863,9.050000190734863,0.0,1015.0999755859376,1015.0999755859376,0.0,matched,False,False,2021-04-30,False
FREP-234207-Z,236904,236904,2021-04-30 19:15:00+00:00,2021-04-30 19:15:00+00:00,0.0,False,False,4.699999809265137,4.699999809265137,0.0,1.600000023841858,1.600000023841858,0.0,5.050000190734863,5.050000190734863,0.0,1015.0999755859376,1015.0999755859376,0.0,matched,False,False,2021-04-30,False
FREP-233828-J,236910,236910,2022-03-10 01:55:00+00:00,2022-03-10 01:55:00+00:00,0.0,False,False,7.0,7.0,0.0,0.1000000014901161,0.1000000014901161,0.0,9.100000381469728,9.100000381469728,0.0,1017.5999755859376,1017.5999755859376,0.0,matched,False,False,2022-03-10,False
FREP-233715-Z,236912,236912,2021-04-28 12:32:00+00:00,2021-04-28 12:32:00+00:00,0.0,False,False,13.199999809265137,13.199999809265137,0.0,0.5,0.5,0.0,11.649999618530272,11.649999618530272,0.0,1005.9000244140624,1005.9000244140624,0.0,matched,False,False,2021-04-28,False
FREP-234400-Z,236917,236917,2021-09-11 15:46:00+00:00,2021-09-11 15:46:00+00:00,0.0,False,False,9.300000190734863,9.300000190734863,0.0,0.5,0.5,0.0,20.5,20.5,0.0,1016.2999877929688,1016.2999877929688,0.0,matched,False,False,2021-09-11,False
FREP-234442-J,236919,236919,2023-08-09 09:00:00+00:00,2023-08-09 09:00:00+00:00,0.0,False,False,4.300000190734863,4.300000190734863,0.0,1.2999999523162842,1.2999999523162842,0.0,17.299999237060547,17.299999237060547,0.0,1018.2000122070312,1018.2000122070312,0.0,matched,False,False,2023-08-09,False
