term,coef
Intercept,2.5837554597078563
z_precipitation_24h_sum,0.060270152624602696
z_temperature_0h,-0.13330637392266423
z_pressure_msl_0h,-0.10161532109149114
urban_binary,0.0028986499499149554
log_population,-0.13790386123421547
income_deprivation_rate,-4.1229573664986727
deprivation_gap_pct,1.347927194023322
morans_i,0.11354718601308182
incident_year[2022],0.25945054922536398
incident_year[2023],0.10775692303498942
incident_year[2024],-0.15352945601690252
incident_month[2],0.75936990234920232
incident_month[3],-0.34998072632124144
incident_month[4],-0.30561409865975364
incident_month[5],-0.21123045744189797
incident_month[6],0.14527678933175775
incident_month[7],0.099270836242368737
incident_month[8],0.11546642075318123
incident_month[9],0.0046553391194236633
incident_month[10],-0.07272135412266971
incident_month[11],-0.25990021523635554
incident_month[12],-0.29644855460275127
z_customers_v2_log1p,-0.29483299258650753
z_cust_sq,0.092251552568483289
z_temperature_sq,0.06417836272132621
z_gust_precip,-0.056207830076934376
z_gust_0h,-0.069192535732013366
gust_hinge_10.8,0.07132776078725922
