fold,n_test,n_train,sse,rmse,k
0,2141,7113,3221.2208364975372,1.2265970509153048,29
1,1926,7328,3271.8068177183122,1.3033638915951189,29
2,1244,8010,1824.9097362420148,1.2111850566086513,29
3,1894,7360,3058.1432138730474,1.2706879822327064,29
4,2049,7205,2988.4831587293579,1.207687099448935,29
