term,Intercept,z_gust_0h,z_precipitation_24h_sum,z_temperature_0h,z_pressure_msl_0h,z_gust_sq,urban_binary,log_population,income_deprivation_rate,deprivation_gap_pct,morans_i,incident_year[2022],incident_year[2023],incident_year[2024],incident_month[2],incident_month[3],incident_month[4],incident_month[5],incident_month[6],incident_month[7],incident_month[8],incident_month[9],incident_month[10],incident_month[11],incident_month[12],z_customers_v2_log1p,z_cust_sq,z_temperature_sq,z_gust_precip
Intercept,0.037761916208574303,-0.00020043825964530018,-3.4460621455948922e-05,0.00015806103365136292,-5.6701388471428566e-05,-3.7371261218257981e-05,0.00016918174535062239,-0.0030783925665379963,0.0063452594703925849,-0.0041846627597973834,0.0043548247816018286,-0.00033831866878364174,-0.00025961204136273983,-0.00041710435815783993,-0.00097934265387217105,-0.00086458081983145987,-0.00093073835848290435,-0.0010342224042461214,-0.0012040121991964648,-0.0013309375021946211,-0.0012986278374222792,-0.0010518269365475319,-0.0011619479277473572,-0.00089713315991659954,-0.00093260542426137428,9.6434929148274615e-05,-7.6538754369857737e-05,-8.027883991986717e-05,-3.4522700059309993e-05
z_gust_0h,-0.00020043825964529566,0.00010225283304732795,-3.4416703277734419e-06,-4.6464282254792693e-05,2.7250339058107442e-05,-1.8542420031665658e-05,-1.2999039169202253e-06,1.1106490596589075e-05,-2.5903693672751698e-06,2.4660542438800716e-05,-2.8598563675397577e-05,1.6985804642665771e-05,7.2657758732217143e-06,1.3329965564383732e-05,6.80470654748494e-05,4.6160391131887124e-05,4.8118377297023027e-05,9.7390694916704002e-05,0.00012634835788503479,0.00011947576708565193,0.00013452418318038423,0.00012579687564793259,0.00010635166009700872,6.8469565074184545e-05,1.7901570696060332e-05,1.9057912126442265e-06,9.0841995399997271e-07,1.2365427139196416e-05,-5.8698926814485238e-06
z_precipitation_24h_sum,-3.4460621455942851e-05,-3.4416703277734826e-06,5.8087368450103098e-05,1.6033961077402917e-06,2.9379463852841694e-05,3.0548985588389127e-06,2.6558528255676363e-06,1.5092841200300122e-06,4.4355210366854949e-05,-1.5709305467484947e-05,-1.2800461274565297e-05,3.4844769403056553e-06,1.6133463388086044e-06,-5.0202984979225629e-06,2.0411874679259379e-06,1.792585311405781e-05,1.4467962207417817e-05,6.6843071208526269e-06,7.0473041872664117e-06,4.6319358403248812e-06,8.491817709861061e-06,1.0165242820115494e-05,-2.0298892105408888e-05,1.3301200561878412e-05,1.9323577186173244e-05,1.554508597772925e-06,3.3711421025982732e-06,3.3985297588792807e-06,-9.1372495239918524e-06
z_temperature_0h,0.00015806103365131888,-4.6464282254792531e-05,1.6033961077402815e-06,0.00013640162091121792,-6.0201141315830499e-06,6.3289345447325594e-06,6.7205106020073416e-06,2.8819534869018823e-06,-0.00012375373822639093,-2.9294875910441205e-05,4.7720000334531973e-05,-4.3660940346744508e-05,-1.7114423530299128e-05,-5.0674330119794249e-05,-7.8091924599528635e-05,-6.9595586522173589e-05,-9.7333732119187714e-05,-0.00018803259095062641,-0.00029848992343662348,-0.00032029080232901029,-0.00031795805841621145,-0.00029920661608133297,-0.00021060962010184016,-9.4657548350892429e-05,-3.2761701491136955e-05,3.7554907653532764e-06,-5.7758106023432694e-06,-9.9008033729925304e-06,3.8079171787664232e-06
z_pressure_msl_0h,-5.6701388471396528e-05,2.7250339058107299e-05,2.9379463852841653e-05,-6.0201141315829551e-06,7.9749960689017919e-05,1.0571355818544053e-06,-5.6479972837519742e-06,-4.3069501300056198e-08,3.995889973219558e-05,-1.2604663635321599e-05,-1.050287506252151e-05,3.0769645106898445e-06,1.5489258001894277e-05,3.8235989254079223e-05,1.7829057572449868e-05,4.621530515059713e-05,3.2225902200070651e-05,4.2824442152589066e-05,4.3219725227775871e-05,5.864142237856492e-05,5.6710483217891445e-05,6.665063221599667e-05,7.3437269667643394e-05,9.3627352229934662e-05,6.4190094424513666e-05,2.5228960971833934e-06,2.9772161463625597e-06,1.9339836729256966e-07,-3.1297618263857315e-06
z_gust_sq,-3.7371261218257981e-05,-1.8542420031665644e-05,3.0548985588389127e-06,6.3289345447325323e-06,1.057135581854424e-06,2.354469463351823e-05,-5.4230415274848797e-07,3.9163703678962854e-07,2.8994348263800354e-05,-2.4963204299648411e-05,2.6828742210905428e-05,-2.6669593858290991e-06,5.3434124840958091e-06,1.2941802936464696e-05,-2.8799072579791169e-05,8.3353302359812378e-06,1.4544484378660596e-05,2.9119201784206969e-06,2.134915020160807e-06,5.1101511048288043e-06,4.6445801752985522e-06,1.9728754251464913e-06,4.0566565090795179e-06,1.0494764860905349e-05,1.7525757568316109e-05,-1.9103922274368257e-06,-2.0696707473650328e-07,-7.0201649698135874e-07,-3.8666384700013692e-06
urban_binary,0.00016918174535057598,-1.2999039169202524e-06,2.655852825567616e-06,6.7205106020074933e-06,-5.6479972837522758e-06,-5.423041527485083e-07,0.00045440931381810585,-3.5520313466582307e-05,-0.00018636799476382405,-9.9781614062326336e-05,-0.00030392460124313353,-3.1395126325440648e-06,2.3644760892673757e-05,3.0567315822141558e-05,-0.00010813865937827597,2.5432759339281106e-06,1.1918272629600783e-05,1.7464412679134064e-05,1.1727366246288686e-05,3.5283979118353012e-05,2.547578031831594e-05,-1.3684461415254495e-05,1.7599804567062149e-05,-8.1091694248639087e-07,2.2792588540634272e-05,2.1698120323508381e-06,1.6690584752906515e-05,-5.34168317613999e-07,1.0924480649165081e-06
log_population,-0.0030783925665378124,1.1106490596588261e-05,1.5092841200302798e-06,2.8819534869007032e-06,-4.30695012982571e-08,3.9163703678881201e-07,-3.552031346658085e-05,0.00026613055358222656,-0.00061048485801018428,0.0001615092948818583,-0.00033260664333890151,3.936833363264421e-06,-6.0908478660644168e-06,-3.0480382491372484e-05,5.4065277280417653e-05,1.3304253475858081e-05,-2.5089837091519341e-06,-3.1051891476494693e-06,-4.5305382827671271e-07,5.6582711531906861e-06,5.0615836362424042e-06,-1.5804552140486394e-05,-1.9697393466189153e-07,-3.51162166813681e-06,8.3304615933266413e-06,-2.669146320812916e-06,-2.0037025843684382e-08,2.4032793400423321e-06,3.0475594291844952e-06
income_deprivation_rate,0.0063452594703882065,-2.5903693672720256e-06,4.4355210366853052e-05,-0.00012375373822639483,3.9958899732191351e-05,2.8994348263799812e-05,-0.00018636799476383619,-0.00061048485800989545,0.081115026423115466,-0.030079099941310361,0.00071687077640521062,-0.00015869602480055338,7.8784448510028741e-05,0.00098068215417582757,-0.0016717677923329642,-0.00022118208285134687,0.00021745307725013364,-9.9399672134035618e-05,0.00033055559742120036,0.00046111125888430998,0.00027276774713702102,0.00062410380704388255,0.0003147648815166439,0.00021757628360311986,0.00017462467949256027,-0.0001543753039107297,0.00019716314145400924,-1.1425559752118734e-05,-4.2579231672154625e-05
deprivation_gap_pct,-0.0041846627597957615,2.4660542438805595e-05,-1.5709305467483429e-05,-2.9294875910443265e-05,-1.2604663635317425e-05,-2.4963204299649184e-05,-9.9781614062336745e-05,0.00016150929488182599,-0.030079099941310611,0.02595761122261922,-0.0050831359961139334,-5.2505448958391297e-05,-5.4965443336766034e-05,-0.00019230867089848887,0.00025047588656046437,0.00011988489070038975,5.8030416193409744e-05,1.6420772180948803e-05,2.0953367809420495e-05,-3.0815043673318009e-05,6.702139411387544e-05,9.1091748694968827e-05,4.7658981104613658e-06,-8.0696842053760163e-05,5.0718594663970787e-06,1.0436622719411795e-05,-5.0402385265782557e-05,2.831573425116222e-05,-2.5491768955599055e-06
