term,coef
Intercept,2.1796198386693599
z_gust_0h,0.018840118709580519
z_precipitation_24h_sum,0.027445443724025083
z_temperature_0h,-0.024575905454900068
z_pressure_msl_0h,-0.031600143226985226
z_gust_sq,0.06454836542420557
urban_binary,0.16783961759728402
log_population,-0.0030617196624340638
income_deprivation_rate,-0.10997323157573008
deprivation_gap_pct,0.3641034044617974
morans_i,0.28378659092249464
incident_year[2022],0.085168220109014314
incident_year[2023],-0.013652987543106947
incident_year[2024],-0.18134068141101359
incident_month[2],0.59711754971530973
incident_month[3],-0.024279209494658487
incident_month[4],-0.13026878256023902
incident_month[5],-0.15095447424744746
incident_month[6],-0.039532572549440502
incident_month[7],-0.10384854133121665
incident_month[8],-0.070427592555527094
incident_month[9],-0.080281368946405904
incident_month[10],-0.12807916424776961
incident_month[11],-0.11669954174030323
incident_month[12],-0.050167309472273353
z_customers_v2_log1p,-0.1474694857254569
z_cust_sq,-0.070527230366709298
z_temperature_sq,0.011321339642713481
z_gust_precip,-0.025410907136547582
