term,Intercept,z_gust_0h,z_precipitation_24h_sum,z_temperature_0h,z_pressure_msl_0h,z_gust_sq,urban_binary,log_population,income_deprivation_rate,deprivation_gap_pct,morans_i,incident_year[2022],incident_year[2023],incident_year[2024],incident_month[2],incident_month[3],incident_month[4],incident_month[5],incident_month[6],incident_month[7],incident_month[8],incident_month[9],incident_month[10],incident_month[11],incident_month[12],z_customers_v2_log1p,z_cust_sq,z_temperature_sq,z_gust_precip
Intercept,0.03970831337707284,-0.00015275590268013775,-3.8978671689745035e-05,0.00012347274943303203,-6.4805949598376522e-05,-5.2767999075095662e-05,0.00021796839340251567,-0.0032870521784422058,0.0058451027406569503,-0.0029727142104277382,0.0048666588714255214,-0.00024413254320815097,-0.00022553411122484563,-0.00048237543938727066,-0.0005191923826113401,-0.00072578478188179514,-0.00083868654820660202,-0.0010123190689077157,-0.001123152446785882,-0.0012134940706872812,-0.0012051800056229549,-0.00099388401772603462,-0.0011175493299316677,-0.00087391113494474267,-0.00087506144363058876,6.0154626716777196e-05,-0.00010311086601338932,-6.6092492840649628e-05,-5.6571989707357461e-05
z_gust_0h,-0.00015275590268015401,0.00010534029142160526,-2.9014701063682534e-06,-5.6052110822066487e-05,2.1969842243136446e-05,-2.4317587643090971e-05,-1.037964605116713e-05,9.0721390015661274e-06,-0.0002028463123412848,4.8572843097047995e-05,-1.1350891309064605e-05,2.6071511304051088e-05,3.4816233314004415e-08,-2.6083817866783942e-05,0.00012054330012663044,3.9233516657318418e-05,3.5844456785243437e-05,9.005529124147941e-05,0.00012919626490538435,0.00011748049396258665,0.00013635152573198523,0.00012478213433640825,9.5486662058380815e-05,5.1836803553552456e-05,1.505766917164926e-08,1.2452881039513598e-06,6.0021088287941086e-06,1.3892077741716461e-05,-2.7577782248217574e-06
z_precipitation_24h_sum,-3.897867168973769e-05,-2.9014701063683076e-06,5.2564636878204397e-05,3.7293829281039099e-06,2.6775370385279169e-05,3.8766608317362846e-06,1.2980796827275421e-06,2.443993370590504e-06,6.1548205347745292e-05,-2.7964879566021313e-05,-1.0048952595461574e-05,4.2716138767384711e-06,3.1816727532121632e-06,-2.5723774643980645e-06,-3.9621132127680859e-06,9.7442980830176572e-06,9.0977977762102708e-06,4.752336141766973e-07,-6.7686152032970511e-06,-9.8791894459807853e-08,2.8649459166009457e-06,4.7186734783534905e-06,-2.135032025301404e-05,5.13241789455558e-06,1.4939914741400763e-05,2.2378678302356748e-06,2.1968567742575169e-06,3.0943725144527107e-06,-7.7556613980231918e-06
z_temperature_0h,0.00012347274943306629,-5.6052110822066487e-05,3.7293829281038557e-06,0.00014019985513585918,-1.6863164243131402e-06,1.1910999731856611e-05,1.4831329054958365e-05,3.3928263264776045e-06,9.5761214488757247e-05,-8.3967661162295815e-05,5.1354523330061642e-05,-4.6116110769921193e-05,-1.3117728851072151e-05,-2.540423723761153e-05,-0.00011137754702163433,-6.4204314939858911e-05,-8.2495253375385426e-05,-0.00018236512244328292,-0.00029180882245372791,-0.00031286020884716665,-0.00031127247352315908,-0.00029072776034898447,-0.00019945990154813988,-8.4383444066193453e-05,-2.1147873511646431e-05,1.1837382481982354e-06,-6.3708111056597235e-06,-1.1584679565566962e-05,1.8844755178344701e-06
z_pressure_msl_0h,-6.4805949598398097e-05,2.1969842243136446e-05,2.6775370385279196e-05,-1.6863164243131131e-06,7.3911607216587522e-05,3.5388328289152801e-06,-9.3161591942995649e-06,1.461196425848858e-06,7.6021138458599955e-05,-3.7944844521035611e-05,6.7417732770696777e-06,2.8348427416368446e-06,1.8264115458446745e-05,4.7390360561235184e-05,-1.4881583534525396e-06,3.5732735849102384e-05,2.7520484213141142e-05,3.5578168842997964e-05,3.0851364019968879e-05,4.6369339350476108e-05,4.4980495601660357e-05,5.3999867798417709e-05,5.8800950778154198e-05,8.4759103949301375e-05,6.0828972111384792e-05,1.8365566803451014e-06,-1.1318032014332878e-06,-1.3596834058885051e-07,-3.8267258099971603e-06
z_gust_sq,-5.2767999075094794e-05,-2.4317587643090971e-05,3.8766608317362914e-06,1.1910999731856611e-05,3.5388328289152665e-06,2.2118915371706528e-05,1.3892870572835387e-06,1.2135421991502998e-06,0.00011215609457493943,-4.9452583493231664e-05,3.0074870311147663e-05,-8.0100390501408061e-06,8.8152562321700196e-06,3.2726678404167218e-05,-5.4783236332031724e-05,6.5894016957315492e-06,1.4629861065210343e-05,1.1982359273828557e-06,-3.7483282992388739e-06,-7.3853629668839231e-07,-2.1953361661095994e-06,-3.0873901946253958e-06,4.5880351295203313e-06,1.4506925556744758e-05,2.4489239492915505e-05,-2.0742281032476389e-06,2.9626720031288191e-06,-2.2078672187156225e-06,-3.0364233013825827e-06
urban_binary,0.00021796839340264534,-1.0379646051167076e-05,1.2980796827272982e-06,1.4831329054958067e-05,-9.3161591942996598e-06,1.3892870572832948e-06,0.00060489343967073082,-4.9391619613595514e-05,0.00046413753884637018,-0.00011059807071347842,-0.00052750492702707558,-2.589449733441068e-05,3.1694267554286532e-05,8.8736738427689504e-05,-0.00018964433811610813,-5.6779178758582104e-06,1.7387751495483357e-05,1.4072296993539581e-05,6.3280501590906509e-06,3.0309769946630281e-05,1.6530953718445261e-05,-1.1399918951317389e-05,1.7513070066990329e-05,1.1890799547049631e-05,3.2946690251768889e-05,-4.2778915159672913e-06,1.6583179243924269e-05,-2.0432401202113127e-06,-5.7565543642385051e-06
log_population,-0.0032870521784417843,9.0721390015633356e-06,2.4439933705910157e-06,3.3928263264825106e-06,1.4611964258467303e-06,1.2135421991501779e-06,-4.9391619613575619e-05,0.0002879343957725186,-0.00061953819055549694,4.3655347814097918e-05,-0.00036481108739920272,5.1482546495473379e-07,-9.3112727795264375e-06,-2.8215996672678525e-05,2.9856839998687666e-05,7.0410245841582048e-06,-4.6213505829471624e-06,1.1028099679695737e-06,2.4481883138380213e-06,6.2116017965744316e-06,6.2038521632298274e-06,-9.9119229173663205e-06,4.5887665802942147e-06,-1.130136111697235e-06,7.2823296207349654e-06,3.3901298099889635e-07,2.3514863223082755e-06,1.7234194006703651e-06,5.6668091093780719e-06
income_deprivation_rate,0.0058451027406585254,-0.00020284631234127395,6.1548205347742961e-05,9.5761214488727757e-05,7.602113845860646e-05,0.00011215609457493466,0.00046413753884635284,-0.00061953819055584562,0.088174285263976249,-0.032262890248738268,0.0003569231240051771,-0.00039052372397323579,0.00023747429966468553,0.0014937892700114461,-0.0023474886499262604,-8.0673136119776114e-05,0.00036237075453119522,8.4776846933249392e-06,0.000102190050704939,0.00029298929446184077,6.0123327069919034e-05,0.00028772079679613839,0.00032424097263691106,0.00042620760435143831,0.00040909246399206418,-0.00018389357995046295,9.7736994513419927e-05,7.2577710329081897e-07,-7.0570765647592253e-05
deprivation_gap_pct,-0.002972714210428635,4.8572843097036556e-05,-2.7964879566019416e-05,-8.3967661162280636e-05,-3.7944844521041194e-05,-4.9452583493229496e-05,-0.00011059807071345847,4.3655347814418191e-05,-0.032262890248738713,0.027755808942922372,-0.0052771924280823092,1.2000237653552511e-05,-6.2897116679665622e-05,-0.00023979929311855914,0.00033075189796112972,2.8801451050715614e-05,6.5058319315642503e-05,6.5774764421572263e-05,5.2889456927275504e-05,3.4211371529084002e-05,0.00014351038134040577,0.00018337171017032954,6.6093447835338073e-05,-9.1028607963685197e-05,-3.0431678289470198e-05,2.8012209494707608e-05,-3.4727993290868306e-05,2.6299695163516256e-05,-6.3117892931456544e-06
