term,Intercept,z_precipitation_24h_sum,z_temperature_0h,z_pressure_msl_0h,z_gust_pressure,urban_binary,log_population,income_deprivation_rate,deprivation_gap_pct,morans_i,incident_year[2022],incident_year[2023],incident_year[2024],incident_month[2],incident_month[3],incident_month[4],incident_month[5],incident_month[6],incident_month[7],incident_month[8],incident_month[9],incident_month[10],incident_month[11],incident_month[12],z_temperature_sq,gust_low,gust_ramp
Intercept,0.30914034646303445,0.0029046384942368487,-6.9792829618713949e-05,0.00060833621362319358,0.00025058146899921635,0.00067287630641099661,-0.026117723274225998,-0.093607439168442289,-0.012229989239885879,0.049396448970293383,0.0016302754207310095,0.0070950924169377733,0.0046765670400127184,-0.00035010258138917956,-0.012245882861055497,-0.0068505777485048424,0.0013170672943225222,-0.00013445073840960033,-0.001831853402723611,-0.012060573223681197,0.0013889539352699362,0.0045085560573524018,-0.0016725655038227435,-0.0006532559182674284,0.0010265148084071302,6.659441317595808e-05,-0.00028937430964494663
z_precipitation_24h_sum,0.0029046384942368608,0.00070848777661471529,1.283393127356242e-05,0.00020134659469078539,5.8626195227078275e-05,-7.103380048901944e-05,-0.00026174833038717358,0.0021404650464926928,-0.00069623486102235194,0.00088559277169076656,0.0001537482987014685,0.00018869557887327181,6.4911326005865602e-06,0.00035543123971580549,-9.3640448876325681e-05,0.00022474000588293169,0.00019932057164249214,-7.3043808721620553e-05,2.5915551610539308e-05,-0.00019249740479983308,-6.7257662741552457e-05,0.00026899177687074373,-4.4777120221131575e-05,6.0716483173047192e-05,5.709869431712431e-05,-2.0621129223508116e-05,5.775677652783637e-06
z_temperature_0h,-6.9792829617822301e-05,1.2833931273561553e-05,0.00099538039348255462,-2.1930421208100423e-05,2.9067710054590643e-05,-2.2043850093772149e-05,0.00018097552757220066,0.0090934815712887546,-0.0024419998019735815,-0.00093348448412690441,0.00015043275535151944,-8.9021446454898225e-05,-0.00049156641698117835,-0.00055295875445656665,0.00019209142413140928,-0.00075418247462912295,-0.0016062716846161362,-0.0024299584889147085,-0.0024518751276634099,-0.0027635911666525647,-0.0020759433953592287,-0.0016632315636474538,-0.00084827469107888703,-0.00050167786226435536,-0.00010613659259561578,-7.135553045351336e-05,-1.5853031368360802e-05
z_pressure_msl_0h,0.0006083362136230921,0.00020134659469078528,-2.1930421208099e-05,0.00054317574797566851,-6.7668184206678844e-05,-8.0029478803736313e-05,-0.00013887898145303651,-0.0012310114208512824,0.00060654652605717776,-0.0001818277238150505,0.00016933044605875361,0.00037058381857886903,0.00070665733477263243,0.00023130721471447045,0.00015121417836742098,0.00054938344456281285,0.00038434259643628814,0.00041134460043810994,0.00032224966700291491,5.9822616899086675e-05,0.00030724384905482472,0.00058730596466067045,0.00074659452691933797,0.00059943785069350704,4.004682979430292e-05,3.8850216608877911e-05,4.1864759321215582e-05
z_gust_pressure,0.00025058146899924937,5.8626195227078302e-05,2.9067710054590264e-05,-6.7668184206678736e-05,0.00022661200862093348,-3.4322306889335959e-05,2.2231117027173811e-05,0.00039333077534887788,-2.1260334246233931e-05,-3.6128494353111469e-05,-1.1289977864779865e-05,-6.6892934202974848e-05,-0.00031573425368223795,-2.9147612856250941e-05,5.1886728060484253e-05,-0.00032757022148250525,-0.00018337334489362505,-0.00025102580388960326,-0.00033442518003180485,-0.00012816018579216702,-0.00028259788622024524,-0.00021324791247691471,-0.00013356937998865834,-0.00022846330106405618,-2.970303235386398e-06,-2.6322349198429304e-05,0.00010203518933436773
urban_binary,0.00067287630641079278,-7.1033800489019386e-05,-2.2043850093778207e-05,-8.0029478803737451e-05,-3.4322306889335512e-05,0.0014899379712545718,-0.00011208958563465232,0.0016303449176241734,0.00075328548941679227,-0.0018962109659997478,-0.00013532895046876163,-0.00013704570790827771,-0.00020637150270049896,-0.00031165066627103087,4.4969964680690347e-05,-0.00012380786776036972,-0.00028444514728102432,-9.7201924879600958e-05,-0.00014737349551766587,-2.778369174478068e-05,0.00026058404269991241,-9.0684164860297778e-05,-0.00026600499295081887,-8.8535360012049515e-05,-7.0478009963498761e-05,1.0249011728434502e-05,-2.000945838890333e-05
log_population,-0.026117723274227844,-0.00026174833038717076,0.00018097552757225953,-0.00013887898145303716,2.2231117027172855e-05,-0.0001120895856346714,0.0023472307447243851,0.0077835077903118995,0.00014590412892604495,-0.0041777190189514098,-0.00031529088221920478,-0.00087103764936827168,-0.00096953330140447155,-0.00039110979403669745,0.00065704428040843635,-4.4939654842619526e-05,-0.00089627242612928012,-0.00096036677119473116,-0.00075212704231950131,0.0002639565395117535,-0.0010100029148660537,-0.0012427988144798725,-0.00053305423539513636,-0.00057880001969000177,-0.00013318806799854566,-5.1498913700394439e-05,3.0980773422094305e-05
income_deprivation_rate,-0.093607439168457485,0.0021404650464927014,0.0090934815712886332,-0.0012310114208513379,0.00039333077534886487,0.0016303449176240433,0.0077835077903123098,1.4030131106764698,-0.47752411595360655,-8.0131106123329521e-05,0.014363126024114811,-0.0036794000595769608,-0.025432226251149142,-0.0096579083517894394,0.049461948003117075,-0.010186586409251446,-0.027202249477797941,-0.0285514869248534,-0.024213390449256241,-0.042033655322020289,-0.038734750059503963,-0.027541038614705877,-0.02061921081177941,-0.015486421128244322,-0.0026545458519426132,0.00019740586078627548,-0.0015093944313385311
deprivation_gap_pct,-0.012229989239890361,-0.00069623486102233807,-0.0024419998019735278,0.00060654652605724195,-2.1260334246227426e-05,0.00075328548941678685,0.00014590412892722044,-0.47752411595361055,0.2640267195685102,-0.050320546136549738,-0.0057204025056450322,0.00033352764824826292,0.0074805512164240334,0.0017761704591796853,-0.014605897746693569,0.0053209792708254454,0.0061659008645158463,0.0077380416422620345,0.0036712280846449112,0.01416341243517277,0.013411933796498106,0.008371268222516522,0.0058108456904666277,0.0050747966215623636,0.00057806930181279466,-0.00028192758401285019,0.00073496293369973095
morans_i,0.049396448970294327,0.00088559277169076396,-0.00093348448412695862,-0.000181827723815062,-3.6128494353107241e-05,-0.0018962109659997469,-0.0041777190189515728,-8.0131106120026607e-05,-0.050320546136549599,0.042636931926988864,0.00022948666596206684,0.00098954773294118942,0.0011752830221995331,0.0021233150711957149,-0.0018917851005762982,-0.0013384719031968887,0.0031535870329660143,0.0028762846245184307,0.0049799799055630679,0.0017765197060604964,0.0022997591591057244,0.0025720924779968515,0.00081178724111144029,0.00062582130500931559,0.00038507488992074919,0.00019960146618546273,-0.00019443612102325563
