term,Intercept,z_precipitation_24h_sum,z_temperature_0h,z_pressure_msl_0h,z_gust_pressure,urban_binary,log_population,income_deprivation_rate,deprivation_gap_pct,morans_i,incident_year[2022],incident_year[2023],incident_year[2024],incident_month[2],incident_month[3],incident_month[4],incident_month[5],incident_month[6],incident_month[7],incident_month[8],incident_month[9],incident_month[10],incident_month[11],incident_month[12],z_temperature_sq,gust_low,gust_ramp
Intercept,1.057147481988977,-0.001434744704114137,0.0045511155716318578,-0.0017644915640534847,-0.00046107472769681856,0.034489186970999737,-0.089078718336012941,0.038947881559371726,0.021043644652466678,0.016382133026265705,-0.0035904986149878364,-0.00385310282962171,-0.0021724572867981751,0.00083078853369293734,0.00056439928591045974,-0.006137708503480447,-0.012267716196172083,-0.0090542037421892894,-0.014107033491463831,-0.0098357781535483978,-0.0098482858299131417,-0.010091134767963351,-0.0042800938810452528,-0.0092514400408145285,0.0005809104392600087,-0.00054060637448123498,-0.0020427603615940952
z_precipitation_24h_sum,-0.0014347447041142788,0.00021350880159583008,-3.1926860430867966e-05,7.5758331834608418e-05,-2.449570986252245e-05,-0.00013537297390693438,0.00012209277801399204,0.0017528185465863853,-0.00072762633850982801,-3.2262349253076455e-05,4.7200325649085458e-07,1.5970187291280415e-06,-0.00010224210312908142,-9.5957736621311247e-05,-1.9594914838497951e-05,3.3438280169842771e-05,-7.5703512863022914e-05,-8.3412999990466281e-06,-3.9469886302114787e-05,-4.3277892646883737e-05,1.4564484848435665e-05,-6.5150150697511122e-05,7.7839706583877276e-05,-3.0738464727749938e-05,9.7606500976804098e-06,4.6525998583133245e-06,-4.4514536583595835e-05
z_temperature_0h,0.0045511155716301301,-3.1926860430867437e-05,0.00082749843935755042,-0.00012003958719116262,-4.9349736210326878e-05,0.0003731504236798496,-0.00036757088335864448,-0.0027236744798889529,0.0016676182757205404,3.4143638269878588e-05,1.6955240295002811e-05,-8.0094439960535217e-05,-4.9756346671233172e-05,-0.00011262018855817446,-5.6146749949090947e-05,-7.3449030785787962e-05,-0.00071252444816373179,-0.0014648277749503994,-0.0012031818203550198,-0.0017090678301078892,-0.0014272472135732847,-0.00082038987044451219,-0.00030902494816018977,-0.00026464879452077819,0.0003371233869883642,-8.3632288211949422e-06,-1.0269166512744686e-05
z_pressure_msl_0h,-0.0017644915640532394,7.5758331834608445e-05,-0.00012003958719116374,0.00031157123290472693,0.0001040599879219112,-0.00027443925637795827,0.00015122539480818891,0.0010777835439356178,-0.00058800345140321735,-3.4717482041912476e-05,-1.2392737322314009e-05,5.1183631067671719e-05,0.00018688005607926607,-0.00024701371342083584,4.6246672517967297e-05,8.9535869537602555e-05,5.503971623942416e-05,0.0002579233007395489,0.00018626459382318307,0.00023901633594379699,0.00026789746414345025,0.00026056016923744509,0.00019702833081887422,0.00015884577325997749,-6.8712866554898017e-05,2.0926144999858535e-06,7.1321694841242083e-05
z_gust_pressure,-0.00046107472769710365,-2.4495709862522338e-05,-4.9349736210326322e-05,0.00010405998792191203,0.00024872515906588599,-0.00014220350426417212,4.2066795602225113e-05,0.0006482950031651202,4.686162471157816e-05,3.5136509385716371e-05,2.5731390050178626e-05,6.6599671460233762e-07,2.8756994491977132e-05,-3.3421133000845374e-06,6.1283608451610577e-05,3.1411218628382008e-05,9.4473395424401693e-05,9.1564689815986348e-05,0.0001401739378545617,0.00014707201096333705,6.3158831390083589e-05,7.9750084183810165e-05,0.0001300632389003245,7.7756282056489187e-05,1.1680269337363278e-05,-1.412826140509813e-05,0.00016486953217846514
urban_binary,0.034489186970999876,-0.00013537297390693381,0.00037315042367985361,-0.00027443925637795437,-0.00014220350426417293,0.0056123019338525258,-0.0029993493958973849,-0.0062029605794311962,0.0040172106700571116,-0.0056187235764932671,-0.0001288887597872467,-0.00031732581670777972,-0.00078048374040673538,-3.1150945721000099e-05,0.00028772846766131463,-0.00010489327371526763,-0.00046401363146962034,-0.00091847896701029749,-0.0010363352320414258,-0.00082409276685342452,-0.00094854632305844098,-0.00082383898578142017,-0.00052884425849798332,-0.0011297585177438231,0.00012696478476387541,-4.6337355879997475e-05,5.3962115422248381e-05
log_population,-0.089078718336002408,0.00012209277801397898,-0.00036757088335864074,0.00015122539480814389,4.2066795602228196e-05,-0.0029993493958973571,0.0076132481136757463,-0.0050891073771284793,-0.0040718050659858023,-0.0010119578082517051,0.00023140234287802588,0.00023548087521963319,3.0034214044137873e-05,-0.00020576431218709859,-0.0002471742245737407,0.00021700461353412048,0.00071431702755759923,0.00050021040194304315,0.00093850486268173621,0.00063492470195360292,0.00057804601776162683,0.00062657941165114594,0.00011186072045306348,0.00055927132780439254,-9.603576707106232e-05,2.8837168114667449e-05,0.00018968083115296653
income_deprivation_rate,0.038947881559375147,0.0017528185465863742,-0.0027236744798887682,0.0010777835439356085,0.00064829500316506219,-0.0062029605794308076,-0.0050891073771325455,0.80421788054571153,-0.27991354300933052,0.039035457256055409,-0.0010141345834609973,0.00076347710083485081,-0.0014252993736664321,-0.0072355994334426339,-0.0065725440218880483,-0.0074940689621327376,-0.0034469781831883307,0.0022131724439638204,0.00099501144286811768,0.0013857898447714005,0.0029787315974650294,-0.0027948883806601663,-0.0025214611621749727,-0.0049346084250514212,-0.0023788132291257765,7.5649437409341447e-05,-0.00012496431938743987
deprivation_gap_pct,0.021043644652489722,-0.00072762633850984146,0.0016676182757204836,-0.00058800345140324294,4.6861624711571906e-05,0.0040172106700570413,-0.0040718050659849505,-0.27991354300932175,0.28615288519790283,-0.075476564144216815,0.00068086019344697668,-7.7475376994878755e-05,0.001891614978574455,0.0014008000601591602,0.0036624951664565499,0.0080415081036820778,0.0023137787380990331,0.0004797165456363455,-0.0016300437017384487,-0.0021356905805690108,-0.0015489211420144024,-0.00083145702810500158,0.0028931662247787568,0.0044921702590719941,0.00062024337439080756,-8.6136648591964184e-05,7.669690539156298e-06
morans_i,0.016382133026257899,-3.2262349253062882e-05,3.4143638269913622e-05,-3.4717482041875999e-05,3.5136509385712569e-05,-0.0056187235764933365,-0.0010119578082524706,0.039035457256052279,-0.075476564144218217,0.055225608759615498,2.6762190907307997e-05,0.00022937206971969024,0.0014384743021424412,0.00097043807637739021,-0.0014445705731656825,-0.0011721439106408497,-0.00024835908146687797,-0.00019738247623172361,0.00093881425926798452,0.00046351323163017075,0.0004596960076374034,0.00020926601265098998,-0.00058985719517716604,-0.00017539872333506703,2.6433163391709714e-05,7.9967683040791748e-05,-0.00039244574069287124
