term,Intercept,z_precipitation_24h_sum,z_temperature_0h,z_pressure_msl_0h,z_gust_pressure,urban_binary,log_population,income_deprivation_rate,deprivation_gap_pct,morans_i,incident_year[2022],incident_year[2023],incident_year[2024],incident_month[2],incident_month[3],incident_month[4],incident_month[5],incident_month[6],incident_month[7],incident_month[8],incident_month[9],incident_month[10],incident_month[11],incident_month[12],z_temperature_sq,gust_low,gust_ramp,alpha
Intercept,1.1371548391985795,0.0050862071893409792,0.0052621562389401156,-0.00025077819897814088,-0.00025226248172866537,0.0075341724610520321,-0.097167260341422951,-0.23105756589007062,0.018245472685691745,0.10924709312348183,0.008150348476474719,0.012200560775282396,0.018600196614866702,0.013403154523816511,-0.009105678159701017,0.0043477798370158893,0.00092837048963496363,0.0083921900397155857,-0.0073967705349381177,-0.041239801466584632,0.015134606344015551,0.0090451445304272383,0.006796508988037419,-0.0027727456209339948,0.0018845904969968747,0.00035576887030586488,-0.0024061012838137918,-0.027031440798880445
z_precipitation_24h_sum,0.0050862071893409168,0.00085789786338096074,1.8905697714935092e-05,0.0002510614175354227,-7.482743290419286e-06,-0.00020229170405872921,-0.00050993448643826291,0.0076147072615091217,-0.0026830049500347797,0.0016962906770076305,0.00019108369094761812,0.00030762279911468704,0.00022465809805297075,0.00056391256410641779,0.00025158954616141718,0.00068241765090287104,0.00059954252866927925,0.00061049780786158535,0.00067606029091012165,0.00035045009536524248,0.00033930831360803757,0.00063551800158822267,0.00059183787688760474,0.00040422988978015026,4.7031657637835442e-05,-7.118392852047102e-06,-2.3133856724972842e-05,0.00011264105624361475
z_temperature_0h,0.0052621562389451905,1.8905697714924816e-05,0.0011851538504450904,-6.5269737255542221e-05,6.6558394687130101e-05,6.8268469128902071e-05,-0.00041318276300974155,0.0046829370484306517,0.0042703647272171377,-0.0021092619650639969,0.00043224786804775431,0.00029265164323745018,6.5616133385150584e-05,-0.0001995319039996067,0.0011309504683083989,0.00012757652930566355,-0.0007236051056943645,-0.0014863183328716677,-0.0022585000470185324,-0.0026669228951201724,-0.001401216467354941,-0.0011860502820466986,-7.6333031059449977e-05,0.00036243699080364122,-3.802152212195546e-05,-0.00010043593976776505,1.7045630443681882e-05,-0.0004299454873448878
z_pressure_msl_0h,-0.00025077819897686174,0.00025106141753542042,-6.5269737255517894e-05,0.00060617739440383853,4.2086927247375402e-05,-0.00018715729351106978,-8.2080441811022527e-05,-0.0030637527831355454,0.0029770114679768737,-0.0015704560784848861,0.00037213823848616196,0.00070057061643223487,0.00093166258517022032,0.00017825728923077361,0.00041234541573451029,0.00038193306272502167,0.000459965603179272,0.00060870580150311937,0.00047345884705241406,0.0005365867174832767,0.00045203411862557868,0.00074964256580240646,0.00065515395782952501,0.00036888085596971766,3.5003478339940523e-05,2.9930971401983408e-05,0.0001387029978165636,-0.00018604143041720268
z_gust_pressure,-0.00025226248172818149,-7.4827432904196655e-06,6.6558394687126117e-05,4.2086927247375043e-05,0.00032483700178644048,9.6139968864964001e-05,3.2105872220220452e-05,0.0074759958320599375,-0.0018254285646525736,-0.0011042776888990887,0.00016084700620211444,-4.2074501271942551e-05,-4.5196047551967903e-05,0.00012299070494656194,0.00047092721899943724,-0.00020381853909918259,0.00020429931477760518,8.8181526776067728e-05,-0.00031127140025119369,-0.00010398084525770098,-0.00011483172839739527,-0.0001169962852200707,0.00010185083434867471,-0.00019916532429988678,2.317285896723164e-05,-2.7892859158564693e-05,0.00022961989392493109,2.5100992488130919e-05
urban_binary,0.0075341724610507154,-0.00020229170405872533,6.8268469128860072e-05,-0.00018715729351107121,9.6139968864961847e-05,0.0045334870638328532,-0.00058918462557266114,-0.010477319595543303,0.0020147528662181622,-0.0043083505400985395,-0.00020918113673243637,-0.00040000508603783749,-0.0010532861840322507,-8.1220940756032874e-05,-2.1423870187973478e-06,-0.00084848517578145878,-0.00055809839259027445,-0.0008382991995393523,-0.00085873575334092156,-0.00040910024078828414,-0.00099849642487355667,-0.00055959860986414792,7.941151559504557e-05,-0.00097640387303686441,9.7740459937333793e-05,-2.2173887761368483e-05,-1.1391130942203345e-06,-0.00064519572695179378
log_population,-0.097167260341420147,-0.00050993448643828123,-0.00041318276300939178,-8.2080441810930478e-05,3.2105872220228374e-05,-0.00058918462557254838,0.0085432457808145672,0.017307682591015582,-0.0063719098595571705,-0.0081061836554322027,-0.00095327930200459019,-0.0015485419195292302,-0.0023387247985280921,-0.0017548618099632437,0.00034155304587257459,-0.00088328317882736059,-0.0010050629475940264,-0.0015259146458899652,-0.00018463289594590471,0.0030607629757722259,-0.0020499654423620037,-0.0016259455653483816,-0.001337578344233517,-0.00069416071700196408,-0.00021929235828771566,-9.4826323606549872e-05,0.00021882903149116951,0.0025311674460458981
income_deprivation_rate,-0.23105756589003634,0.0076147072615091104,0.0046829370484302701,-0.0030637527831356513,0.0074759958320600138,-0.010477319595544064,0.01730768259101826,3.3709905639857594,-1.326486021809943,0.03117348357241009,0.022325536738119996,-0.0019316999287606763,-0.031562181555075286,0.024386263564711678,0.086039286182116301,-0.019140431314502014,0.011375206996763084,0.0045001287137468524,0.010902549157618284,-0.010667634381971915,0.001717047494303979,-0.013986332613541097,0.0089547854835106949,0.018732481778279436,-0.0023296620546309262,0.0010143247157480039,0.0016360538763575856,0.028606916853122499
deprivation_gap_pct,0.018245472685697279,-0.002683004950034784,0.0042703647272175366,0.0029770114679769956,-0.0018254285646526626,0.0020147528662187823,-0.0063719098595620919,-1.3264860218099255,0.96535435670479408,-0.19979211806993369,-0.006935851305499955,0.0071051595956967036,0.019951214814323923,-0.0084628927734724732,-0.016875106531289985,0.012223465665055118,0.0022691613210547683,-0.0058339881396989573,-0.013255454944258633,-0.0015208640270359067,-0.0037793800864352398,0.010639042787157488,0.0044860628923922979,0.0062526591559056814,0.00022823328378139746,-0.00082196214085640497,0.00010544544208213394,-0.011988515478133514
morans_i,0.10924709312346589,0.0016962906770076551,-0.0021092619650645056,-0.0015704560784849889,-0.0011042776888990993,-0.00430835054009887,-0.0081061836554302512,0.031173483572406815,-0.19979211806993741,0.14787734653048676,-0.003407457150343041,-0.0037105143067558909,-0.0026917799756006888,0.0032652676570443144,-0.0092113465010087298,0.00083883343610126804,0.00044076935678957719,0.0035179286197790801,0.0070238286971345378,0.0025414880006631797,0.0040006544741917772,-0.00045365762236634737,-0.0042379724207280067,-0.0015425584080506782,0.00040343588922796004,0.00043065173360901034,-0.0011170571916490129,-0.00026950839344696924
