term,Intercept,z_gust_0h,z_precipitation_24h_sum,z_temperature_0h,z_pressure_msl_0h,z_gust_sq,urban_binary,log_population,income_deprivation_rate,deprivation_gap_pct,morans_i,incident_year[2022],incident_year[2023],incident_year[2024],incident_month[2],incident_month[3],incident_month[4],incident_month[5],incident_month[6],incident_month[7],incident_month[8],incident_month[9],incident_month[10],incident_month[11],incident_month[12],z_customers_v2_log1p,z_cust_sq,z_temperature_sq,z_gust_precip
Intercept,0.16683263677949406,0.0017463464374238898,0.00016655230212156058,-0.0013708565182507456,-0.0007834013343107801,-0.0014632522839472515,-0.0032470844204707358,-0.013956687274788595,0.029444662813392745,-0.001179191444495179,0.012351461134679633,0.0027978184778524955,-0.00085309132205821218,-0.0072685183452956418,0.015076982922674323,-0.0019585705286989529,-0.0022032550612002036,-0.0026188541794303901,-0.0015008241591511799,0.00053802011280398116,-0.0020165369606400673,-0.0024960897696763963,-0.002829813483935315,-0.0031050518966251545,-0.0038276111788804962,-0.00034593155350738853,0.00055881585947467518,0.00010068266685383934,0.00071935387688754993
z_gust_0h,0.0017463464374238584,0.00067125146266260721,-8.6544865418917074e-05,-0.00050448302215026113,-0.00016031771008423589,-0.00027628748018360062,-0.00038282158265232703,-8.7959465102174753e-05,-0.0030781402879741133,-0.00010908702351606302,0.00012993758189192961,0.00031943614583785501,-0.00037566559928517814,-0.0014216590231352101,0.0023553933721149919,0.00010894174420473569,-0.00016732723699701622,0.00027975630829497612,0.00061286638846909348,0.000504547616740463,0.00059820623888203015,0.00056595699074529185,0.00017128393675864585,-0.00039496373560462714,-0.00057689881359376295,-7.6744461955919693e-05,0.00021717440332832131,9.5538994105789921e-05,0.00010569455429894298
z_precipitation_24h_sum,0.00016655230212151497,-8.6544865418917427e-05,9.9760293284037064e-05,4.6270146802771683e-05,7.3192185257179212e-05,3.9516843591919131e-05,-1.775279997999398e-05,-2.300704427720384e-05,0.00037399268560082451,-0.00034099990533668971,0.00035246109615423078,-9.8593192125369863e-06,6.0878213010994574e-05,0.00022120575371227134,-0.00017964804582638243,-2.5390554945193757e-05,3.0170277831483457e-05,-2.7334731222386524e-05,-5.69248253726368e-05,-5.2972046991780571e-05,-2.9778278039885601e-05,-2.9421148097768127e-05,-6.518866419242369e-05,0.0001246064971560673,7.2208392128355622e-05,2.1758614382051982e-05,-1.1955058038131035e-05,-6.8467357550237485e-06,-3.557197763062238e-05
z_temperature_0h,-0.0013708565182506153,-0.00050448302215025983,4.6270146802771798e-05,0.00073140981406380218,0.00015205196455712671,0.00024096434022709761,0.00017077378545353634,0.00013622812735803263,0.0036090814242913517,-0.0012296996108626299,0.00012757833714895848,-0.00035871508958684609,0.00027928830126334905,0.00097166260056069176,-0.0022296632330053591,-0.00023964831595367318,-8.9366377228470965e-05,-0.00063867498014912938,-0.0011603360711934872,-0.001090338571681108,-0.0011230176587277343,-0.0010453043187343639,-0.00063803751975464692,0.00011360746235326533,0.00039064559025769402,5.2599099393936145e-05,-0.00022329895943398268,-0.0001281211424023425,-0.00010856454623913552
z_pressure_msl_0h,-0.00078340133431112325,-0.00016031771008423587,7.3192185257179456e-05,0.00015205196455712677,0.00025634819334629914,9.5560663880995669e-05,8.3132653723065931e-05,5.2925149184199146e-05,0.000686201702920465,-0.00046959474562800947,0.00018878180072063477,-0.00014490068365295399,0.00013992448338855966,0.00059388419851104889,-0.00078060568222315619,1.6651966854820205e-06,4.3488729430926462e-05,-2.4631721599430245e-05,-0.00013007688062049224,-7.6669052745376745e-05,-8.7369083143207281e-05,-1.0426710450988897e-05,7.8791186039569992e-05,0.00031051285457807094,0.0003186212103858428,1.7645795183693948e-05,-9.8396154001585082e-05,-2.8165418538953026e-05,-8.6835579234317362e-05
z_gust_sq,-0.0014632522839473701,-0.00027628748018360052,3.951684359191905e-05,0.00024096434022709772,9.5560663880995465e-05,0.00015790175509248464,0.00020839804376533819,8.5303183384316433e-05,0.0021400043580690198,-0.00026806048754133053,-0.0001055864246039686,-0.00020269373375678265,0.00019519555379651015,0.00082819501597152249,-0.001471913411455086,1.5063567712365763e-05,0.00018284163645659673,-7.5268834796866309e-06,-0.00018399202837941249,-0.00014481767870981748,-0.00015374885573136,-0.00013133811891305765,1.2727853981627737e-05,0.00030195098009099208,0.00038777034772313382,2.3734561576947095e-05,-8.2489899274171773e-05,-3.9581167068881298e-05,-6.2809704741642784e-05
urban_binary,-0.0032470844204708282,-0.00038282158265232606,-1.7752799979994458e-05,0.00017077378545353304,8.3132653723067218e-05,0.0002083980437653377,0.0033256551706403181,7.1881201703549383e-05,0.0099910477919559638,-0.0047578842331505323,-0.0025731843478744658,-0.00027045089433343374,0.00043234696387978524,0.0012552562884546922,-0.0025716191521121534,-8.5122841404224173e-06,0.00066363691231574303,5.0064687977360818e-05,-1.3566869246977754e-05,0.00026144911750018376,0.00017499310656171857,-1.9194602737388692e-05,0.00052323816089069343,0.00046592779467610605,0.00056987627137973322,6.7488436586962669e-05,-5.0475750809683909e-05,-3.3671053563437367e-05,-5.527093510993567e-05
log_population,-0.013956687274801181,-8.7959465102134611e-05,-2.300704427719664e-05,0.0001362281273580116,5.2925149184194179e-05,8.5303183384314563e-05,7.1881201703410401e-05,0.0012467637641153939,-0.0034787422064499404,-0.0015394786979488822,-0.00060421284432122017,-0.00024117846239050369,-3.9863678571240269e-05,0.00023139478133577429,-0.00095964079739296394,5.1106578676433596e-05,-2.2947350432585709e-05,-4.2531572301889987e-06,-0.00013290530764979266,-0.00032319735602352864,-0.00010183382015253555,-2.1602269175948198e-05,-4.1558684963935625e-05,1.9179382783134353e-05,6.6605284879942285e-05,3.4726129327528171e-05,-7.0731412614480788e-05,-1.2800569056118117e-05,-6.4062915181692715e-05
income_deprivation_rate,0.029444662813424727,-0.0030781402879741611,0.0003739926856008341,0.0036090814242914111,0.00068620170292047107,0.0021400043580690549,0.0099910477919561008,-0.0034787422064467251,0.41801951133914578,-0.17535420591933085,0.0012640232778006679,-0.0055708933114109477,0.0030764674107579383,0.014111052374197852,-0.026217922722867708,0.0010863601613260226,0.0054584308143894936,0.00085075839106984899,0.0012739712860830854,0.0048149431455382042,0.00076560234033503868,-0.0021659495920766871,0.005832310748481671,0.0092247179794475321,0.0073162142800575211,0.001653417188238338,-0.0014064262798576374,-0.00031162478914683483,-0.00057890188905651162
deprivation_gap_pct,-0.0011791914445157857,-0.00010908702351596994,-0.00034099990533669378,-0.0012296996108627349,-0.00046959474562799727,-0.00026806048754135557,-0.0047578842331507431,-0.0015394786979501371,-0.17535420591933429,0.18076872476094086,-0.02427933897766929,0.002679018112332399,0.000659877154447211,-2.1276171184110457e-05,0.004194644288174205,0.00017352803873502929,-0.0014396892218778215,0.0020103036849288582,0.0021457743595076515,0.00081321775600092243,0.002390698999132362,0.0019076256474880441,0.00013387668980252766,-0.0017176565109957738,0.0011140698231866784,-0.0011661074057509964,0.00082174987254523006,1.5522329828577378e-05,0.00047696178522206546
