term,Intercept,z_gust_0h,z_precipitation_24h_sum,z_temperature_0h,z_pressure_msl_0h,z_gust_sq,urban_binary,log_population,income_deprivation_rate,deprivation_gap_pct,morans_i,incident_year[2022],incident_year[2023],incident_year[2024],incident_month[2],incident_month[3],incident_month[4],incident_month[5],incident_month[6],incident_month[7],incident_month[8],incident_month[9],incident_month[10],incident_month[11],incident_month[12],z_customers_v2_log1p,z_cust_sq,z_temperature_sq,z_gust_precip
Intercept,0.03348172508544197,-0.00015207904689050819,-2.9378538634807085e-05,0.00020535913642174248,-7.8345206473157415e-05,-1.9099432171531107e-05,0.00028370835152784787,-0.0027056805198942342,0.0055873853760799574,-0.0051229756381967004,0.0038146506861855846,-0.00035840599265206288,-0.00029653107410143283,-0.00067153864696890429,-0.00065922861825659911,-0.00062928621024273463,-0.00087411955383206986,-0.0009736970095056475,-0.0011698367853856086,-0.0012151685202271764,-0.0011748553404587537,-0.0011962767469134205,-0.0010783561601976565,-0.00092356318148523674,-0.00078663181877792327,5.1715221425026293e-05,-7.7672372458050958e-05,-4.1322697403249023e-05,-2.6763829335774894e-05
z_gust_0h,-0.00015207904689051665,9.7125111320682072e-05,-3.6093888353810479e-06,-3.8439464893039222e-05,2.8602207271657111e-05,-1.8395437274379923e-05,8.6381114206921198e-06,6.7243225232094067e-06,7.875312488290531e-05,-1.9282470503988498e-05,-1.8033486941890842e-06,3.6181585319372322e-06,6.1733296905678328e-06,2.8725658592009179e-05,-1.5058309991648684e-05,4.7689223288352167e-05,5.9136766138435615e-05,8.3058693557114304e-05,0.00011970641636865949,0.00011522346746946218,0.00012110332251081127,0.00012737635489978901,0.00010482244737656394,6.8061774922070873e-05,3.7770333173800722e-05,1.7374726909916756e-06,-1.5411247461279438e-06,9.2125321704599574e-06,-3.2925712550845911e-06
z_precipitation_24h_sum,-2.9378538634806902e-05,-3.6093888353810746e-06,5.7630088306261767e-05,2.3921730224517942e-06,2.8776884201953585e-05,3.9200371672645313e-06,8.0095061538630022e-07,1.2535000952167341e-06,1.42498025916433e-05,7.0117653103522099e-06,-3.2047023592488771e-06,3.04224966750101e-06,2.8725755437382046e-06,2.0588784513532684e-06,1.1093435046629315e-05,9.9991317348972627e-06,1.149901811233143e-05,4.4353530737249487e-06,-1.1031673363214009e-05,-5.7594544878170372e-06,1.0920219503767462e-06,2.4872431579868068e-06,-1.0606468947986352e-05,6.2152047999165527e-06,1.0080042636862475e-05,-1.0893363364354829e-06,7.2112914609208341e-07,4.4157806084686736e-06,-1.0114339027633295e-05
z_temperature_0h,0.00020535913642175148,-3.8439464893039195e-05,2.3921730224517899e-06,0.00012514137546674296,-7.0048382404224078e-06,5.9111972719651468e-06,-4.3225633508236957e-06,-1.9921183584278802e-06,-7.546068889304947e-05,-1.5913803668173216e-06,2.0320556817633584e-06,-2.6620770896731466e-05,-1.8980380850726405e-05,-4.5989305469564997e-05,-2.7484976901538111e-05,-6.2288848531760031e-05,-9.5833950925101793e-05,-0.00017621095860976846,-0.00027807442625362485,-0.00029873399092977392,-0.00029231083835541449,-0.00026474078988735416,-0.00019416471585317628,-9.5715289905801894e-05,-4.168128901228563e-05,2.7350385750624775e-06,-3.2680842392955533e-06,-9.581180423843819e-06,1.690486212757175e-07
z_pressure_msl_0h,-7.8345206473160736e-05,2.8602207271657057e-05,2.8776884201953585e-05,-7.0048382404223951e-06,7.6949954008207418e-05,4.1501032492005593e-06,-1.8691469147367344e-06,1.8088106238750888e-06,2.7926067222973969e-06,-2.3951055055034634e-06,-2.8174807053336492e-06,6.2507360723743722e-06,1.9726200013365879e-05,4.2960583330460028e-05,2.3242528486073021e-05,4.5539075869098749e-05,2.7098753275579862e-05,3.2376613098896484e-05,3.4991411022433331e-05,4.7144683048879333e-05,4.8694343587709687e-05,5.4561654204631414e-05,6.2773773442621666e-05,7.2161674300313817e-05,5.2975319512928831e-05,2.0858563582450112e-06,-2.5617091333807248e-07,1.8358625218904118e-06,-2.5970607102758198e-06
z_gust_sq,-1.9099432171531798e-05,-1.8395437274379936e-05,3.9200371672645263e-06,5.9111972719651595e-06,4.1501032492005415e-06,1.8568547495703463e-05,1.0386247292912711e-07,3.1364115081580341e-07,-5.1812582985480199e-07,-8.4787500304287514e-07,8.3186394563794911e-07,-1.5753192352424917e-06,4.2761593488542109e-06,1.0030611981585752e-05,-1.5938210752909264e-05,2.3196042766704745e-06,1.6197513715649287e-06,-2.0720964675607325e-06,-6.2258207231977861e-06,-5.5393946899656137e-06,-4.6484206869794641e-06,-8.2963731307964732e-06,-1.2169342825389203e-06,6.8136572101106488e-06,9.1716541947627848e-06,-2.4442105262897768e-06,-8.5518153007821418e-07,-3.380094062012831e-07,-6.4700119749715996e-06
urban_binary,0.00028370835152789563,8.6381114206919775e-06,8.0095061538625723e-07,-4.3225633508234966e-06,-1.86914691473681e-06,1.038624729291159e-07,0.00023446755925082924,-3.3183139055935207e-05,-0.00034483539265163916,1.0444211856284342e-05,-0.00010152428125758958,1.9640719666609001e-06,3.2079245344160135e-06,-2.3307309116048353e-06,7.2240590291377643e-06,-3.3959095276102607e-07,-2.6577428253418788e-06,5.9970836893030616e-07,2.7507936208962588e-06,6.6191766846557253e-06,7.5762855164905229e-06,6.075903577553959e-06,9.672856173089638e-07,-2.3331435364468545e-06,-7.0400540964910556e-06,3.8889005003607944e-06,3.1641955831923085e-06,1.9297838445188563e-07,-6.360992008217668e-07
log_population,-0.0027056805198942269,6.7243225232086884e-06,1.2535000952167521e-06,-1.9921183584271137e-06,1.8088106238748049e-06,3.1364115081574311e-07,-3.3183139055931263e-05,0.00023081249145278894,-0.00054874897477166524,0.00028334401551559889,-0.0002914286390456829,5.1554494476372323e-06,-3.6527454388565839e-07,-1.2433264859135833e-06,7.1755423616274396e-06,3.9857317253215714e-06,5.911530864883592e-06,1.2331487887294985e-06,6.2476126501160944e-06,9.3716726496664089e-06,7.0924446796907258e-06,1.0835074110150282e-05,6.0732210883623963e-06,8.0891822765096141e-06,3.5344544151041627e-06,-3.2239689275839733e-07,1.6608952517691045e-06,2.6483232870234442e-07,1.4975729394003976e-06
income_deprivation_rate,0.0055873853760774993,7.8753124882917914e-05,1.4249802591645726e-05,-7.5460688893064961e-05,2.7926067223043756e-06,-5.1812582985272157e-07,-0.000344835392651666,-0.00054874897477146488,0.069871930013265901,-0.025379862236128356,0.0013363078569869182,0.00015461148308708788,0.00013697311025990833,0.00016347887662051429,0.00019389592853061004,-4.2391232932637914e-05,1.691910074164654e-05,7.3553888500658157e-05,0.00022659342290923097,0.00012145306593521951,7.1419552214482327e-05,0.00015800931279454092,0.00011823516812300564,8.6106705723525617e-05,2.6950757014303231e-05,-5.2202140189123384e-05,5.5958931757085931e-05,1.9107697175764976e-05,-6.0237655959748643e-06
deprivation_gap_pct,-0.0051229756381957862,-1.9282470503993652e-05,7.0117653103511952e-06,-1.591380366810675e-06,-2.3951055055063856e-06,-8.4787500304384181e-07,1.0444211856297842e-05,0.00028334401551552478,-0.02537986223612838,0.021417125211438362,-0.0049280373861877837,-5.2298116911173137e-06,-4.3449584546453407e-05,-3.4182674217176303e-05,-2.3732418979252963e-05,2.1271242739559373e-05,-1.5851884123825479e-05,-2.2261531130062905e-06,-2.5614964876318701e-05,9.9127025689839143e-06,-5.6620219017427072e-06,-2.9677399797527062e-05,-1.5950673042149067e-05,-2.9881939835463158e-05,-1.9887246482850255e-05,-2.2424891948456528e-05,2.1827238952503295e-05,1.1019833198817187e-06,4.4135660674444206e-06
