term,coef
Intercept,6.706773355993918
z_precipitation_24h_sum,0.066128443044093363
z_temperature_0h,-0.27572404223598262
z_pressure_msl_0h,0.06590368957381712
z_gust_pressure,-0.2504605847478184
urban_binary,-0.055838012829356187
log_population,1.1199375557866442
income_deprivation_rate,-4.2800199637146772
deprivation_gap_pct,-0.44565692784460842
morans_i,0.50969224977008243
incident_year[2022],0.046207204111068934
incident_year[2023],0.12159865518364929
incident_year[2024],-0.10752095137071077
incident_month[2],0.031751015820443582
incident_month[3],0.19064505012920449
incident_month[4],0.075602883789626457
incident_month[5],-0.0026691375516809911
incident_month[6],0.0807249511983711
incident_month[7],-0.024432060680288914
incident_month[8],0.080119482077473811
incident_month[9],-0.11621342375823537
incident_month[10],-0.22177582476818211
incident_month[11],-0.11678384244501668
incident_month[12],0.026813908998435217
z_temperature_sq,-0.88794184885105742
gust_low,1.0416443912420279
gust_ramp,-0.02458099806220708
alpha,0
