term,Intercept,z_gust_0h,z_precipitation_24h_sum,z_temperature_0h,z_pressure_msl_0h,z_gust_sq,urban_binary,log_population,income_deprivation_rate,deprivation_gap_pct,morans_i,incident_year[2022],incident_year[2023],incident_year[2024],incident_month[2],incident_month[3],incident_month[4],incident_month[5],incident_month[6],incident_month[7],incident_month[8],incident_month[9],incident_month[10],incident_month[11],incident_month[12],z_customers_v2_log1p,z_cust_sq,z_temperature_sq,z_gust_precip
Intercept,0.031316331434646641,-0.00015582152620046967,-2.2384055366159744e-05,0.00017998829858849137,-6.912511531861986e-05,-7.8597709607294752e-06,0.00024980842743991828,-0.0025308065406445691,0.0048939007862768627,-0.0047419187791788069,0.0035743816203261006,-0.00033735827260004974,-0.00028261155891231757,-0.00057231833431415572,-0.00057718397181405652,-0.00057002548346075607,-0.000784004004724617,-0.00087521478382930249,-0.001045453790180623,-0.0010884035337027614,-0.0010589272033243802,-0.0010620283102771417,-0.00097499049586630582,-0.00082207770211205561,-0.00070586235957459278,6.0974766605794506e-05,-8.1443530281675043e-05,-3.7408144263783331e-05,-2.9798141363238442e-05
z_gust_0h,-0.00015582152620047886,8.9007527137330988e-05,-2.0826806404338563e-06,-3.6415609284897745e-05,2.7887528218186919e-05,-1.7039749028619722e-05,8.6610047702932952e-06,7.0144098786930743e-06,8.6195289183027524e-05,-1.7082407430958773e-05,-3.5120128966716037e-06,3.5851370013033662e-06,8.6164224934980558e-06,3.1151508828177564e-05,-5.8909167560500012e-06,4.1682111962372301e-05,5.3033337749452279e-05,7.6931054782390307e-05,0.00011219139590230868,0.00010687536498599273,0.00011410187124391954,0.00011799988450244171,9.6578971786152981e-05,6.5188450817325948e-05,3.4684856682390901e-05,8.8522032904999724e-07,-7.2199253928715483e-07,8.9412906036654479e-06,-3.2455149147476847e-06
z_precipitation_24h_sum,-2.2384055366161093e-05,-2.0826806404338698e-06,5.421738664129791e-05,2.4296681171896012e-06,2.6375910866943199e-05,3.2559600151446827e-06,-3.3952206292425146e-07,1.0609711592466041e-06,1.9101697333426401e-05,3.4374648989415009e-06,-3.9955690983277601e-06,3.1750703268340797e-06,1.9608368915570415e-06,-2.1791400168308613e-06,6.7035775197377165e-06,7.5586561326026401e-06,9.5985043932698391e-06,1.8323132482445291e-06,-1.2135225017843613e-05,-7.3057698373740508e-06,-1.0815351426873379e-06,-2.3405688181286791e-07,-1.3080093457252083e-05,2.0390179184165813e-06,7.7554098311886538e-06,-7.3576098775116507e-07,8.0430141181035547e-07,4.2138059982275276e-06,-9.5594519558431722e-06
z_temperature_0h,0.00017998829858852452,-3.6415609284897826e-05,2.4296681171895788e-06,0.00011983781084296896,-6.8665007238058981e-06,5.6371271113011892e-06,-3.6511156822630046e-06,-8.0793764612528825e-07,-7.1549413891922677e-05,-2.8534083495613615e-06,4.3848462321589855e-06,-2.7149676405153558e-05,-2.0647789347345425e-05,-4.9142405219368705e-05,-2.6656329790310031e-05,-5.5883836936966921e-05,-8.7359015788657127e-05,-0.00016492400799729428,-0.00026504006680038946,-0.00028632307106551838,-0.00027991428837436478,-0.00025194856506206088,-0.0001832172925982288,-8.8935047154179082e-05,-3.7738861827232521e-05,1.8989351925255436e-06,-2.6094900893909126e-06,-6.5385260166887281e-06,8.2073082328525638e-07
z_pressure_msl_0h,-6.9125115318629699e-05,2.7887528218186909e-05,2.6375910866943205e-05,-6.8665007238058803e-06,7.0726188357336442e-05,2.9232463740636089e-06,-2.6340509862787621e-06,1.6611320604970011e-06,1.2369869433784936e-05,-5.8188362164512765e-06,-5.5305148542011412e-06,6.3788053407694957e-06,1.7574509907348263e-05,4.0376033540050905e-05,1.6967339238232688e-05,3.8914388740480033e-05,2.5241419369802222e-05,3.0631549307840844e-05,3.2838198453086456e-05,4.3327119055079062e-05,4.517328188755057e-05,5.0397885566146806e-05,5.7226802700427514e-05,6.7919424862589308e-05,4.904766488616905e-05,1.8927515375158418e-06,2.7052922278159887e-07,1.5544502903045274e-06,-2.4072109126307128e-06
z_gust_sq,-7.8597709607310405e-06,-1.7039749028619732e-05,3.2559600151446789e-06,5.6371271113011884e-06,2.9232463740636004e-06,1.198150879187018e-05,-3.9850775873087038e-07,1.6184552939772518e-08,-2.4911597098139553e-06,-1.0624095669894549e-06,8.0836895739674283e-07,-1.4531045877549388e-06,3.275173249102573e-06,8.2674976717064396e-06,-9.9939612160061523e-06,1.5515855347719323e-07,-4.4935122259904629e-07,-4.6296106351583929e-06,-9.1676442142076126e-06,-7.6728422233786906e-06,-7.8700582599661204e-06,-1.006851645167764e-05,-3.7910815192636835e-06,2.998253116781088e-06,6.1445492786365347e-06,-1.8461609253468784e-06,-6.1583893420733078e-07,-6.7458624728305125e-07,-3.6097202011590938e-06
urban_binary,0.00024980842743991898,8.6610047702933528e-06,-3.3952206292425501e-07,-3.6511156822632269e-06,-2.6340509862786982e-06,-3.9850775873087101e-07,0.00022600054833659625,-3.0666482926814133e-05,-0.00030784879509120164,3.5830240595045325e-05,-0.00010901218802330322,1.5351620091885613e-06,1.7829898200770703e-06,-3.9280289195978654e-06,4.1740851558316458e-06,-2.00532319352338e-07,-3.5859493161054963e-06,-4.9688077004226258e-07,2.7484157990998966e-06,7.0260304342200323e-06,4.7000915986924557e-06,3.8281723803850546e-06,1.2516116353753463e-06,-4.0662124525606934e-06,-5.3992699614334089e-06,1.3013794963160239e-06,3.0832538054443495e-06,2.6596011895498056e-07,-8.3173601279553323e-07
log_population,-0.0025308065406445465,7.0144098786922154e-06,1.0609711592464844e-06,-8.0793764612247123e-07,1.6611320604961592e-06,1.6184552939647125e-08,-3.066648292681393e-05,0.0002158758403803275,-0.00048367837190324862,0.0002606160296234263,-0.00027210212105546457,3.3991786664594492e-06,-1.2470971647700294e-06,-3.5130773140629353e-06,5.1844914376503191e-06,2.0253800807412121e-06,4.5354156395814283e-06,-4.714875810259172e-07,3.7383023718111447e-06,6.2370899728937693e-06,4.7512180500868441e-06,6.9980323799897703e-06,4.6463844622115235e-06,6.258462422666845e-06,3.0888795421938781e-06,-1.2223027102543367e-06,2.0484330654982308e-06,2.3534520982906257e-07,1.8398143255143433e-06
income_deprivation_rate,0.0048939007862768705,8.6195289183030045e-05,1.9101697333427244e-05,-7.1549413891934156e-05,1.2369869433788471e-05,-2.4911597098125306e-06,-0.00030784879509119871,-0.00048367837190325822,0.066702960802981201,-0.02385956138996707,0.0010017660186762492,0.00010282590942337857,8.4029676816596357e-05,9.6020202792023238e-05,8.3687427100184673e-05,-4.4525906811216196e-05,-9.5819637638966782e-06,3.1205307367565038e-05,0.00017687052281530294,7.7980035044021486e-05,5.2890498689519797e-05,0.00011577478645101214,5.5611849862387773e-05,4.7946965956568915e-05,-3.5004526929347383e-05,-3.3008475340283627e-05,5.3847385443305563e-05,1.5065658226414457e-05,-8.743019483261078e-06
deprivation_gap_pct,-0.0047419187791790454,-1.7082407430959322e-05,3.43746489894101e-06,-2.8534083495543845e-06,-5.8188362164533534e-06,-1.0624095669904513e-06,3.5830240595042743e-05,0.00026061602962345167,-0.023859561389967129,0.019843430753386022,-0.0045022411042748298,6.6220473651779732e-08,-2.6880854369950313e-05,-2.5065484853286695e-05,7.4975781609556264e-06,1.8937301909551987e-05,-4.4320895194804922e-06,6.7909228049056982e-06,-2.0659890270414727e-05,2.4357297183333851e-05,1.2111702161389933e-05,-1.1752017181491035e-06,4.2936893493945796e-06,-2.3275416224706773e-05,-1.6315290670889417e-06,-1.1031920022468011e-05,1.0847925288739e-05,2.8986648788141763e-06,3.7030480781467667e-06
