variable,VIF
z_gust_0h,1.9268614276151252
z_gust_0h_sq,3.811301211229834
z_precipitation_24h_sum,1.4023250527234332
z_temperature_0h,1.0240198977342
z_pressure_msl_0h,1.709281389894834
z_gust_pressure,3.010124476297299
urban_binary,4.551011894856261
log_population,15.721844619448726
income_deprivation_rate,23.0145164169259
deprivation_gap_pct,42.41138433359044
morans_i,8.204514437233076
