fold,n_test,n_train,sse,rmse,k
0,9834,41339,12569.10184369528,1.1305428316221022,23
1,10581,40592,14527.73829758349,1.1717518469582056,23
2,10833,40340,14790.874647441275,1.1684834259821986,23
3,9995,41178,13061.034876316193,1.1431346666358482,23
4,9930,41243,13564.693428870682,1.1687735297455644,23
