fold,n_test,n_train,sse,rmse,k
0,9834,41339,12169.998200001093,1.1124491154073801,30
1,10581,40592,14532.642171977634,1.1719495941552605,30
2,10833,40340,14673.304328650345,1.1638301156293465,30
3,9995,41178,13024.001232523089,1.1415128773153842,30
4,9930,41243,13471.166202532517,1.1647372710734576,30
