fold,n_test,n_train,sse,rmse,k
0,8504,32673,13006.422651638493,1.2367083854811869,29
1,8274,32903,10757.563333788808,1.1402476806554471,29
2,8153,33024,11154.45429258191,1.1696756337804812,29
3,8108,33069,10786.144032955972,1.153390148583312,29
4,8138,33039,9966.5863686607245,1.1066604123244115,29
