fold,n_test,n_train,sse,rmse,k
0,2141,7113,3214.1437456850172,1.2252488800901153,30
1,1926,7328,3269.2992933526898,1.3028643445052599,30
2,1244,8010,1820.4708214963302,1.20971111506435,30
3,1894,7360,3062.9644615114676,1.2716892251987195,30
4,2049,7205,2991.7787937003704,1.2083528216466579,30
