target,LAD,exp_reference_min,exp_reference_max,map_max_min_ratio,arithmetic_mean_claim
E0,111,5.264389606017649,10.241562639113177,1.94544161917769,False
R0c,111,5.963441234021404,8.671439697962366,1.4540999663905203,False
