task,model,episode,summary,n,mse,rmse,mae,r2,mean_y,mean_pred,residual_mean,sd_ratio,pearson,spearman,calibration_intercept,calibration_slope,sse,sse_between_process_mean,sse_within_process,mean_process_rmse,b00_mse,skill_vs_B00
E_log,P02,P1,process,270,3.8743821041795914,1.9683450165506025,1.714327800683619,0.02368266232821359,2.2553727869836906,2.421765906306685,-0.16639311932299436,0.17505603008828297,0.1750985791289502,0.19758009122259407,-0.16698175266502657,1.0002430595543934,1046.0831681284897,7.4754009426697845,1038.6077671858197,,4.3172347227856855,0.10257784138276937
E_log,P02,P2,process,2603,5.307889473048421,2.303885733505119,1.9176777269383078,-0.010213988867148416,3.1054919247043675,3.0167511657238495,0.0887407589805179,0.4784212818123772,0.230102340796496,0.2518768619386452,1.6545499803912684,0.48096175806563585,13816.436298345041,20.498422758453078,13795.937875586587,,5.759728293863587,0.07844794020866475
E_log,P02,P3,process,509,3.8767703876120296,1.9689515960561421,1.7087572944817324,0.012876399602124944,2.139311737452243,2.388269789490267,-0.24895805203802424,0.15121203195627428,0.17036732631185159,0.19408375356561927,-0.5515001859301707,1.1266783741198345,1973.2761272945231,31.547876842354903,1941.7282504521681,,4.501143946411774,0.13871441709778753
E_log,P02,P4,process,576,4.597509838616008,2.1441804585006383,1.9161606103303876,0.042465305678911824,2.2801567263537543,2.86164813313014,-0.5814914067763854,0.2455904445319553,0.3526269314161101,0.32086025091545295,-1.8286928744580648,1.4358332714782303,2648.1656670428206,194.76417954515316,2453.4014874976674,,5.172060674169291,0.11108741210688988
E_log,P02,P5,process,494,4.287334401362917,2.0705879361579687,1.7959038337773061,0.10284844333315568,2.866812264339182,2.7463616018728,0.12045066246638228,0.23207084155065594,0.34416491820878325,0.3459451993154188,-1.206087673303256,1.4830166336672654,2117.943194273281,7.167130871763634,2110.7760634015176,,4.782883807991542,0.10360891598508637
E_log,S01,P1,process,270,3.904302317819337,1.9759307472225176,1.6959369872234162,0.016142976634380024,2.2553727869836906,2.3555540968796382,-0.10018130989594744,0.23197058512596025,0.15623188914855962,0.18805875511440498,0.6689101484241342,0.673498707018071,1054.161625811221,2.7097996101663213,1051.4518262010547,,4.3172347227856855,0.09564742977419227
E_log,S01,P2,process,2603,4.995020471701796,2.2349542437602152,1.9671894032933954,0.049332209946545746,3.1054919247043675,3.316631668504648,-0.21113974380028055,0.21091058383440786,0.24252004026239676,0.24321144600581776,-0.70820784871623,1.1498713618506995,13002.038287839774,116.04171764556123,12885.996570194213,,5.759728293863587,0.13276803750908006
E_log,S01,P3,process,509,4.247312948702836,2.060901004100594,1.5523222971672443,-0.08147308990424484,2.139311737452243,1.5367155931643193,0.6025961442879241,0.21444999115244215,0.13284161177666792,0.1649895418756232,1.1873892163029027,0.6194526335150894,2161.8822908897437,184.82915557333234,1977.0531353164115,,4.501143946411774,0.0563925528112218
E_log,S01,P4,process,576,4.903194819821255,2.2143158807679755,1.9488979646987745,-0.02120045803047632,2.2801567263537543,2.907731786187137,-0.6275750598333824,0.3431409461346116,0.26020423541486165,0.2584057180032696,0.07521984913390733,0.758301328786293,2824.240216217043,226.8578624975271,2597.382353719516,,5.172060674169291,0.05198428078982653
E_log,S01,P5,process,494,4.83679640219942,2.1992717890700595,1.8381456442095168,-0.012129919265069011,2.866812264339182,2.1527823315654424,0.7140299327737397,0.19836881850935004,0.3375208316518069,0.3377986723252676,-0.7961065773185618,1.7014812821295189,2389.3774226865135,251.86033997905443,2137.5170827074594,,4.782883807991542,-0.011271984930471657
E_log,S02,P1,process,270,3.888083287196204,1.9718223264777697,1.6919045133260162,0.02023005952187118,2.2553727869836906,2.343773061257364,-0.08840027427367413,0.22119158255258314,0.16077691987614676,0.19153944097964698,0.5517608803775012,0.726867261496833,1049.782487542975,2.1099442927484193,1047.6725432502267,,4.3172347227856855,0.09940423978443602
E_log,S02,P2,process,2603,5.135147203982771,2.266086318740478,1.9748010502882871,0.022662855604624332,3.1054919247043675,3.4882150368923552,-0.3827231121879878,0.3082605362426494,0.23610769137636659,0.24412775136304618,0.43374415762501783,0.7659355110915425,13366.788171967153,381.27958050924224,12985.50859145791,,5.759728293863587,0.10843933220708424
E_log,S02,P3,process,509,4.191879942895532,2.0474081036509384,1.5521243246413292,-0.06735844735326113,2.139311737452243,1.567457352802798,0.5718543846494453,0.20620204795802,0.14167592440371446,0.17685191608360182,1.062353619815379,0.6870733138041277,2133.6668909338255,166.45187555658302,1967.2150153772425,,4.501143946411774,0.06870786786607475
E_log,S02,P4,process,576,4.842495991226638,2.2005671976167047,1.9382783280800946,-0.008558563543200837,2.2801567263537543,2.882935365953953,-0.6027786396001986,0.3352142919056834,0.26771562798948645,0.26352944652206944,-0.022271513092013695,0.7986402562597523,2789.2776909465438,209.2850428943613,2579.992648052182,,5.172060674169291,0.0637201888579132
E_log,S02,P5,process,494,4.791942636883888,2.1890506245593975,1.8350609994663363,-0.002743988146095333,2.866812264339182,2.1844369687861493,0.682375295553032,0.20309731490147398,0.33467155320082775,0.3359135722569165,-0.7327868419691552,1.6478383939402779,2367.219662620641,230.02420572665736,2137.1954568939836,,4.782883807991542,-0.0018940098183464205
E_log,S03,P1,process,270,3.8588844322456572,1.964404345404901,1.677912736926961,0.02758796784424078,2.2553727869836906,2.306320367736731,-0.05094758075304115,0.2201025420490281,0.17420785647887113,0.20318789724708863,0.4299548527942667,0.7914849817593933,1041.8987967063274,0.7008271158386652,1041.1979695904888,,4.3172347227856855,0.10616756326009502
E_log,S03,P2,process,2603,5.165471894064512,2.2727674527026545,1.9709918130000545,0.016891366525172535,3.1054919247043675,3.576499264921719,-0.47100734021735136,0.3306333243205676,0.25471199138779066,0.246474452182477,0.3502425806245282,0.7703760409245171,13445.723340249926,577.4701215440376,12868.25321870589,,5.759728293863587,0.10317438071379081
E_log,S03,P3,process,509,4.073981007806036,2.0184105151841725,1.5342374495475473,-0.03733840240540798,2.139311737452243,1.6304156542859594,0.5088960831662835,0.2322568100189944,0.1777051284006301,0.2221570579804348,0.8918425107475925,0.7651234355026969,2073.656332973272,131.81838874215035,1941.8379442311216,,4.501143946411774,0.09490097266190833
E_log,S03,P4,process,576,4.567563113662563,2.1371857929676032,1.8893276215085324,0.048702383821380035,2.2801567263537543,2.8253255882543535,-0.5451688619005991,0.314176958124167,0.33310847276335454,0.3138661981838585,-0.7154158878246624,1.0602574891303949,2630.9163534696363,171.19243467993283,2459.723918789703,,5.172060674169291,0.116877507552407
E_log,S03,P5,process,494,4.569957824324483,2.137745968146001,1.8022982817599476,0.04370772322047267,2.866812264339182,2.312299166039504,0.5545130982996783,0.2803647282660814,0.33287928033142394,0.320590331018902,0.12140100286381283,1.1873079841038467,2257.559165216295,151.8974794358389,2105.661685780456,,4.782883807991542,0.04451832664454214
E_log,S04,P1,process,270,3.8588066877385767,1.9643845569894345,1.682897046595007,0.027607558919186426,2.2553727869836906,2.3281693851204612,-0.07279659813677034,0.21249971680429305,0.1743510242611525,0.19787473446558357,0.34516451445666974,0.8204765017250604,1041.8778056894157,1.4308230690773371,1040.4469826203385,,4.3172347227856855,0.10618557120084249
E_log,S04,P2,process,2603,5.345115053470752,2.31195048681211,1.991868826261431,-0.01729887680185138,3.1054919247043675,3.6412946119265617,-0.5358026872221945,0.3821288568600387,0.2399222139676485,0.23991615075120407,0.8192802206721033,0.6278568332658641,13913.334484184368,747.2810046086679,13166.0534795757,,5.759728293863587,0.0719848609585566
E_log,S04,P3,process,509,4.073249803365315,2.0182293733283427,1.5499012147104687,-0.037152219297309275,2.139311737452243,1.6323732294348257,0.506938508017417,0.1872579477544116,0.16914798220648253,0.2068674614744657,0.6648074972962983,0.9032886680373093,2073.2841499129454,130.8062053136607,1942.4779445992845,,4.501143946411774,0.09506342124151956
E_log,S04,P4,process,576,4.702593299270698,2.168546356265113,1.9139272562900855,0.020579314586290143,2.2801567263537543,2.8426605281855575,-0.5625038018318028,0.3231621048059278,0.2953821894437098,0.2832226343763989,-0.31814077874796576,0.9140372124420316,2708.693740379922,182.2524635953337,2526.441276784589,,5.172060674169291,0.0907698893099309
E_log,S04,P5,process,494,4.695173274689745,2.1668348517341474,1.8223430087497154,0.017505606544380603,2.866812264339182,2.235744866025305,0.6310673983138767,0.2301061101392248,0.33417172014773844,0.33450680652283155,-0.38004939978224117,1.4522505288779555,2319.415597696734,196.7335542400347,2122.6820434567,,4.782883807991542,0.018338420255002763
E_log,S05,P1,process,270,3.980211375571677,1.9950467101227674,1.6790570937770553,-0.002985577849182297,2.2553727869836906,2.163185545199622,0.09218724178406901,0.19986836127196014,0.09782274563327079,0.11711031995508638,1.1966321839239824,0.4894358717444213,1074.6570714043528,2.2945916378936877,1072.3624797664593,,4.3172347227856855,0.07806463369602124
E_log,S05,P2,process,2603,5.038519799027663,2.244664740897327,1.9225202217991546,0.04105328304084588,3.1054919247043675,2.875336454182366,0.23015547052200197,0.28079404486605286,0.2314512878198348,0.22528599033007352,0.7354262577017452,0.8242742039997463,13115.267036869005,137.8849202109643,12977.382116658042,,5.759728293863587,0.1252157147072891
E_log,S05,P3,process,509,3.907656747190467,1.976779387587413,1.6249054253556574,0.005011952801851405,2.139311737452243,1.9627242792055075,0.1765874582467354,0.2363975513455017,0.145593232327222,0.16555702402849468,0.9305032267456266,0.6158829966662107,1988.9972843199478,15.872213378711646,1973.1250709412361,,4.501143946411774,0.13185252599940145
E_log,S05,P4,process,576,4.552792711529926,2.133727422031672,1.8749098485053826,0.0517786518420118,2.2801567263537543,2.676507322019349,-0.3963505956655946,0.3239700423479576,0.2923936272494524,0.2688016398251087,-0.1354792336045958,0.9025329167176802,2622.408601841237,90.48602573825568,2531.922576102982,,5.172060674169291,0.1197333135962928
E_log,S05,P5,process,494,4.690823298928858,2.1658308564910738,1.7736229973502664,0.018415866197582065,2.866812264339182,2.2401175874488186,0.6266946768903632,0.4112531776854562,0.3279362460881626,0.308428164620494,1.080526364839332,0.797407202866605,2317.2667096708556,194.01663171310204,2123.2500779577535,,4.782883807991542,0.01924790832444312
R_C_log,B00,P1,process,270,1.7455025501506016,1.321174685706096,1.0421166435135258,-0.49588309702011757,1.7064488001878504,2.46712717310247,-0.7606783729146197,0.0,,,,,471.2856885406624,156.23052849540898,315.0551600452534,,1.7455025501506016,0.0
R_C_log,B00,P2,process,2603,4.558194116758813,2.134992767378572,1.865711492483918,-0.48440877741306076,2.9275269962016206,1.7079038630894714,1.219623133112149,1.267128252312252e-16,,,,,11864.97928592319,3871.911967498433,7993.067318424758,,4.558194116758813,0.0
R_C_log,B00,P3,process,509,1.9062553777095959,1.380672074646835,1.066670851765756,-0.378296343366183,1.780364889623482,2.5036929457638597,-0.7233280561403778,0.0,,,,,970.2839872541842,266.3105696911071,703.9734175630771,,1.9062553777095959,0.0
R_C_log,B00,P4,process,576,2.672656916913547,1.634826265054959,1.2690843248614299,-0.5313433982306859,1.582593810997146,2.5455864238469803,-0.9629926128498343,0.0,,,,,1539.450384142203,534.1563489043301,1005.2940352378728,,2.672656916913547,0.0
R_C_log,B00,P5,process,494,2.480350088427354,1.5749127240667509,1.161826337704826,-0.26499826886372624,1.7801483863340175,2.500978704172877,-0.7208303178388592,0.0,,,,,1225.2929436831128,256.6805954751414,968.6123482079715,,2.480350088427354,0.0
R_C_log,B01,P1,process,270,1.8275148752543735,1.351856085259956,1.0695613039959102,-0.5661670681661157,1.7064488001878504,2.496877996734689,-0.7904291965468387,0.27150970178364076,0.07915179383022042,0.05042930931695827,0.9785471041584168,0.29152473488146097,493.42901631868085,168.6901449834939,324.7388713351869,,1.7455025501506016,-0.04698493571189344
R_C_log,B01,P2,process,2603,4.376838085692828,2.092089406715886,1.8251738034465868,-0.42534887837072555,2.9275269962016206,1.778275263650465,1.1492517325511555,0.10104932542036046,0.0741393816178913,0.07220480195627113,1.6228153828881327,0.733694968367923,11392.909537058433,3437.9891550410803,7954.920382017355,,4.558194116758813,0.03978681609877133
R_C_log,B01,P3,process,509,1.5841230007465057,1.2586194821098653,1.0053281861326953,-0.1453821795873762,1.780364889623482,1.3525531136229103,0.42781177600057174,0.26905057152861983,0.11027420370937836,0.0712622708854557,1.2260017573246123,0.4098642239741465,806.3186073799714,93.15866408354455,713.1599432964268,,1.9062553777095959,0.16898699971151754
R_C_log,B01,P4,process,576,2.3708849404934016,1.5397678203201293,1.2143846587611786,-0.3584381065198141,1.582593810997146,2.1725098289532307,-0.5899160179560847,0.3876542041391612,-0.011310846741552204,-0.024101551851720544,1.6459825875341458,-0.029177670771479126,1365.6297257241993,200.4485231469103,1165.1812025772888,,2.672656916913547,0.1129108545546651
R_C_log,B01,P5,process,494,2.3913911114176996,1.5464123355100667,1.2738764889742478,-0.21962848318623318,1.7801483863340175,1.205663121642882,0.5744852646911355,0.2226973424349001,-0.0038499776085270266,0.007222450287395017,1.800991814329162,-0.017287936921171317,1181.3472090403436,163.03645975753852,1018.3107492828051,,2.480350088427354,0.03586549230478109
R_C_log,G02,P1,process,270,1.155758146085754,1.0750619266283008,0.8224861722551389,0.00952360406244046,1.7064488001878504,1.9055643967546163,-0.1991155965667657,0.35049769760022154,0.2373046272697736,0.2415102740823276,0.4162855494546469,0.6770504596593492,312.0546994431536,10.704695614957528,301.3500038281961,,1.7455025501506016,0.33786510596272956
R_C_log,G02,P2,process,2603,4.578312500058822,2.139699161110931,1.8575210677241163,-0.49096047398256326,2.9275269962016206,1.6595734499251997,1.2679535462764209,0.2773305455834506,0.1974410553607096,0.2068798477025284,1.7460201675452445,0.7119340386589271,11917.347437653114,4184.8592269254195,7732.488210727695,,4.558194116758813,-0.0044136740965114996
R_C_log,G02,P3,process,509,1.3373615302634894,1.156443483384938,0.8852049592184528,0.0330359045934816,1.780364889623482,1.6503088869041251,0.13005600271935683,0.3570175799868973,0.24190313076338912,0.2648609211029469,0.6621709718802631,0.6775664402079782,680.7170189041161,8.609512996258712,672.1075059078573,,1.9062553777095959,0.29843527477920817
R_C_log,G02,P4,process,576,1.706618820367264,1.3063762170091984,1.0170201905559546,0.022164256352179,1.582593810997146,1.8964727865147237,-0.3138789755175778,0.38482674503116326,0.2945540663881881,0.36674455528993233,0.13099571321625136,0.7654199459664247,983.0124405315441,56.74752649265139,926.2649140388927,,2.672656916913547,0.3614523399665859
R_C_log,G02,P5,process,494,2.0532636941512763,1.4329213844978643,1.074857609087606,-0.047180811588153126,1.7801483863340175,1.9807282356262546,-0.20057984929223713,0.3707175207340023,0.14939872416817057,0.1572227304340448,0.9819172405804243,0.40299882204749476,1014.3122649107304,19.8747443153957,994.4375205953346,,2.480350088427354,0.172187948898322
R_C_log,G05,P1,process,270,1.019657814050905,1.0097810723374177,0.7608945924457059,0.12616060706893306,1.7064488001878504,1.8305190599994487,-0.12407025981159832,0.4038415107257835,0.37445461000781627,0.40677450131861065,0.009133683938198356,0.9272315996808923,275.30760979374435,4.156225929823727,271.1513838639206,,1.7455025501506016,0.4158371100844688
R_C_log,G05,P2,process,2603,4.495158346288806,2.1201788477128067,1.8344011548705708,-0.46388072428942406,2.9275269962016206,1.6241858798161473,1.3033411163854733,0.23805713590848082,0.3066149378920576,0.27273117364612526,0.8355936846270531,1.287988854952592,11700.89717538976,4421.7110649154065,7279.186110474353,,4.558194116758813,0.013829110576543346
R_C_log,G05,P3,process,509,1.1612623764186218,1.0776188456122238,0.760605467441793,0.1603624016895261,1.780364889623482,1.656956998527152,0.12340789109632985,0.49780529434802256,0.4210321187438874,0.4514283386580548,0.3789492685399609,0.84577669929227,591.0825495970785,7.751819360685397,583.330730236393,,1.9062553777095959,0.39081489815184056
R_C_log,G05,P4,process,576,1.3331012533559343,1.1546000404278247,0.8638848884242256,0.23617738192256799,1.582593810997146,1.7532276917961018,-0.1706338807989558,0.44988931212414973,0.5059691528311552,0.4785323132545434,-0.38917814719820765,1.1246525294015652,767.8663219330182,16.77077065527106,751.0955512777471,,2.672656916913547,0.5012074894762646
R_C_log,G05,P5,process,494,1.8085998346002692,1.344841936660316,0.9793349962085797,0.07759970235202895,1.7801483863340175,1.7539366078719862,0.02621177846203121,0.3860745093263096,0.2939894091966264,0.2965038858001895,0.44455441506562954,0.7614836050938212,893.448318292533,0.339406321090446,893.1089119714425,,2.480350088427354,0.27082880636942774
R_C_log,P00,P1,process,270,1.5928774643425254,1.2620924943689846,0.994995284317364,-0.3650844992054951,1.7064488001878504,2.4123586044973684,-0.7059098043095179,0.344746282870741,0.2622398415439845,0.27177584724242815,-0.1285718211304956,0.760674892156295,430.07691537248184,134.54333599148148,295.53357938100044,,1.7455025501506016,0.08743905060173518
R_C_log,P00,P2,process,2603,4.715596427957167,2.171542407588939,1.886830800223272,-0.5356679748809565,2.9275269962016206,1.6059042997355293,1.321622696466091,0.2776339622539402,0.19852346221506867,0.20769887764836983,1.7792176215799347,0.7150546734390069,12274.697501972507,4546.625094372627,7728.0724075998805,,4.558194116758813,-0.034531726198242296
R_C_log,P00,P3,process,509,1.5208197097997063,1.2332151920081533,0.9271998985594303,-0.0996114526138201,1.780364889623482,2.226842064750149,-0.44647717512666674,0.35035269295896904,0.2387129287919956,0.26974423974709855,0.2631052769052282,0.681350346634704,774.0972322880505,101.4650107657259,672.6322215223246,,1.9062553777095959,0.2021951898034765
R_C_log,P00,P4,process,576,2.243218464459245,1.4977377822767393,1.1920784494030296,-0.28528946779515096,1.582593810997146,2.4079173951446853,-0.8253235841475388,0.34806435531083296,0.32485480806721895,0.38093312661312656,-0.6647593905189728,0.9333182301218774,1292.0938355285252,392.3475946848804,899.7462408436447,,2.672656916913547,0.1606784805549335
R_C_log,P00,P5,process,494,2.4082541290067714,1.5518550605667951,1.1621467470688132,-0.22822875625152417,1.7801483863340175,2.4271737749474234,-0.6470253886134059,0.3326733876434673,0.144215775130577,0.15592818630467317,0.7279549728175971,0.4335055958402536,1189.677539729345,206.80907563410247,982.8684640952425,,2.480350088427354,0.029066848166701464
R_C_log,P02,P1,process,270,1.547289166864533,1.243900786584096,0.9696697879991244,-0.32601565704690305,1.7064488001878504,2.3259653714910375,-0.619516571303187,0.38616598026116267,0.19683635711449304,0.20037428896545537,0.5208587329604826,0.5097195692416335,417.7680750534239,103.62621117219935,314.14186388122454,,1.7455025501506016,0.11355662772819597
R_C_log,P02,P2,process,2603,4.688327842050469,2.1652546829531323,1.8774957704123245,-0.5267877632816469,2.9275269962016206,1.6163589512911714,1.3111680449104492,0.30574236531602467,0.20695204264757028,0.20580075000616824,1.8334398674007626,0.6768837626858101,12203.717372857369,4474.977754111136,7728.739618746232,,4.558194116758813,-0.028549403987250477
R_C_log,P02,P3,process,509,1.4702592077616734,1.2125424560656313,0.9318580008751455,-0.06305425472068671,1.780364889623482,1.9019155984526253,-0.1215507088291432,0.3841810121883837,0.12393036255733227,0.12715894433342775,1.1668387595134884,0.3225832579580034,748.3619367506917,7.520258581785381,740.8416781689064,,1.9062553777095959,0.22871865703103256
R_C_log,P02,P4,process,576,2.2813703244352563,1.510420578658559,1.2039449701527756,-0.3071492128805602,1.582593810997146,2.3528380649946214,-0.7702442539974754,0.41269982512043474,0.24606194336595086,0.279834650138339,0.17977299194540164,0.596224976092841,1314.0693068747075,341.72709743008943,972.342209444618,,2.672656916913547,0.14640359935541536
R_C_log,P02,P5,process,494,2.479633235530903,1.574685122661322,1.1826531817964612,-0.26463266818611575,1.7801483863340175,2.437232819211433,-0.6570844328774157,0.4035007508306006,0.14669265959755645,0.15583973980854135,0.894092626654222,0.3635499049149022,1224.938818352266,213.2894162533385,1011.6494020989276,,2.480350088427354,0.0002890127888782734
