fold,n_test,n_train,sse,rmse,k
0,2141,7113,3238.7411384278394,1.229928273660797,28
1,1926,7328,3267.7464102201602,1.3025548842525669,28
2,1244,8010,1837.4586799951944,1.2153422631984763,28
3,1894,7360,3077.3596122756662,1.2746740296551631,28
4,2049,7205,3030.7056554828378,1.2161885223737134,28
