fold,n_test,n_train,sse,rmse,k
0,1875,5402,3630.3680762688482,1.39147271167759,27
1,1512,5765,2587.763771845327,1.3082369724511609,27
2,1363,5914,2392.2984170692234,1.3248287634389713,27
3,1247,6030,2085.511739415459,1.2932220254966733,27
4,1280,5997,1496.3741241290884,1.0812225878494448,27
