fold,n_test,n_train,sse,rmse,k
0,1957,7900,9933.7906592074669,2.2530046546879827,6
1,2264,7593,10820.115094524877,2.1861387833957782,6
2,1674,8183,7870.4451028016565,2.1683127332560939,6
3,1433,8424,7210.1648998085029,2.2431044837275644,6
4,2529,7328,11269.877932062662,2.1109852139164613,6
