Incident Reference,Spatial Coordinates,Cause Code,licence_area,regulatory_year,substation,SiteFunctionalLocation
FREP-330888-G,1,1,1,1,1,1
FREP-330891-Z,1,1,1,1,1,1
FREP-330901-J,1,1,1,1,1,1
FREP-330903-Z,1,1,1,1,1,1
FREP-330908-G,1,1,1,1,1,1
FREP-330912-Z,1,1,1,1,1,1
FREP-330913-J,1,1,1,1,1,1
FREP-330921-G,1,1,1,1,1,1
FREP-330922-G,1,1,1,1,1,1
FREP-330929-Z,1,1,1,1,1,1
FREP-330931-G,1,1,1,1,1,1
FREP-330931-J,1,1,1,1,1,1
FREP-330936-Z,1,1,1,1,1,1
FREP-330937-Z,1,1,1,1,1,1
FREP-330940-Z,1,1,1,1,1,1
FREP-330944-Z,1,1,1,1,1,1
FREP-330947-G,1,1,1,1,1,1
FREP-330950-Z,1,1,1,1,1,1
FREP-330952-Z,1,1,1,1,1,1
FREP-330961-G,1,1,1,1,1,1
FREP-330961-Z,1,1,1,1,1,1
FREP-330967-Z,1,1,1,1,1,1
FREP-330968-Z,1,1,1,1,1,1
FREP-330989-G,1,1,1,1,1,1
FREP-330997-G,1,1,1,1,1,1
FREP-330999-J,1,1,1,1,1,1
FREP-331010-G,1,1,1,1,1,1
FREP-331019-G,1,1,1,1,1,1
FREP-331050-G,1,1,1,1,1,1
FREP-331064-J,1,1,1,1,1,1
FREP-331079-Z,1,1,1,1,1,1
FREP-331089-Z,1,1,1,1,1,1
FREP-331096-Z,1,1,1,1,1,1
FREP-331104-G,1,1,1,1,1,1
FREP-331110-G,1,1,1,1,1,1
FREP-331111-J,1,1,1,1,1,1
FREP-331112-Z,1,1,1,1,1,1
FREP-331122-G,1,1,1,1,1,1
FREP-331125-G,1,1,1,1,1,1
FREP-331132-G,1,1,1,1,1,1
FREP-331138-G,1,1,1,1,1,1
FREP-331148-J,1,1,1,1,1,1
FREP-331150-G,1,1,1,1,1,1
FREP-331152-G,1,1,1,1,1,1
FREP-331160-G,1,1,1,1,1,1
FREP-331160-J,1,1,1,1,1,1
FREP-331161-J,1,1,1,1,1,1
FREP-331162-J,1,1,1,1,1,1
FREP-331166-J,1,1,1,1,1,1
FREP-331166-Z,1,1,1,1,1,1
FREP-331169-J,1,1,1,1,1,1
FREP-331177-Z,1,1,1,1,1,1
FREP-331203-G,1,1,1,1,1,1
FREP-331206-Z,1,1,1,1,1,1
FREP-331207-G,1,1,1,1,1,1
FREP-331208-Z,1,1,1,1,1,1
FREP-331212-G,1,1,1,1,1,1
FREP-331218-Z,1,1,1,1,1,1
FREP-331227-Z,1,1,1,1,1,1
FREP-331231-Z,1,1,1,1,1,1
FREP-331249-J,1,1,1,1,1,1
FREP-331251-Z,1,1,1,1,1,1
FREP-331262-G,1,1,1,1,1,1
FREP-331279-G,1,1,1,1,1,1
FREP-331287-Z,1,1,1,1,1,1
FREP-331290-G,1,1,1,1,1,1
FREP-331293-G,1,1,1,1,1,1
FREP-331315-J,1,1,1,1,1,1
FREP-331325-J,1,1,1,1,1,1
FREP-331330-J,1,1,1,1,1,1
FREP-331339-Z,1,1,1,1,1,1
FREP-331363-Z,1,1,1,1,1,1
FREP-331366-G,1,1,1,1,1,1
FREP-331380-G,1,1,1,1,1,1
FREP-331386-G,1,1,1,1,1,1
FREP-331393-Z,1,1,1,1,1,1
FREP-331399-G,1,1,1,1,1,1
FREP-331414-Z,1,1,1,1,1,1
FREP-331417-J,1,1,1,1,1,1
FREP-331434-Z,1,1,1,1,1,1
FREP-331448-J,1,1,1,1,1,1
FREP-331453-J,1,1,1,1,1,1
FREP-331456-Z,1,1,1,1,1,1
FREP-331459-Z,1,1,1,1,1,1
FREP-331462-J,1,1,1,1,1,1
FREP-331476-Z,1,1,1,1,1,1
FREP-331480-Z,1,1,1,1,1,1
FREP-331484-Z,1,1,1,1,1,1
FREP-331485-J,1,1,1,1,1,1
FREP-331487-J,1,1,1,1,1,1
FREP-331488-Z,1,1,1,1,1,1
FREP-331490-J,1,1,1,1,1,1
FREP-331499-G,1,1,1,1,1,1
FREP-331499-Z,1,1,1,1,1,1
FREP-331500-G,1,1,1,1,1,1
FREP-331510-J,1,1,1,1,1,1
FREP-331511-Z,1,1,1,1,1,1
FREP-331513-Z,1,1,1,1,1,1
FREP-331515-G,1,1,1,1,1,1
FREP-331518-G,1,1,1,1,1,1
FREP-331520-Z,1,1,1,1,1,1
FREP-331521-G,1,1,1,1,1,1
FREP-331521-Z,1,1,1,1,1,1
FREP-331528-G,1,1,1,1,1,1
FREP-331552-G,1,1,1,1,1,1
FREP-331557-G,1,1,1,1,1,1
FREP-331578-G,1,1,1,1,1,1
FREP-331582-J,1,1,1,1,1,1
FREP-331585-G,1,1,1,1,1,1
FREP-331586-J,1,1,1,1,1,1
FREP-331590-Z,1,1,1,1,1,1
FREP-331597-J,1,1,1,1,1,1
FREP-331599-Z,1,1,1,1,1,1
FREP-331601-G,1,1,1,1,1,1
FREP-331613-Z,1,1,1,1,1,1
FREP-331619-Z,1,1,1,1,1,1
FREP-331622-Z,1,1,1,1,1,1
FREP-331624-Z,1,1,1,1,1,1
FREP-331629-Z,1,1,1,1,1,1
FREP-331649-G,1,1,1,1,1,1
FREP-331650-J,1,1,1,1,1,1
FREP-331651-Z,1,1,1,1,1,1
FREP-331653-G,1,1,1,1,1,1
FREP-331656-Z,1,1,1,1,1,1
FREP-331659-Z,1,1,1,1,1,1
FREP-331681-Z,1,1,1,1,1,1
FREP-331689-Z,1,1,1,1,1,1
FREP-331706-Z,1,1,1,1,1,1
FREP-331707-J,1,1,1,1,1,1
FREP-331710-J,1,1,1,1,1,1
FREP-331713-Z,1,1,1,1,1,1
FREP-331719-J,1,1,1,1,1,1
FREP-331725-Z,1,1,1,1,1,1
FREP-331726-G,1,1,1,1,1,1
FREP-331736-J,1,1,1,1,1,1
FREP-331750-G,1,1,1,1,1,1
FREP-331751-G,1,1,1,1,1,1
FREP-331782-J,1,1,1,1,1,1
FREP-331783-G,1,1,1,1,1,1
FREP-331786-G,1,1,1,1,1,1
FREP-331797-G,1,1,1,1,1,1
FREP-331799-J,1,1,1,1,1,1
FREP-331801-J,1,1,1,1,1,1
FREP-331813-J,1,1,1,1,1,1
FREP-331818-G,1,1,1,1,1,1
FREP-331819-G,1,1,1,1,1,1
FREP-331831-G,1,1,1,1,1,1
FREP-331838-G,1,1,1,1,1,1
FREP-331844-G,1,1,1,1,1,1
FREP-331867-J,1,1,1,1,1,1
FREP-331871-J,1,1,1,1,1,1
FREP-331878-G,1,1,1,1,1,1
FREP-331881-J,1,1,1,1,1,1
FREP-331883-G,1,1,1,1,1,1
FREP-331894-G,1,1,1,1,1,1
FREP-331902-J,1,1,1,1,1,1
FREP-331913-J,1,1,1,1,1,1
FREP-331917-G,1,1,1,1,1,1
FREP-331917-Z,1,1,1,1,1,1
FREP-331922-J,1,1,1,1,1,1
FREP-331928-Z,1,1,1,1,1,1
FREP-331933-Z,1,1,1,1,1,1
FREP-331940-J,1,1,1,1,1,1
FREP-331942-J,1,1,1,1,1,1
FREP-331945-G,1,1,1,1,1,1
FREP-331946-Z,1,1,1,1,1,1
FREP-331947-G,1,1,1,1,1,1
FREP-331951-G,1,1,1,1,1,1
FREP-331960-G,1,1,1,1,1,1
FREP-331962-J,1,1,1,1,1,1
FREP-331974-G,1,1,1,1,1,1
FREP-331983-J,1,1,1,1,1,1
FREP-331984-G,1,1,1,1,1,1
FREP-331989-G,1,1,1,1,1,1
FREP-332003-J,1,1,1,1,1,1
FREP-332036-Z,1,1,1,1,1,1
FREP-332045-Z,1,1,1,1,1,1
FREP-332046-G,1,1,1,1,1,1
FREP-332059-J,1,1,1,1,1,1
FREP-332059-Z,1,1,1,1,1,1
FREP-332072-G,1,1,1,1,1,1
FREP-332077-J,1,1,1,1,1,1
FREP-332089-G,1,1,1,1,1,1
FREP-332094-G,1,1,1,1,1,1
FREP-332103-G,1,1,1,1,1,1
FREP-332105-G,1,1,1,1,1,1
FREP-332116-J,1,1,1,1,1,1
FREP-332122-G,1,1,1,1,1,1
FREP-332125-G,1,1,1,1,1,1
FREP-332142-G,1,1,1,1,1,1
FREP-332151-G,1,1,1,1,1,1
FREP-332156-G,1,1,1,1,1,1
FREP-332158-G,1,1,1,1,1,1
FREP-332161-G,1,1,1,1,1,1
FREP-332163-G,1,1,1,1,1,1
FREP-332165-Z,1,1,1,1,1,1
FREP-332166-G,1,1,1,1,1,1
FREP-332175-G,1,1,1,1,1,1
FREP-332193-J,1,1,1,1,1,1
FREP-332195-G,1,1,1,1,1,1
FREP-332196-G,1,1,1,1,1,1
FREP-332197-G,1,1,1,1,1,1
FREP-332199-Z,1,1,1,1,1,1
FREP-332201-G,1,1,1,1,1,1
FREP-332204-J,1,1,1,1,1,1
FREP-332205-G,1,1,1,1,1,1
FREP-332212-G,1,1,1,1,1,1
FREP-332216-J,1,1,1,1,1,1
FREP-332219-J,1,1,1,1,1,1
FREP-332229-G,1,1,1,1,1,1
FREP-332229-Z,1,1,1,1,1,1
FREP-332240-G,1,1,1,1,1,1
FREP-332240-Z,1,1,1,1,1,1
FREP-332252-Z,1,1,1,1,1,1
FREP-332260-Z,1,1,1,1,1,1
FREP-332271-J,1,1,1,1,1,1
FREP-332273-Z,1,1,1,1,1,1
FREP-332279-G,1,1,1,1,1,1
FREP-332280-G,1,1,1,1,1,1
FREP-332282-G,1,1,1,1,1,1
FREP-332286-J,1,1,1,1,1,1
FREP-332306-G,1,1,1,1,1,1
FREP-332309-J,1,1,1,1,1,1
FREP-332311-G,1,1,1,1,1,1
FREP-332311-Z,1,1,1,1,1,1
FREP-332342-Z,1,1,1,1,1,1
FREP-332345-Z,1,1,1,1,1,1
FREP-332371-J,1,1,1,1,1,1
FREP-332373-J,1,1,1,1,1,1
FREP-332374-J,1,1,1,1,1,1
FREP-332376-J,1,1,1,1,1,1
FREP-332381-Z,1,1,1,1,1,1
FREP-332398-G,1,1,1,1,1,1
FREP-332411-G,1,1,1,1,1,1
FREP-332420-G,1,1,1,1,1,1
FREP-332425-Z,1,1,1,1,1,1
FREP-332426-Z,1,1,1,1,1,1
FREP-332437-J,1,1,1,1,1,1
FREP-332444-G,1,1,1,1,1,1
FREP-332487-G,1,1,1,1,1,1
FREP-332490-G,1,1,1,1,1,1
FREP-332512-Z,1,1,1,1,1,1
FREP-332521-J,1,1,1,1,1,1
FREP-332522-G,1,1,1,1,1,1
FREP-332563-J,1,1,1,1,1,1
FREP-332564-G,1,1,1,1,1,1
FREP-332571-J,1,1,1,1,1,1
FREP-332572-Z,1,1,1,1,1,1
FREP-332587-G,1,1,1,1,1,1
FREP-332590-G,1,1,1,1,1,1
FREP-332598-Z,1,1,1,1,1,1
FREP-332610-J,1,1,1,1,1,1
FREP-332630-J,1,1,1,1,1,1
FREP-332631-J,1,1,1,1,1,1
FREP-332635-J,1,1,1,1,1,1
FREP-332637-J,1,1,1,1,1,1
FREP-332661-Z,1,1,1,1,1,1
FREP-332667-Z,1,1,1,1,1,1
FREP-332673-J,1,1,1,1,1,1
FREP-332693-J,1,1,1,1,1,1
FREP-332695-G,1,1,1,1,1,1
FREP-332710-Z,1,1,1,1,1,1
FREP-332717-J,1,1,1,1,1,1
FREP-332727-Z,1,1,1,1,1,1
FREP-332729-J,1,1,1,1,1,1
FREP-332733-J,1,1,1,1,1,1
FREP-332736-J,1,1,1,1,1,1
FREP-332758-Z,1,1,1,1,1,1
FREP-332767-Z,1,1,1,1,1,1
FREP-332768-Z,1,1,1,1,1,1
FREP-332777-Z,1,1,1,1,1,1
FREP-332785-Z,1,1,1,1,1,1
FREP-332802-Z,1,1,1,1,1,1
FREP-332807-G,1,1,1,1,1,1
FREP-332813-G,1,1,1,1,1,1
FREP-332822-G,1,1,1,1,1,1
FREP-332831-J,1,1,1,1,1,1
FREP-332838-J,1,1,1,1,1,1
FREP-332849-J,1,1,1,1,1,1
FREP-332858-Z,1,1,1,1,1,1
FREP-332878-J,1,1,1,1,1,1
FREP-332891-Z,1,1,1,1,1,1
FREP-332894-Z,1,1,1,1,1,1
FREP-332898-Z,1,1,1,1,1,1
FREP-332901-G,1,1,1,1,1,1
FREP-332908-G,1,1,1,1,1,1
FREP-332909-G,1,1,1,1,1,1
FREP-332910-G,1,1,1,1,1,1
FREP-332928-Z,1,1,1,1,1,1
FREP-332962-G,1,1,1,1,1,1
FREP-332967-Z,1,1,1,1,1,1
FREP-332972-Z,1,1,1,1,1,1
FREP-332973-Z,1,1,1,1,1,1
FREP-332980-G,1,1,1,1,1,1
FREP-332988-Z,1,1,1,1,1,1
FREP-332994-Z,1,1,1,1,1,1
FREP-332999-Z,1,1,1,1,1,1
FREP-333000-Z,1,1,1,1,1,1
FREP-333005-G,1,1,1,1,1,1
FREP-333007-G,1,1,1,1,1,1
FREP-333010-G,1,1,1,1,1,1
FREP-333024-J,1,1,1,1,1,1
FREP-333025-J,1,1,1,1,1,1
FREP-333028-G,1,1,1,1,1,1
FREP-333038-G,1,1,1,1,1,1
FREP-333040-J,1,1,1,1,1,1
FREP-333045-J,1,1,1,1,1,1
FREP-333049-G,1,1,1,1,1,1
FREP-333050-J,1,1,1,1,1,1
FREP-333051-G,1,1,1,1,1,1
FREP-333055-G,1,1,1,1,1,1
FREP-333063-G,1,1,1,1,1,1
FREP-333066-Z,1,1,1,1,1,1
FREP-333070-G,1,1,1,1,1,1
FREP-333073-G,1,1,1,1,1,1
FREP-333080-J,1,1,1,1,1,1
FREP-333089-G,1,1,1,1,1,1
FREP-333098-Z,1,1,1,1,1,1
FREP-333099-J,1,1,1,1,1,1
FREP-333100-G,1,1,1,1,1,1
FREP-333105-G,1,1,1,1,1,1
FREP-333107-G,1,1,1,1,1,1
FREP-333108-Z,1,1,1,1,1,1
FREP-333120-Z,1,1,1,1,1,1
FREP-333137-G,1,1,1,1,1,1
FREP-333154-Z,1,1,1,1,1,1
FREP-333159-Z,1,1,1,1,1,1
FREP-333166-Z,1,1,1,1,1,1
FREP-333181-Z,1,1,1,1,1,1
FREP-333186-Z,1,1,1,1,1,1
FREP-333195-J,1,1,1,1,1,1
FREP-333206-Z,1,1,1,1,1,1
FREP-333212-Z,1,1,1,1,1,1
FREP-333230-G,1,1,1,1,1,1
FREP-333252-G,1,1,1,1,1,1
FREP-333260-Z,1,1,1,1,1,1
FREP-333262-Z,1,1,1,1,1,1
FREP-333263-J,1,1,1,1,1,1
FREP-333264-G,1,1,1,1,1,1
FREP-333268-G,1,1,1,1,1,1
FREP-333275-J,1,1,1,1,1,1
FREP-333275-Z,1,1,1,1,1,1
FREP-333277-G,1,1,1,1,1,1
FREP-333283-G,1,1,1,1,1,1
FREP-333292-G,1,1,1,1,1,1
FREP-333296-Z,1,1,1,1,1,1
FREP-333309-Z,1,1,1,1,1,1
FREP-333313-J,1,1,1,1,1,1
FREP-333313-Z,1,1,1,1,1,1
FREP-333314-G,1,1,1,1,1,1
FREP-333318-J,1,1,1,1,1,1
FREP-333322-J,1,1,1,1,1,1
FREP-333344-J,1,1,1,1,1,1
FREP-333346-J,1,1,1,1,1,1
FREP-333369-Z,1,1,1,1,1,1
FREP-333401-G,1,1,1,1,1,1
FREP-333402-Z,1,1,1,1,1,1
FREP-333412-Z,1,1,1,1,1,1
FREP-333418-G,1,1,1,1,1,1
FREP-333419-G,1,1,1,1,1,1
FREP-333422-G,1,1,1,1,1,1
FREP-333423-Z,1,1,1,1,1,1
FREP-333427-Z,1,1,1,1,1,1
FREP-333428-G,1,1,1,1,1,1
FREP-333435-G,1,1,1,1,1,1
FREP-333435-Z,1,1,1,1,1,1
FREP-333444-J,1,1,1,1,1,1
FREP-333444-Z,1,1,1,1,1,1
FREP-333445-G,1,1,1,1,1,1
FREP-333456-G,1,1,1,1,1,1
FREP-333458-J,1,1,1,1,1,1
FREP-333462-G,1,1,1,1,1,1
FREP-333470-J,1,1,1,1,1,1
FREP-333478-J,1,1,1,1,1,1
FREP-333487-Z,1,1,1,1,1,1
FREP-333497-J,1,1,1,1,1,1
FREP-333501-J,1,1,1,1,1,1
FREP-333511-G,1,1,1,1,1,1
FREP-333513-Z,1,1,1,1,1,1
FREP-333521-J,1,1,1,1,1,1
FREP-333522-G,1,1,1,1,1,1
FREP-333523-G,1,1,1,1,1,1
FREP-333527-J,1,1,1,1,1,1
FREP-333531-G,1,1,1,1,1,1
FREP-333547-Z,1,1,1,1,1,1
FREP-333553-J,1,1,1,1,1,1
FREP-333555-Z,1,1,1,1,1,1
FREP-333558-J,1,1,1,1,1,1
FREP-333559-J,1,1,1,1,1,1
FREP-333564-Z,1,1,1,1,1,1
FREP-333571-G,1,1,1,1,1,1
FREP-333579-G,1,1,1,1,1,1
FREP-333589-G,1,1,1,1,1,1
FREP-333592-G,1,1,1,1,1,1
FREP-333596-G,1,1,1,1,1,1
FREP-333598-G,1,1,1,1,1,1
FREP-333601-G,1,1,1,1,1,1
FREP-333605-Z,1,1,1,1,1,1
FREP-333615-Z,1,1,1,1,1,1
FREP-333642-G,1,1,1,1,1,1
FREP-333654-Z,1,1,1,1,1,1
FREP-333658-Z,1,1,1,1,1,1
FREP-333664-G,1,1,1,1,1,1
FREP-333670-J,1,1,1,1,1,1
FREP-333672-J,1,1,1,1,1,1
FREP-333677-J,1,1,1,1,1,1
FREP-333678-Z,1,1,1,1,1,1
FREP-333679-G,1,1,1,1,1,1
FREP-333679-Z,1,1,1,1,1,1
FREP-333681-G,1,1,1,1,1,1
FREP-333683-G,1,1,1,1,1,1
FREP-333695-G,1,1,1,1,1,1
FREP-333698-Z,1,1,1,1,1,1
FREP-333711-G,1,1,1,1,1,1
FREP-333711-Z,1,1,1,1,1,1
FREP-333715-G,1,1,1,1,1,1
FREP-333722-G,1,1,1,1,1,1
FREP-333727-G,1,1,1,1,1,1
FREP-333729-G,1,1,1,1,1,1
FREP-333740-G,1,1,1,1,1,1
FREP-333754-Z,1,1,1,1,1,1
FREP-333760-Z,1,1,1,1,1,1
FREP-333763-J,1,1,1,1,1,1
FREP-333769-G,1,1,1,1,1,1
FREP-333781-J,1,1,1,1,1,1
FREP-333784-G,1,1,1,1,1,1
FREP-333817-G,1,1,1,1,1,1
FREP-333822-J,1,1,1,1,1,1
FREP-333823-G,1,1,1,1,1,1
FREP-333835-J,1,1,1,1,1,1
FREP-333856-Z,1,1,1,1,1,1
FREP-333857-G,1,1,1,1,1,1
FREP-333866-J,1,1,1,1,1,1
FREP-333873-G,1,1,1,1,1,1
FREP-333874-J,1,1,1,1,1,1
FREP-333880-J,1,1,1,1,1,1
FREP-333882-J,1,1,1,1,1,1
FREP-333886-J,1,1,1,1,1,1
FREP-333887-G,1,1,1,1,1,1
FREP-333897-J,1,1,1,1,1,1
FREP-333897-Z,1,1,1,1,1,1
FREP-333899-Z,1,1,1,1,1,1
FREP-333901-Z,1,1,1,1,1,1
FREP-333902-J,1,1,1,1,1,1
FREP-333905-Z,1,1,1,1,1,1
FREP-333911-G,1,1,1,1,1,1
FREP-333913-Z,1,1,1,1,1,1
FREP-333935-Z,1,1,1,1,1,1
FREP-333940-G,1,1,1,1,1,1
FREP-333967-J,1,1,1,1,1,1
FREP-333971-J,1,1,1,1,1,1
FREP-333972-J,1,1,1,1,1,1
FREP-333976-Z,1,1,1,1,1,1
FREP-334003-G,1,1,1,1,1,1
FREP-334003-Z,1,1,1,1,1,1
FREP-334016-G,1,1,1,1,1,1
FREP-334018-Z,1,1,1,1,1,1
FREP-334019-J,1,1,1,1,1,1
FREP-334020-G,1,1,1,1,1,1
FREP-334021-G,1,1,1,1,1,1
FREP-334042-Z,1,1,1,1,1,1
FREP-334045-Z,1,1,1,1,1,1
FREP-334068-G,1,1,1,1,1,1
FREP-334069-G,1,1,1,1,1,1
FREP-334080-Z,1,1,1,1,1,1
FREP-334098-Z,1,1,1,1,1,1
FREP-334105-J,1,1,1,1,1,1
FREP-334115-J,1,1,1,1,1,1
FREP-334116-G,1,1,1,1,1,1
FREP-334119-Z,1,1,1,1,1,1
FREP-334121-J,1,1,1,1,1,1
FREP-334122-G,1,1,1,1,1,1
FREP-334123-Z,1,1,1,1,1,1
FREP-334129-J,1,1,1,1,1,1
FREP-334143-G,1,1,1,1,1,1
FREP-334151-J,1,1,1,1,1,1
FREP-334157-Z,1,1,1,1,1,1
FREP-334162-Z,1,1,1,1,1,1
FREP-334181-Z,1,1,1,1,1,1
FREP-334185-Z,1,1,1,1,1,1
FREP-334188-G,1,1,1,1,1,1
FREP-334199-G,1,1,1,1,1,1
FREP-334216-Z,1,1,1,1,1,1
FREP-334217-J,1,1,1,1,1,1
FREP-334219-J,1,1,1,1,1,1
FREP-334222-Z,1,1,1,1,1,1
FREP-334240-G,1,1,1,1,1,1
FREP-334241-J,1,1,1,1,1,1
FREP-334243-Z,1,1,1,1,1,1
FREP-334244-J,1,1,1,1,1,1
FREP-334250-Z,1,1,1,1,1,1
FREP-334269-Z,1,1,1,1,1,1
FREP-334282-Z,1,1,1,1,1,1
FREP-334289-Z,1,1,1,1,1,1
FREP-334291-Z,1,1,1,1,1,1
FREP-334293-Z,1,1,1,1,1,1
FREP-334301-G,1,1,1,1,1,1
FREP-334306-J,1,1,1,1,1,1
FREP-334319-Z,1,1,1,1,1,1
FREP-334327-G,1,1,1,1,1,1
FREP-334343-Z,1,1,1,1,1,1
FREP-334349-J,1,1,1,1,1,1
FREP-334350-J,1,1,1,1,1,1
FREP-334388-J,1,1,1,1,1,1
FREP-334401-J,1,1,1,1,1,1
FREP-334409-Z,1,1,1,1,1,1
FREP-334427-Z,1,1,1,1,1,1
FREP-334434-G,1,1,1,1,1,1
FREP-334438-Z,1,1,1,1,1,1
FREP-334439-Z,1,1,1,1,1,1
FREP-334440-G,1,1,1,1,1,1
FREP-334444-Z,1,1,1,1,1,1
FREP-334456-G,1,1,1,1,1,1
FREP-334459-G,1,1,1,1,1,1
FREP-334469-G,1,1,1,1,1,1
FREP-334494-G,1,1,1,1,1,1
FREP-334505-J,1,1,1,1,1,1
FREP-334505-Z,1,1,1,1,1,1
FREP-334517-G,1,1,1,1,1,1
FREP-334526-J,1,1,1,1,1,1
FREP-334542-Z,1,1,1,1,1,1
FREP-334569-G,1,1,1,1,1,1
FREP-334575-J,1,1,1,1,1,1
FREP-334587-G,1,1,1,1,1,1
FREP-334588-Z,1,1,1,1,1,1
FREP-334604-G,1,1,1,1,1,1
FREP-334623-G,1,1,1,1,1,1
FREP-334624-J,1,1,1,1,1,1
FREP-334637-Z,1,1,1,1,1,1
FREP-334641-J,1,1,1,1,1,1
FREP-334646-G,1,1,1,1,1,1
FREP-334648-G,1,1,1,1,1,1
FREP-334653-G,1,1,1,1,1,1
FREP-334660-Z,1,1,1,1,1,1
FREP-334671-G,1,1,1,1,1,1
FREP-334676-J,1,1,1,1,1,1
FREP-334680-J,1,1,1,1,1,1
FREP-334680-Z,1,1,1,1,1,1
FREP-334683-Z,1,1,1,1,1,1
FREP-334692-G,1,1,1,1,1,1
FREP-334694-G,1,1,1,1,1,1
FREP-334695-J,1,1,1,1,1,1
FREP-334697-Z,1,1,1,1,1,1
FREP-334699-Z,1,1,1,1,1,1
FREP-334703-J,1,1,1,1,1,1
FREP-334705-G,1,1,1,1,1,1
FREP-334711-J,1,1,1,1,1,1
FREP-334722-J,1,1,1,1,1,1
FREP-334741-J,1,1,1,1,1,1
FREP-334760-J,1,1,1,1,1,1
FREP-334761-Z,1,1,1,1,1,1
FREP-334765-J,1,1,1,1,1,1
FREP-334771-J,1,1,1,1,1,1
FREP-334778-J,1,1,1,1,1,1
FREP-334798-Z,1,1,1,1,1,1
FREP-334816-G,1,1,1,1,1,1
FREP-334821-J,1,1,1,1,1,1
FREP-334852-J,1,1,1,1,1,1
FREP-334854-J,1,1,1,1,1,1
FREP-334872-Z,1,1,1,1,1,1
FREP-334878-Z,1,1,1,1,1,1
FREP-334881-G,1,1,1,1,1,1
FREP-334883-G,1,1,1,1,1,1
FREP-334893-Z,1,1,1,1,1,1
FREP-334899-G,1,1,1,1,1,1
FREP-334907-Z,1,1,1,1,1,1
FREP-334916-G,1,1,1,1,1,1
FREP-334919-Z,1,1,1,1,1,1
FREP-334920-Z,1,1,1,1,1,1
FREP-334923-Z,1,1,1,1,1,1
FREP-334928-G,1,1,1,1,1,1
FREP-334930-J,1,1,1,1,1,1
FREP-334932-Z,1,1,1,1,1,1
FREP-334941-G,1,1,1,1,1,1
FREP-334943-Z,1,1,1,1,1,1
FREP-334944-J,1,1,1,1,1,1
FREP-334945-J,1,1,1,1,1,1
FREP-334968-G,1,1,1,1,1,1
FREP-334987-G,1,1,1,1,1,1
FREP-334991-Z,1,1,1,1,1,1
FREP-334992-Z,1,1,1,1,1,1
FREP-334993-Z,1,1,1,1,1,1
FREP-334999-J,1,1,1,1,1,1
FREP-335004-Z,1,1,1,1,1,1
FREP-335006-Z,1,1,1,1,1,1
FREP-335016-J,1,1,1,1,1,1
FREP-335016-Z,1,1,1,1,1,1
FREP-335025-J,1,1,1,1,1,1
FREP-335028-J,1,1,1,1,1,1
FREP-335033-Z,1,1,1,1,1,1
FREP-335040-Z,1,1,1,1,1,1
FREP-335042-G,1,1,1,1,1,1
FREP-335054-G,1,1,1,1,1,1
FREP-335072-G,1,1,1,1,1,1
FREP-335076-J,1,1,1,1,1,1
FREP-335085-J,1,1,1,1,1,1
FREP-335101-J,1,1,1,1,1,1
FREP-335121-J,1,1,1,1,1,1
FREP-335149-G,1,1,1,1,1,1
FREP-335153-J,1,1,1,1,1,1
FREP-335154-Z,1,1,1,1,1,1
FREP-335160-J,1,1,1,1,1,1
FREP-335161-J,1,1,1,1,1,1
FREP-335161-Z,1,1,1,1,1,1
FREP-335162-Z,1,1,1,1,1,1
FREP-335168-J,1,1,1,1,1,1
FREP-335173-G,1,1,1,1,1,1
FREP-335183-G,1,1,1,1,1,1
FREP-335186-Z,1,1,1,1,1,1
FREP-335187-Z,1,1,1,1,1,1
FREP-335193-Z,1,1,1,1,1,1
FREP-335194-G,1,1,1,1,1,1
FREP-335199-Z,1,1,1,1,1,1
FREP-335206-Z,1,1,1,1,1,1
FREP-335208-Z,1,1,1,1,1,1
FREP-335211-Z,1,1,1,1,1,1
FREP-335213-J,1,1,1,1,1,1
FREP-335215-J,1,1,1,1,1,1
FREP-335217-J,1,1,1,1,1,1
FREP-335218-J,1,1,1,1,1,1
FREP-335242-Z,1,1,1,1,1,1
FREP-335248-J,1,1,1,1,1,1
FREP-335250-Z,1,1,1,1,1,1
FREP-335255-Z,1,1,1,1,1,1
FREP-335287-J,1,1,1,1,1,1
FREP-335290-Z,1,1,1,1,1,1
FREP-335303-Z,1,1,1,1,1,1
FREP-335323-G,1,1,1,1,1,1
FREP-335328-Z,1,1,1,1,1,1
FREP-335330-G,1,1,1,1,1,1
FREP-335370-G,1,1,1,1,1,1
FREP-335386-J,1,1,1,1,1,1
FREP-335389-J,1,1,1,1,1,1
FREP-335392-J,1,1,1,1,1,1
FREP-335401-J,1,1,1,1,1,1
FREP-335425-J,1,1,1,1,1,1
FREP-335425-Z,1,1,1,1,1,1
FREP-335432-J,1,1,1,1,1,1
FREP-335432-Z,1,1,1,1,1,1
FREP-335433-G,1,1,1,1,1,1
FREP-335438-Z,1,1,1,1,1,1
FREP-335441-Z,1,1,1,1,1,1
FREP-335443-G,1,1,1,1,1,1
FREP-335444-Z,1,1,1,1,1,1
FREP-335446-Z,1,1,1,1,1,1
FREP-335449-G,1,1,1,1,1,1
FREP-335457-G,1,1,1,1,1,1
FREP-335490-J,1,1,1,1,1,1
FREP-335499-J,1,1,1,1,1,1
FREP-335504-J,1,1,1,1,1,1
FREP-335522-Z,1,1,1,1,1,1
FREP-335527-J,1,1,1,1,1,1
FREP-335532-J,1,1,1,1,1,1
