Incident Reference,Spatial Coordinates,Cause Code,licence_area,regulatory_year,substation,SiteFunctionalLocation
FREP-262689-Z,1,1,1,1,1,1
FREP-262698-G,1,1,1,1,1,1
FREP-262700-Z,1,1,1,1,1,1
FREP-262702-Z,1,1,1,1,1,1
FREP-262705-Z,1,1,1,1,1,1
FREP-262715-Z,1,1,1,1,1,1
FREP-262757-G,1,1,1,1,1,1
FREP-262762-J,1,1,1,1,1,1
FREP-262763-G,1,1,1,1,1,1
FREP-262772-G,1,1,1,1,1,1
FREP-262774-Z,1,1,1,1,1,1
FREP-262776-J,1,1,1,1,1,1
FREP-262790-G,1,1,1,1,1,1
FREP-262810-G,1,1,1,1,1,1
FREP-262816-G,1,1,1,1,1,1
FREP-262819-Z,1,1,1,1,1,1
FREP-262825-G,1,1,1,1,1,1
FREP-262832-G,1,1,1,1,1,1
FREP-262841-G,1,1,1,1,1,1
FREP-262841-Z,1,1,1,1,1,1
FREP-262856-Z,1,1,1,1,1,1
FREP-262857-G,1,1,1,1,1,1
FREP-262857-Z,1,1,1,1,1,1
FREP-262861-Z,1,1,1,1,1,1
FREP-262862-J,1,1,1,1,1,1
FREP-262867-Z,1,1,1,1,1,1
FREP-262872-J,1,1,1,1,1,1
FREP-262882-G,1,1,1,1,1,1
FREP-262884-Z,1,1,1,1,1,1
FREP-262903-J,1,1,1,1,1,1
FREP-262916-Z,1,1,1,1,1,1
FREP-262920-Z,1,1,1,1,1,1
FREP-262936-Z,1,1,1,1,1,1
FREP-262937-G,1,1,1,1,1,1
FREP-262944-G,1,1,1,1,1,1
FREP-262945-Z,1,1,1,1,1,1
FREP-262946-Z,1,1,1,1,1,1
FREP-262947-Z,1,1,1,1,1,1
FREP-262950-J,1,1,1,1,1,1
FREP-262953-G,1,1,1,1,1,1
FREP-262964-Z,1,1,1,1,1,1
FREP-262966-J,1,1,1,1,1,1
FREP-262970-Z,1,1,1,1,1,1
FREP-262974-Z,1,1,1,1,1,1
FREP-262978-Z,1,1,1,1,1,1
FREP-262986-G,1,1,1,1,1,1
FREP-262990-Z,1,1,1,1,1,1
FREP-263004-Z,1,1,1,1,1,1
FREP-263005-Z,1,1,1,1,1,1
FREP-263007-G,1,1,1,1,1,1
FREP-263025-G,1,1,1,1,1,1
FREP-263031-Z,1,1,1,1,1,1
FREP-263034-G,1,1,1,1,1,1
FREP-263049-Z,1,1,1,1,1,1
FREP-263060-Z,1,1,1,1,1,1
FREP-263065-G,1,1,1,1,1,1
FREP-263090-G,1,1,1,1,1,1
FREP-263090-Z,1,1,1,1,1,1
FREP-263105-G,1,1,1,1,1,1
FREP-263137-J,1,1,1,1,1,1
FREP-263145-G,1,1,1,1,1,1
FREP-263152-Z,1,1,1,1,1,1
FREP-263163-G,1,1,1,1,1,1
FREP-263173-G,1,1,1,1,1,1
FREP-263174-J,1,1,1,1,1,1
FREP-263207-Z,1,1,1,1,1,1
FREP-263211-Z,1,1,1,1,1,1
FREP-263246-J,1,1,1,1,1,1
FREP-263259-J,1,1,1,1,1,1
FREP-263263-Z,1,1,1,1,1,1
FREP-263268-J,1,1,1,1,1,1
FREP-263273-G,1,1,1,1,1,1
FREP-263282-Z,1,1,1,1,1,1
FREP-263289-Z,1,1,1,1,1,1
FREP-263291-Z,1,1,1,1,1,1
FREP-263298-J,1,1,1,1,1,1
FREP-263302-Z,1,1,1,1,1,1
FREP-263306-J,1,1,1,1,1,1
FREP-263306-Z,1,1,1,1,1,1
FREP-263312-G,1,1,1,1,1,1
FREP-263314-G,1,1,1,1,1,1
FREP-263316-G,1,1,1,1,1,1
FREP-263323-G,1,1,1,1,1,1
FREP-263323-Z,1,1,1,1,1,1
FREP-263340-J,1,1,1,1,1,1
FREP-263344-G,1,1,1,1,1,1
FREP-263348-Z,1,1,1,1,1,1
FREP-263355-G,1,1,1,1,1,1
FREP-263361-Z,1,1,1,1,1,1
FREP-263368-Z,1,1,1,1,1,1
FREP-263371-G,1,1,1,1,1,1
FREP-263374-Z,1,1,1,1,1,1
FREP-263380-G,1,1,1,1,1,1
FREP-263415-Z,1,1,1,1,1,1
FREP-263429-Z,1,1,1,1,1,1
FREP-263443-J,1,1,1,1,1,1
FREP-263445-J,1,1,1,1,1,1
FREP-263464-Z,1,1,1,1,1,1
FREP-263468-J,1,1,1,1,1,1
FREP-263482-Z,1,1,1,1,1,1
FREP-263513-G,1,1,1,1,1,1
FREP-263526-G,1,1,1,1,1,1
FREP-263536-Z,1,1,1,1,1,1
FREP-263537-Z,1,1,1,1,1,1
FREP-263538-J,1,1,1,1,1,1
FREP-263538-Z,1,1,1,1,1,1
FREP-263542-Z,1,1,1,1,1,1
FREP-263548-Z,1,1,1,1,1,1
FREP-263558-J,1,1,1,1,1,1
FREP-263562-J,1,1,1,1,1,1
FREP-263601-J,1,1,1,1,1,1
FREP-263614-G,1,1,1,1,1,1
FREP-263618-J,1,1,1,1,1,1
FREP-263638-G,1,1,1,1,1,1
FREP-263639-G,1,1,1,1,1,1
FREP-263642-G,1,1,1,1,1,1
FREP-263647-G,1,1,1,1,1,1
FREP-263647-Z,1,1,1,1,1,1
FREP-263651-Z,1,1,1,1,1,1
FREP-263664-G,1,1,1,1,1,1
FREP-263674-Z,1,1,1,1,1,1
FREP-263675-G,1,1,1,1,1,1
FREP-263680-J,1,1,1,1,1,1
FREP-263699-Z,1,1,1,1,1,1
FREP-263700-Z,1,1,1,1,1,1
FREP-263708-G,1,1,1,1,1,1
FREP-263711-Z,1,1,1,1,1,1
FREP-263718-J,1,1,1,1,1,1
FREP-263721-J,1,1,1,1,1,1
FREP-263725-J,1,1,1,1,1,1
FREP-263730-J,1,1,1,1,1,1
FREP-263745-G,1,1,1,1,1,1
FREP-263748-G,1,1,1,1,1,1
FREP-263751-G,1,1,1,1,1,1
FREP-263753-G,1,1,1,1,1,1
FREP-263756-G,1,1,1,1,1,1
FREP-263757-G,1,1,1,1,1,1
FREP-263763-G,1,1,1,1,1,1
FREP-263769-J,1,1,1,1,1,1
FREP-263779-Z,1,1,1,1,1,1
FREP-263780-J,1,1,1,1,1,1
FREP-263781-J,1,1,1,1,1,1
FREP-263784-J,1,1,1,1,1,1
FREP-263786-G,1,1,1,1,1,1
FREP-263800-J,1,1,1,1,1,1
FREP-263834-J,1,1,1,1,1,1
FREP-263848-J,1,1,1,1,1,1
FREP-263850-J,1,1,1,1,1,1
FREP-263860-G,1,1,1,1,1,1
FREP-263863-G,1,1,1,1,1,1
FREP-263870-G,1,1,1,1,1,1
FREP-263875-G,1,1,1,1,1,1
FREP-263876-J,1,1,1,1,1,1
FREP-263878-G,1,1,1,1,1,1
FREP-263879-G,1,1,1,1,1,1
FREP-263885-G,1,1,1,1,1,1
FREP-263892-Z,1,1,1,1,1,1
FREP-263896-Z,1,1,1,1,1,1
FREP-263899-J,1,1,1,1,1,1
FREP-263907-Z,1,1,1,1,1,1
FREP-263933-G,1,1,1,1,1,1
FREP-263938-J,1,1,1,1,1,1
FREP-263957-G,1,1,1,1,1,1
FREP-263960-J,1,1,1,1,1,1
FREP-263991-J,1,1,1,1,1,1
FREP-263993-J,1,1,1,1,1,1
FREP-263995-G,1,1,1,1,1,1
FREP-264003-G,1,1,1,1,1,1
FREP-264010-G,1,1,1,1,1,1
FREP-264045-Z,1,1,1,1,1,1
FREP-264047-Z,1,1,1,1,1,1
FREP-264048-J,1,1,1,1,1,1
FREP-264054-G,1,1,1,1,1,1
FREP-264054-J,1,1,1,1,1,1
FREP-264060-J,1,1,1,1,1,1
FREP-264067-G,1,1,1,1,1,1
FREP-264071-Z,1,1,1,1,1,1
FREP-264073-J,1,1,1,1,1,1
FREP-264077-Z,1,1,1,1,1,1
FREP-264087-G,1,1,1,1,1,1
FREP-264097-G,1,1,1,1,1,1
FREP-264097-Z,1,1,1,1,1,1
FREP-264108-G,1,1,1,1,1,1
FREP-264116-Z,1,1,1,1,1,1
FREP-264130-J,1,1,1,1,1,1
FREP-264154-J,1,1,1,1,1,1
FREP-264157-G,1,1,1,1,1,1
FREP-264157-Z,1,1,1,1,1,1
FREP-264162-J,1,1,1,1,1,1
FREP-264164-Z,1,1,1,1,1,1
FREP-264182-Z,1,1,1,1,1,1
FREP-264187-Z,1,1,1,1,1,1
FREP-264195-Z,1,1,1,1,1,1
FREP-264204-Z,1,1,1,1,1,1
FREP-264205-Z,1,1,1,1,1,1
FREP-264208-Z,1,1,1,1,1,1
FREP-264212-Z,1,1,1,1,1,1
FREP-264236-J,1,1,1,1,1,1
FREP-264238-J,1,1,1,1,1,1
FREP-264246-J,1,1,1,1,1,1
FREP-264251-G,1,1,1,1,1,1
FREP-264254-G,1,1,1,1,1,1
FREP-264273-Z,1,1,1,1,1,1
FREP-264278-Z,1,1,1,1,1,1
FREP-264285-J,1,1,1,1,1,1
FREP-264293-Z,1,1,1,1,1,1
FREP-264297-G,1,1,1,1,1,1
FREP-264331-Z,1,1,1,1,1,1
FREP-264343-J,1,1,1,1,1,1
FREP-264347-Z,1,1,1,1,1,1
FREP-264374-G,1,1,1,1,1,1
FREP-264381-G,1,1,1,1,1,1
FREP-264381-J,1,1,1,1,1,1
FREP-264385-Z,1,1,1,1,1,1
FREP-264389-Z,1,1,1,1,1,1
FREP-264392-J,1,1,1,1,1,1
FREP-264413-G,1,1,1,1,1,1
FREP-264413-J,1,1,1,1,1,1
FREP-264428-G,1,1,1,1,1,1
FREP-264433-Z,1,1,1,1,1,1
FREP-264454-J,1,1,1,1,1,1
FREP-264455-G,1,1,1,1,1,1
FREP-264456-J,1,1,1,1,1,1
FREP-264464-J,1,1,1,1,1,1
FREP-264505-G,1,1,1,1,1,1
FREP-264506-J,1,1,1,1,1,1
FREP-264509-G,1,1,1,1,1,1
FREP-264514-G,1,1,1,1,1,1
FREP-264541-J,1,1,1,1,1,1
FREP-264576-Z,1,1,1,1,1,1
FREP-264592-J,1,1,1,1,1,1
FREP-264601-Z,1,1,1,1,1,1
FREP-264604-J,1,1,1,1,1,1
FREP-264610-J,1,1,1,1,1,1
FREP-264619-J,1,1,1,1,1,1
FREP-264619-Z,1,1,1,1,1,1
FREP-264630-G,1,1,1,1,1,1
FREP-264634-G,1,1,1,1,1,1
FREP-264647-G,1,1,1,1,1,1
FREP-264649-J,1,1,1,1,1,1
FREP-264649-Z,1,1,1,1,1,1
FREP-264650-G,1,1,1,1,1,1
FREP-264653-G,1,1,1,1,1,1
FREP-264657-Z,1,1,1,1,1,1
FREP-264703-Z,1,1,1,1,1,1
FREP-264716-J,1,1,1,1,1,1
FREP-264753-G,1,1,1,1,1,1
FREP-264758-G,1,1,1,1,1,1
FREP-264766-G,1,1,1,1,1,1
FREP-264769-J,1,1,1,1,1,1
FREP-264771-G,1,1,1,1,1,1
FREP-264771-Z,1,1,1,1,1,1
FREP-264775-J,1,1,1,1,1,1
FREP-264776-G,1,1,1,1,1,1
FREP-264776-J,1,1,1,1,1,1
FREP-264778-G,1,1,1,1,1,1
FREP-264795-J,1,1,1,1,1,1
FREP-264796-G,1,1,1,1,1,1
FREP-264800-J,1,1,1,1,1,1
FREP-264807-J,1,1,1,1,1,1
FREP-264827-G,1,1,1,1,1,1
FREP-264841-G,1,1,1,1,1,1
FREP-264865-Z,1,1,1,1,1,1
FREP-264874-J,1,1,1,1,1,1
FREP-264883-G,1,1,1,1,1,1
FREP-264884-G,1,1,1,1,1,1
FREP-264886-Z,1,1,1,1,1,1
FREP-264890-G,1,1,1,1,1,1
FREP-264892-G,1,1,1,1,1,1
FREP-264894-Z,1,1,1,1,1,1
FREP-264899-G,1,1,1,1,1,1
FREP-264900-J,1,1,1,1,1,1
FREP-264921-J,1,1,1,1,1,1
FREP-264929-G,1,1,1,1,1,1
FREP-264939-G,1,1,1,1,1,1
FREP-264940-J,1,1,1,1,1,1
FREP-264942-Z,1,1,1,1,1,1
FREP-264943-J,1,1,1,1,1,1
FREP-264946-J,1,1,1,1,1,1
FREP-264979-Z,1,1,1,1,1,1
FREP-264981-G,1,1,1,1,1,1
FREP-264981-J,1,1,1,1,1,1
FREP-265001-Z,1,1,1,1,1,1
FREP-265004-Z,1,1,1,1,1,1
FREP-265005-Z,1,1,1,1,1,1
FREP-265014-J,1,1,1,1,1,1
FREP-265022-Z,1,1,1,1,1,1
FREP-265027-Z,1,1,1,1,1,1
FREP-265029-Z,1,1,1,1,1,1
FREP-265037-G,1,1,1,1,1,1
FREP-265046-Z,1,1,1,1,1,1
FREP-265050-Z,1,1,1,1,1,1
FREP-265055-G,1,1,1,1,1,1
FREP-265077-J,1,1,1,1,1,1
FREP-265084-Z,1,1,1,1,1,1
FREP-265105-G,1,1,1,1,1,1
FREP-265109-J,1,1,1,1,1,1
FREP-265112-G,1,1,1,1,1,1
FREP-265121-Z,1,1,1,1,1,1
FREP-265125-G,1,1,1,1,1,1
FREP-265127-G,1,1,1,1,1,1
FREP-265127-Z,1,1,1,1,1,1
FREP-265128-Z,1,1,1,1,1,1
FREP-265136-Z,1,1,1,1,1,1
FREP-265145-G,1,1,1,1,1,1
FREP-265150-J,1,1,1,1,1,1
FREP-265153-Z,1,1,1,1,1,1
FREP-265156-G,1,1,1,1,1,1
FREP-265160-G,1,1,1,1,1,1
FREP-265160-Z,1,1,1,1,1,1
FREP-265161-J,1,1,1,1,1,1
FREP-265162-G,1,1,1,1,1,1
FREP-265163-G,1,1,1,1,1,1
FREP-265166-G,1,1,1,1,1,1
FREP-265167-G,1,1,1,1,1,1
FREP-265193-G,1,1,1,1,1,1
FREP-265200-Z,1,1,1,1,1,1
FREP-265202-Z,1,1,1,1,1,1
FREP-265210-J,1,1,1,1,1,1
FREP-265212-J,1,1,1,1,1,1
FREP-265233-J,1,1,1,1,1,1
FREP-265253-Z,1,1,1,1,1,1
FREP-265272-J,1,1,1,1,1,1
FREP-265278-G,1,1,1,1,1,1
FREP-265282-J,1,1,1,1,1,1
FREP-265286-J,1,1,1,1,1,1
FREP-265287-J,1,1,1,1,1,1
FREP-265288-G,1,1,1,1,1,1
FREP-265295-J,1,1,1,1,1,1
FREP-265306-J,1,1,1,1,1,1
FREP-265319-J,1,1,1,1,1,1
FREP-265328-J,1,1,1,1,1,1
FREP-265355-J,1,1,1,1,1,1
FREP-265356-G,1,1,1,1,1,1
FREP-265362-Z,1,1,1,1,1,1
FREP-265364-Z,1,1,1,1,1,1
FREP-265369-Z,1,1,1,1,1,1
FREP-265374-G,1,1,1,1,1,1
FREP-265374-Z,1,1,1,1,1,1
FREP-265378-G,1,1,1,1,1,1
FREP-265379-J,1,1,1,1,1,1
FREP-265387-Z,1,1,1,1,1,1
FREP-265392-G,1,1,1,1,1,1
FREP-265397-J,1,1,1,1,1,1
FREP-265398-Z,1,1,1,1,1,1
FREP-265406-Z,1,1,1,1,1,1
FREP-265409-G,1,1,1,1,1,1
FREP-265415-J,1,1,1,1,1,1
FREP-265433-G,1,1,1,1,1,1
FREP-265439-Z,1,1,1,1,1,1
FREP-265448-G,1,1,1,1,1,1
FREP-265448-Z,1,1,1,1,1,1
FREP-265461-J,1,1,1,1,1,1
FREP-265464-Z,1,1,1,1,1,1
FREP-265465-J,1,1,1,1,1,1
FREP-265489-G,1,1,1,1,1,1
FREP-265493-J,1,1,1,1,1,1
FREP-265497-G,1,1,1,1,1,1
FREP-265500-G,1,1,1,1,1,1
FREP-265503-G,1,1,1,1,1,1
FREP-265510-J,1,1,1,1,1,1
FREP-265512-G,1,1,1,1,1,1
FREP-265513-G,1,1,1,1,1,1
FREP-265518-G,1,1,1,1,1,1
FREP-265519-Z,1,1,1,1,1,1
FREP-265532-Z,1,1,1,1,1,1
FREP-265552-Z,1,1,1,1,1,1
FREP-265554-Z,1,1,1,1,1,1
FREP-265555-G,1,1,1,1,1,1
FREP-265555-J,1,1,1,1,1,1
FREP-265558-J,1,1,1,1,1,1
FREP-265559-J,1,1,1,1,1,1
FREP-265560-G,1,1,1,1,1,1
FREP-265563-G,1,1,1,1,1,1
FREP-265566-Z,1,1,1,1,1,1
FREP-265567-Z,1,1,1,1,1,1
FREP-265568-G,1,1,1,1,1,1
FREP-265569-Z,1,1,1,1,1,1
FREP-265571-Z,1,1,1,1,1,1
FREP-265573-G,1,1,1,1,1,1
FREP-265574-G,1,1,1,1,1,1
FREP-265577-Z,1,1,1,1,1,1
FREP-265579-J,1,1,1,1,1,1
FREP-265583-G,1,1,1,1,1,1
FREP-265584-Z,1,1,1,1,1,1
FREP-265591-Z,1,1,1,1,1,1
FREP-265598-Z,1,1,1,1,1,1
FREP-265603-Z,1,1,1,1,1,1
FREP-265604-Z,1,1,1,1,1,1
FREP-265607-Z,1,1,1,1,1,1
FREP-265613-Z,1,1,1,1,1,1
FREP-265624-J,1,1,1,1,1,1
FREP-265628-G,1,1,1,1,1,1
FREP-265632-G,1,1,1,1,1,1
FREP-265633-G,1,1,1,1,1,1
FREP-265652-J,1,1,1,1,1,1
FREP-265654-J,1,1,1,1,1,1
FREP-265661-J,1,1,1,1,1,1
FREP-265678-J,1,1,1,1,1,1
FREP-265692-Z,1,1,1,1,1,1
FREP-265713-Z,1,1,1,1,1,1
FREP-265729-J,1,1,1,1,1,1
FREP-265732-G,1,1,1,1,1,1
FREP-265739-G,1,1,1,1,1,1
FREP-265741-J,1,1,1,1,1,1
FREP-265744-J,1,1,1,1,1,1
FREP-265750-G,1,1,1,1,1,1
FREP-265751-G,1,1,1,1,1,1
FREP-265756-J,1,1,1,1,1,1
FREP-265762-G,1,1,1,1,1,1
FREP-265770-Z,1,1,1,1,1,1
FREP-265783-J,1,1,1,1,1,1
FREP-265787-Z,1,1,1,1,1,1
FREP-265797-J,1,1,1,1,1,1
FREP-265800-Z,1,1,1,1,1,1
FREP-265802-Z,1,1,1,1,1,1
FREP-265805-J,1,1,1,1,1,1
FREP-265805-Z,1,1,1,1,1,1
FREP-265806-J,1,1,1,1,1,1
FREP-265808-G,1,1,1,1,1,1
FREP-265809-J,1,1,1,1,1,1
FREP-265810-Z,1,1,1,1,1,1
FREP-265811-J,1,1,1,1,1,1
FREP-265812-Z,1,1,1,1,1,1
FREP-265816-G,1,1,1,1,1,1
FREP-265819-Z,1,1,1,1,1,1
FREP-265824-Z,1,1,1,1,1,1
FREP-265828-Z,1,1,1,1,1,1
FREP-265830-G,1,1,1,1,1,1
FREP-265831-J,1,1,1,1,1,1
FREP-265832-J,1,1,1,1,1,1
FREP-265835-Z,1,1,1,1,1,1
FREP-265859-J,1,1,1,1,1,1
FREP-265861-Z,1,1,1,1,1,1
FREP-265863-G,1,1,1,1,1,1
FREP-265866-G,1,1,1,1,1,1
FREP-265868-Z,1,1,1,1,1,1
FREP-265872-G,1,1,1,1,1,1
FREP-265875-J,1,1,1,1,1,1
FREP-265876-J,1,1,1,1,1,1
FREP-265887-J,1,1,1,1,1,1
FREP-265904-G,1,1,1,1,1,1
FREP-265916-J,1,1,1,1,1,1
FREP-265918-J,1,1,1,1,1,1
FREP-265920-J,1,1,1,1,1,1
FREP-265922-J,1,1,1,1,1,1
FREP-265935-J,1,1,1,1,1,1
FREP-265938-Z,1,1,1,1,1,1
FREP-265950-G,1,1,1,1,1,1
FREP-265956-G,1,1,1,1,1,1
FREP-265964-G,1,1,1,1,1,1
FREP-265965-J,1,1,1,1,1,1
FREP-265966-G,1,1,1,1,1,1
FREP-265970-Z,1,1,1,1,1,1
FREP-265971-J,1,1,1,1,1,1
FREP-265973-Z,1,1,1,1,1,1
FREP-265984-J,1,1,1,1,1,1
FREP-266015-J,1,1,1,1,1,1
FREP-266016-Z,1,1,1,1,1,1
FREP-266019-J,1,1,1,1,1,1
FREP-266026-J,1,1,1,1,1,1
FREP-266031-J,1,1,1,1,1,1
FREP-266034-J,1,1,1,1,1,1
FREP-266036-G,1,1,1,1,1,1
FREP-266052-J,1,1,1,1,1,1
FREP-266055-G,1,1,1,1,1,1
FREP-266057-G,1,1,1,1,1,1
FREP-266057-Z,1,1,1,1,1,1
FREP-266059-J,1,1,1,1,1,1
FREP-266061-G,1,1,1,1,1,1
FREP-266063-Z,1,1,1,1,1,1
FREP-266076-Z,1,1,1,1,1,1
FREP-266087-Z,1,1,1,1,1,1
FREP-266092-Z,1,1,1,1,1,1
FREP-266096-Z,1,1,1,1,1,1
FREP-266104-G,1,1,1,1,1,1
FREP-266109-G,1,1,1,1,1,1
FREP-266109-J,1,1,1,1,1,1
FREP-266114-G,1,1,1,1,1,1
FREP-266145-Z,1,1,1,1,1,1
FREP-266158-J,1,1,1,1,1,1
FREP-266167-Z,1,1,1,1,1,1
FREP-266185-Z,1,1,1,1,1,1
FREP-266190-J,1,1,1,1,1,1
FREP-266195-G,1,1,1,1,1,1
FREP-266196-J,1,1,1,1,1,1
FREP-266202-J,1,1,1,1,1,1
FREP-266207-G,1,1,1,1,1,1
FREP-266210-G,1,1,1,1,1,1
FREP-266213-G,1,1,1,1,1,1
FREP-266215-J,1,1,1,1,1,1
FREP-266216-G,1,1,1,1,1,1
FREP-266220-Z,1,1,1,1,1,1
FREP-266242-Z,1,1,1,1,1,1
FREP-266252-J,1,1,1,1,1,1
FREP-266253-Z,1,1,1,1,1,1
FREP-266257-Z,1,1,1,1,1,1
FREP-266258-J,1,1,1,1,1,1
FREP-266258-Z,1,1,1,1,1,1
FREP-266261-J,1,1,1,1,1,1
FREP-266270-G,1,1,1,1,1,1
FREP-266280-Z,1,1,1,1,1,1
FREP-266281-Z,1,1,1,1,1,1
FREP-266283-G,1,1,1,1,1,1
FREP-266285-Z,1,1,1,1,1,1
FREP-266291-Z,1,1,1,1,1,1
FREP-266294-G,1,1,1,1,1,1
FREP-266295-G,1,1,1,1,1,1
FREP-266306-J,1,1,1,1,1,1
FREP-266308-J,1,1,1,1,1,1
FREP-266325-J,1,1,1,1,1,1
FREP-266328-J,1,1,1,1,1,1
FREP-266340-J,1,1,1,1,1,1
FREP-266341-J,1,1,1,1,1,1
FREP-266342-G,1,1,1,1,1,1
FREP-266348-Z,1,1,1,1,1,1
FREP-266350-J,1,1,1,1,1,1
FREP-266361-J,1,1,1,1,1,1
FREP-266371-J,1,1,1,1,1,1
FREP-266376-Z,1,1,1,1,1,1
FREP-266387-J,1,1,1,1,1,1
FREP-266388-Z,1,1,1,1,1,1
FREP-266390-J,1,1,1,1,1,1
FREP-266393-Z,1,1,1,1,1,1
FREP-266394-G,1,1,1,1,1,1
FREP-266397-G,1,1,1,1,1,1
FREP-266397-Z,1,1,1,1,1,1
FREP-266402-G,1,1,1,1,1,1
FREP-266403-J,1,1,1,1,1,1
FREP-266405-G,1,1,1,1,1,1
FREP-266408-Z,1,1,1,1,1,1
FREP-266409-G,1,1,1,1,1,1
FREP-266415-Z,1,1,1,1,1,1
FREP-266420-Z,1,1,1,1,1,1
FREP-266424-J,1,1,1,1,1,1
FREP-266428-Z,1,1,1,1,1,1
FREP-266429-J,1,1,1,1,1,1
FREP-266431-Z,1,1,1,1,1,1
FREP-266439-J,1,1,1,1,1,1
FREP-266440-J,1,1,1,1,1,1
FREP-266461-J,1,1,1,1,1,1
FREP-266465-Z,1,1,1,1,1,1
FREP-266468-Z,1,1,1,1,1,1
FREP-266471-Z,1,1,1,1,1,1
FREP-266484-J,1,1,1,1,1,1
FREP-266492-J,1,1,1,1,1,1
FREP-266495-J,1,1,1,1,1,1
FREP-266499-G,1,1,1,1,1,1
FREP-266508-G,1,1,1,1,1,1
FREP-266513-G,1,1,1,1,1,1
FREP-266515-G,1,1,1,1,1,1
FREP-266523-G,1,1,1,1,1,1
FREP-266531-J,1,1,1,1,1,1
FREP-266542-J,1,1,1,1,1,1
FREP-266544-G,1,1,1,1,1,1
FREP-266547-G,1,1,1,1,1,1
FREP-266566-J,1,1,1,1,1,1
FREP-266597-G,1,1,1,1,1,1
FREP-266605-J,1,1,1,1,1,1
FREP-266608-Z,1,1,1,1,1,1
FREP-266616-G,1,1,1,1,1,1
FREP-266619-Z,1,1,1,1,1,1
FREP-266621-J,1,1,1,1,1,1
FREP-266624-Z,1,1,1,1,1,1
FREP-266634-J,1,1,1,1,1,1
FREP-266635-G,1,1,1,1,1,1
FREP-266635-J,1,1,1,1,1,1
FREP-266636-G,1,1,1,1,1,1
FREP-266637-G,1,1,1,1,1,1
FREP-266643-G,1,1,1,1,1,1
FREP-266651-G,1,1,1,1,1,1
FREP-266655-J,1,1,1,1,1,1
FREP-266661-J,1,1,1,1,1,1
FREP-266675-G,1,1,1,1,1,1
FREP-266675-Z,1,1,1,1,1,1
FREP-266677-G,1,1,1,1,1,1
FREP-266692-G,1,1,1,1,1,1
FREP-266705-G,1,1,1,1,1,1
FREP-266732-G,1,1,1,1,1,1
FREP-266749-J,1,1,1,1,1,1
FREP-266775-J,1,1,1,1,1,1
FREP-266776-Z,1,1,1,1,1,1
FREP-266779-J,1,1,1,1,1,1
FREP-266789-J,1,1,1,1,1,1
FREP-266791-Z,1,1,1,1,1,1
FREP-266792-J,1,1,1,1,1,1
FREP-266798-Z,1,1,1,1,1,1
FREP-266799-Z,1,1,1,1,1,1
FREP-266801-J,1,1,1,1,1,1
FREP-266810-Z,1,1,1,1,1,1
FREP-266831-G,1,1,1,1,1,1
FREP-266840-G,1,1,1,1,1,1
FREP-266845-G,1,1,1,1,1,1
FREP-266856-Z,1,1,1,1,1,1
FREP-266858-G,1,1,1,1,1,1
FREP-266864-G,1,1,1,1,1,1
FREP-266868-G,1,1,1,1,1,1
FREP-266876-G,1,1,1,1,1,1
FREP-266878-G,1,1,1,1,1,1
FREP-266898-G,1,1,1,1,1,1
FREP-266899-J,1,1,1,1,1,1
FREP-266908-G,1,1,1,1,1,1
FREP-266910-G,1,1,1,1,1,1
FREP-266912-Z,1,1,1,1,1,1
FREP-266923-G,1,1,1,1,1,1
FREP-266926-G,1,1,1,1,1,1
FREP-266931-Z,1,1,1,1,1,1
FREP-266933-G,1,1,1,1,1,1
FREP-266934-G,1,1,1,1,1,1
FREP-266939-G,1,1,1,1,1,1
FREP-266944-G,1,1,1,1,1,1
FREP-266945-G,1,1,1,1,1,1
FREP-266946-G,1,1,1,1,1,1
FREP-266950-J,1,1,1,1,1,1
FREP-266959-Z,1,1,1,1,1,1
FREP-266960-G,1,1,1,1,1,1
FREP-266962-G,1,1,1,1,1,1
FREP-266964-G,1,1,1,1,1,1
FREP-266970-G,1,1,1,1,1,1
FREP-266971-G,1,1,1,1,1,1
FREP-266974-J,1,1,1,1,1,1
FREP-266977-G,1,1,1,1,1,1
FREP-266978-J,1,1,1,1,1,1
FREP-266979-G,1,1,1,1,1,1
FREP-266984-G,1,1,1,1,1,1
FREP-266984-J,1,1,1,1,1,1
FREP-266985-G,1,1,1,1,1,1
FREP-266986-G,1,1,1,1,1,1
FREP-266986-J,1,1,1,1,1,1
FREP-266988-Z,1,1,1,1,1,1
FREP-266993-G,1,1,1,1,1,1
FREP-266993-J,1,1,1,1,1,1
FREP-266995-G,1,1,1,1,1,1
FREP-266999-J,1,1,1,1,1,1
FREP-267000-G,1,1,1,1,1,1
FREP-267000-Z,1,1,1,1,1,1
FREP-267002-G,1,1,1,1,1,1
FREP-267003-G,1,1,1,1,1,1
FREP-267006-G,1,1,1,1,1,1
FREP-267007-G,1,1,1,1,1,1
FREP-267015-J,1,1,1,1,1,1
FREP-267018-J,1,1,1,1,1,1
FREP-267031-G,1,1,1,1,1,1
FREP-267032-G,1,1,1,1,1,1
FREP-267033-G,1,1,1,1,1,1
FREP-267043-G,1,1,1,1,1,1
FREP-267047-G,1,1,1,1,1,1
FREP-267048-G,1,1,1,1,1,1
FREP-267049-G,1,1,1,1,1,1
FREP-267051-G,1,1,1,1,1,1
FREP-267055-G,1,1,1,1,1,1
FREP-267058-G,1,1,1,1,1,1
FREP-267060-G,1,1,1,1,1,1
FREP-267063-G,1,1,1,1,1,1
