fold,n_test,n_train,sse,rmse,k
0,1875,5402,4509.7325872873334,1.5508677291180932,8
1,1512,5765,3232.4151684960634,1.4621356708270283,8
2,1363,5914,2431.6737504295656,1.3356870809830013,8
3,1247,6030,2165.2596579150418,1.3177158367399939,8
4,1280,5997,1815.9931846567283,1.1911106898660044,8
