fold,n_test,n_train,sse,rmse,k
0,1957,7900,9838.8183948721562,2.2422088344459188,27
1,2264,7593,10693.157872615026,2.1732754700734307,27
2,1674,8183,7695.4628927531567,2.1440733925210722,27
3,1433,8424,7052.1295327793923,2.2183856393617192,27
4,2529,7328,11209.586343115905,2.1053309675310805,27
