fold,n_test,n_train,sse,rmse,k
0,2030,5720,10366.031128207087,2.2597387625517382,26
1,1579,6171,7129.3330375536043,2.1248749972626979,26
2,1450,6300,6853.9750766437246,2.1741387635573237,26
3,1336,6414,6067.8656564878147,2.1311535869438347,26
4,1355,6395,6260.4947094646013,2.149486287115566,26
