term,coef
Intercept,3.6931721848511798
z_gust_0h,0.3915654512850984
z_precipitation_24h_sum,-0.13612889753625954
z_temperature_0h,0.15587190703653678
z_pressure_msl_0h,-0.21035587278438769
z_gust_sq,0.21938890212833853
z_gust_cu,-0.12288071239398912
z_gust_pressure,-0.10900905325883001
urban_binary,-0.00013395767445713405
log_population,-0.057584613137994949
income_deprivation_rate,-2.065114221984405
deprivation_gap_pct,-1.3880678409007334
morans_i,0.61177966221317981
incident_year[2022],0.30418694129507778
incident_year[2023],0.35748504753786225
incident_year[2024],0.35262625068670261
incident_month[2],-0.12755895252758942
incident_month[3],0.19868464519392168
incident_month[4],0.065132063605563423
incident_month[5],0.2002471475843558
incident_month[6],0.84014838282065529
incident_month[7],0.69894636211567496
incident_month[8],0.59037937032935039
incident_month[9],0.2417841350562242
incident_month[10],0.36175658958748452
incident_month[11],0.20393287910430025
incident_month[12],0.56521727981460923
