fold,n_test,n_train,sse,rmse,k
0,8504,32673,14231.631972153788,1.2936468235067737,7
1,8274,32903,11232.004711394959,1.1651205981122255,7
2,8153,33024,11521.634841186304,1.1887713567160623,7
3,8108,33069,10965.843450681234,1.16295832192938,7
4,8138,33039,10260.751091485323,1.1228732439074236,7
