fold,n_test,n_train,sse,rmse,k
0,9834,41339,12999.214680385341,1.1497236265150088,7
1,10581,40592,14999.32933745885,1.1906183269696089,7
2,10833,40340,15200.006857136565,1.1845339712261875,7
3,9995,41178,13474.940157451323,1.1611064119171119,7
4,9930,41243,13962.542072996916,1.1857895620632604,7
