fold,n_test,n_train,sse,rmse,k
0,2141,7113,3227.3261072970467,1.2277589026645055,29
1,1926,7328,3263.4782489238814,1.3017039413978975,29
2,1244,8010,1832.6224375560982,1.2137418020413515,29
3,1894,7360,3079.672553562079,1.275152961725907,29
4,2049,7205,3030.2053099923578,1.2160881266855108,29
