storm,eta_pred,observed
Dudley,2.122833526597177,2.0
Dudley,2.312635930864998,1.0
Dudley,1.9524313163132063,1.0
Dudley,1.8970466492250802,0.0
Dudley,2.2557332657082942,1.0
Dudley,2.187282807800917,1.0
Dudley,2.391800824086236,2.0
Dudley,2.3000945428140587,1.0
Dudley,2.77434953531431,0.0
Dudley,3.277388138820791,132.0
Dudley,3.0973493772960583,6.0
Dudley,2.225192672477221,10.0
Dudley,2.9221288552949334,1.0
Dudley,2.3133295469305306,2.0
Dudley,2.8659278397558103,0.0
Dudley,2.4796713281667224,24.0
Dudley,2.1980809605702665,0.0
Dudley,2.945375247606502,6.0
Dudley,2.466361682032663,21.0
Dudley,3.122087787411154,7.0
Dudley,2.2857582498416664,421.0
Dudley,2.2897840847518913,1.0
Dudley,2.0664493524886627,4.0
Dudley,3.0395348645522082,1.0
Dudley,2.8573710337799585,3.0
Dudley,3.011202341156468,19.0
Dudley,2.808341606579066,668.0
Dudley,2.0452537976270864,1.0
Dudley,2.0252518668216846,3.0
Dudley,2.5275044745757187,0.0
Dudley,2.435985894398639,1.0
Dudley,2.119771487835312,1.0
Dudley,1.9278061957887374,8.0
Dudley,2.8541558883407174,12.0
Dudley,2.5797386605987476,1.0
Dudley,2.453822611424244,4.0
Dudley,2.4538226114242447,475.0
Dudley,1.9284120508485116,1.0
Dudley,2.085429384335764,1.0
Eunice,2.6551131390386256,18.0
Eunice,2.92022396398646,1016.0
Eunice,3.892338716044466,22.0
Eunice,4.14955392477798,31.0
Eunice,3.980296569422378,1070.0
Eunice,3.0498434468983016,1763.0
Eunice,2.686935581069887,33.0
Eunice,2.430527914507451,7.0
Eunice,2.0459633690832466,10.0
Eunice,2.0892159882203813,165.0
Eunice,2.0512491649223676,0.0
Eunice,4.250316508290917,66.0
Eunice,3.2482004638656528,1661.0
Eunice,4.040584051804703,52.0
Eunice,3.9190765720994096,155.0
Eunice,4.121950240673248,294.0
Eunice,3.5201776100359496,259.0
Eunice,2.661625704193558,770.0
Eunice,3.305588902552925,78.0
Eunice,4.318055658162153,669.0
Eunice,3.743920202062576,199.0
Eunice,3.743920202062576,2832.0
Eunice,4.349279970928945,1608.0
Eunice,4.06103860841777,258.0
Eunice,2.8613196710044124,44.0
Eunice,4.18126682923584,251.0
Eunice,4.18126682923584,921.0
Eunice,4.050166521667911,257.0
Eunice,4.304397165290874,432.0
Eunice,4.230294986140021,5163.0
Eunice,3.7508819714272827,409.0
Eunice,4.07500779838606,26.0
Eunice,4.07500779838606,454.0
Eunice,3.475625163780293,411.0
Eunice,4.646103506489235,14171.0
Eunice,3.1978548958521826,3.0
Eunice,4.420644349673201,22.0
Eunice,2.996396518972245,13.0
