model,gust_ms,gust_z,predicted_level
R0c_gust_dose_response,15.108163288661412,0.984568497020372,7.834544602954104
R0c_gust_dose_response,15.62448981830052,1.0824217273121628,7.969554876136828
R0c_gust_dose_response,16.140816347939626,1.1802749576039537,8.120091742349057
R0c_gust_dose_response,16.657142877578735,1.278128187895745,8.286943334882606
R0c_gust_dose_response,17.173469407217844,1.375981418187536,8.470993821427596
R0c_gust_dose_response,17.689795936856953,1.4738346484793272,8.673231198396314
R0c_gust_dose_response,18.20612246649606,1.5716878787711177,8.89475610687463
R0c_gust_dose_response,18.722448996135167,1.6695411090629089,9.136791780073212
R0c_gust_dose_response,19.238775525774276,1.7673943393547,9.400695247745565
R0c_gust_dose_response,19.75510205541338,1.8652475696464905,9.687969940663498
R0c_gust_dose_response,20.27142858505249,1.9631007999382817,10.000279858205275
R0c_gust_dose_response,20.7877551146916,2.060954030230073,10.33946548477636
