customer_bin,count,mean,median
"(-0.001, 1.0]",358,21.928072625698324,6.183333333333334
"(1.0, 2.0]",46,11.65905797101449,9.941666666666666
"(2.0, 30.25]",136,13.719852941176471,8.691666666666666
"(30.25, 3186.0]",180,9.007685185185185,6.55
