fold,n_test,n_train,sse,rmse,k
0,1957,7900,9857.3032599191811,2.2443141420660249,29
1,2264,7593,10721.626684473837,2.1761665451809447,29
2,1674,8183,7716.3622136257909,2.1469828533400808,29
3,1433,8424,7070.7333667597049,2.2213098125101811,29
4,2529,7328,11251.158212352177,2.1092312696745199,29
