fold,n_test,n_train,sse,rmse,k
0,2141,7113,3526.1994552732804,1.2833499657709204,14
1,1926,7328,3786.7544921284143,1.4021853756506979,14
2,1244,8010,1998.3688241299694,1.2674406523298958,14
3,1894,7360,3489.3057275319943,1.3573114862528166,14
4,2049,7205,3346.4765434852388,1.2779766339636922,14
