fold,n_test,n_train,sse,rmse,k
0,1875,5402,4791.6102599022634,1.5986010984444725,14
1,1512,5765,3208.0050349295871,1.4566044252551917,14
2,1363,5914,2425.1999697808687,1.3339079138593277,14
3,1247,6030,2152.5309430266216,1.3138369596555861,14
4,1280,5997,1808.3498150543423,1.1886014020735483,14
