fold,n_test,n_train,sse,rmse,k
0,12360,48077,48958.318570067553,1.9902334060414284,27
1,11776,48661,48689.90851466274,2.0333895194295941,27
2,11537,48900,44795.274816129619,1.9704692247280111,27
3,11887,48550,46065.797013004922,1.9685804301542045,27
4,12877,47560,49828.550987367795,1.9671241999501834,27
