fold,n_test,n_train,sse,rmse,k
0,8504,32673,12538.575292842481,1.2142621851887703,27
1,8274,32903,10706.582934391929,1.1375426388952643,27
2,8153,33024,11140.12340168523,1.168924011115017,27
3,8108,33069,10778.261798799565,1.1529686377670219,27
4,8138,33039,9926.8879851341389,1.1044542174079586,27
